filename,compressed,uncompressed
editor/code/resource,150472,316400
editor/code/shader,147905,314188
editor/render_target,141482,304691
lib/time_report_template.html,92651,297825
editor/script_api,139212,297107
editor/search_results_view,145323,296879
SourceSansPro-Regular.ttf,129096,293956
SourceSansPro-Light.ttf,127919,292680
SourceSansPro-Semibold.ttf,128416,292404
libexec/x86_64-linux/zipalign,103508,292140
editor/factory,135409,289645
editor/animation_set,135176,287951
libexec/wasm-web/dmengine.js,65133,284093
builtins/assets/images/logo/logo_blue_1024.png,246149,276899
editor/editor_extensions/graph,137704,276266
libexec/wasm-web/dmengine_release.js,63830,273993
libexec/wasm_pthread-web/dmengine.js,62871,272857
editor/editor_localization,123403,269941
editor/editor_script,123665,266925
editor/game_properties,122824,266017
editor/placeholder_resource,120267,263044
libexec/wasm_pthread-web/dmengine_release.js,61584,262693
editor/compute,123903,262433
org/checkerframework/*.*,133894,258994
editor/code/text_file,120407,257710
editor/html,119902,254759
DejaVuSansMono-BoldOblique.ttf,151366,253580
DejaVuSansMono-Oblique.ttf,150034,251932
editor/collection_proxy,116143,249762
editor/game_project,115785,246178
editor/protobuf_types,113853,245007
editor/scene_selection,111564,235336
editor/dialogs,116545,235273
editor/prefs,121764,234518
editor/image,111014,234409
editor/debugging/mobdebug,95759,230501
editor/welcome,108868,228050
icons/app.iconset/icon_512x512@2x.png,218168,221004
OpenSans-Regular.ttf,113969,217360
editor/targets,112628,216297
editor/graphics/types,108384,214755
builtins/ca-certificates/cacert.pem,122479,214279
editor/gl,112261,212074
net/jpountz/util/linux/aarch64/liblz4-java.so,93938,209176
net/jpountz/util/linux/ppc64le/liblz4-java.so,65770,209096
editor/live_update_settings,97459,208901
editor/grid,102191,207380
net/jpountz/util/darwin/x86_64/liblz4-java.dylib,87820,205112
editor/graphics,98357,204797
editor/gl/shader,100312,199528
editor/image_util,92658,192122
editor/pipeline/fontc,91723,191827
editor/changes_view,91555,188403
mozilla/public-suffix-list.txt,59250,180498
editor/gl/attribute,87021,177959
net/jpountz/util/darwin/aarch64/liblz4-java.dylib,73578,173886
localization/ru.editor_localization,38358,173867
editor/outline,88705,173711
editor/settings_core,89931,171604
editor.css,20783,171591
editor/particlefx__init,38782,170480
editor/localization,83710,164769
editor/buffers,85488,163360
editor/binary_file,75702,161535
editor/handler,83289,161491
net/jpountz/util/linux/amd64/liblz4-java.so,70811,154886
editor/editor_extensions/coerce,75108,154306
editor/code/view__init,46709,152818
editor/gl/vertex2,73102,151676
libjavafx_iio.so,72906,148688
editor/prefs_dialog,69515,139655
editor/engine/build_errors,71367,138054
editor/math,74591,136789
editor/rulers,65865,133839
editor/color_dropper,62966,132726
editor/build_errors_view,65795,130963
localization/en.editor_localization,30592,129144
editor/collection__init,25076,128596
editor/gl/texture,62653,122524
icons/document.iconset/icon_256x256@2x.png,121199,121922
editor/updater,62127,120472
editor/editor_extensions/runtime,60605,118469
editor/lsp/jsonrpc,59400,117779
builtins/assets/images/logo/logo_blue_512.png,116328,117668
localization/zh_CN.editor_localization,30499,116927
editor/pipeline/texture_set_gen,57703,116276
editor/gviz,59384,114522
editor/gl/vertex,60123,114389
localization/pt_BR.editor_localization,28048,114203
editor/atlas__init,30380,112923
editor/fs,59648,111087
editor/code/preprocessors,53784,110390
editor/gui_clipping,54628,110347
editor/scene__init,32687,109857
_unpack/x86_64-linux/bin/lsp/lua/script/parser/compile.lua,17608,109472
editor/ui__init,31740,108414
doc/gui_script.cpp_doc.sdoc,17632,108375
editor/font__init,24820,107143
splash.png,103703,106623
editor/collision_object__init,23996,104210
SourceSansPro-Italic.ttf,53049,103828
SourceSansPro-SemiBoldItalic.ttf,52889,103556
editor/tile_source__init,27417,102129
editor/app_view__init,32832,99338
net/jpountz/util/linux/s390x/liblz4-java.so,39717,97464
editor/code/data__init,26851,97433
editor/resource_update,48463,97409
editor/collection_common,47013,97250
editor/texture_set,46797,96876
editor/html_view,45742,95904
editor/analytics,50335,94933
editor/disk,47719,94876
icons/app.iconset/icon_512x512.png,91065,91745
icons/app.iconset/icon_256x256@2x.png,91065,91745
editor/boot_open_project,43828,90553
_unpack/x86_64-linux/lib/libnewt_head.so,29822,89248
games/skullhorde.jpg,87328,87487
editor/tile_map__init,25449,86736
editor/keymap,41533,85981
editor/particle_lib,40862,82441
editor/notifications,39933,82142
icons/svg_icons.html,18562,81990
libexec/x86_64-linux/liboggz.so,28902,80120
dynamo/graph__init.class,25899,79389
editor/pose,39494,79242
editor/resource_watch,39570,79041
editor/library,42339,78931
games/boreblasters.jpg,78476,78585
editor/code_completion,40431,78145
editor/git,41186,77985
editor/attachment,37943,77891
libdecora_sse.so,31889,77816
_unpack/x86_64-linux/bin/lsp/lua/script/core/completion/completion.lua,13328,77735
games/superweird.jpg,77560,77593
editor/editor_extensions/vm,42172,77450
editor/core,38815,76698
editor/pipeline,38221,76355
editor/protobuf_forms,37084,75696
editor/game_object_common,36769,75422
doc/dmsdk-graphics-graphics.h_doc.sdoc,10761,75259
builtins/scripts/mobdebug.lua,19766,75143
editor/texture_util,36592,75030
games/craftomation101.jpg,74492,74527
games/warnament.jpg,74154,74222
editor/game_object__init,17987,73457
editor/app_manifest__init,19555,73273
libprism_sw.so,33877,73192
editor/scene_cache,36785,72478
editor/engine,37312,71168
editor/engine/native_extensions,35379,70646
games/tinyracing.jpeg,70195,70354
doc/src-luasocket-luasocket.doc_h_doc.sdoc,9877,69424
doc/luasocket-luasocket.doc_h_doc.sdoc,9877,69424
antlr/CppCodeGenerator.class,31830,69247
net/jpountz/util/linux/i386/liblz4-java.so,28871,68840
editor/code/script_annotations,32887,68834
internal/node__init.class,22275,68600
editor/editor_extensions/ui_docs,34138,66812
lib/classes.dex,30040,66724
games/familyisland.jpg,66499,66615
editor/editor_extensions/commands,32875,66315
_unpack/x86_64-linux/bin/lsp/lua/script/vm/compiler.lua,10410,66188
editor/editor_extensions/docs,21268,65242
logo_blue.png,63647,64801
Defold/logo_blue.png,64801,64801
_unpack/x86_64-linux/bin/lsp/lua/script/parser/luadoc.lua,10139,63740
editor/code/script_intelligence,29746,63521
editor/graph_util,31147,63467
editor/view,30486,63411
editor/progress,32565,63348
editor/pipeline/bob,31994,63060
libprism_es2.so,23101,62480
editor/types__init,18625,62211
editor/fxui/combo_box,31513,61810
antlr/CSharpCodeGenerator.class,28367,60371
editor/code/script_compilation,29080,60037
lib/luajit-share.zip,58004,59551
doc/gameobject_script.cpp_doc.sdoc,9979,59428
editor/lsp/async,30559,59228
editor/editor_extensions/zip,30442,58401
doc/scripts-script_resource.cpp_doc.sdoc,9956,57720
editor/editor_localization_bundle,26315,56735
antlr/JavaCodeGenerator.class,27222,56271
games/monkeymart.jpg,55229,56030
doc/render-render_script.cpp_doc.sdoc,11273,55312
editor/background,26688,55241
editor/model__init,15687,55031
antlr/PythonCodeGenerator.class,27221,54595
editor/resource__init,16293,54502
editor/protobuf__init,16611,54223
editor/game_object_non_editable__init,11882,54065
editor/defold_project_search,26948,53978
doc/dmsdk-gameobject-gameobject.h_doc.sdoc,6825,53863
editor/ui/bindings,27402,53678
editor/sprite__init,15684,53164
editor/editor_extensions/prefs_functions,26244,52884
editor/sentry,27164,52530
editor/diff_view,25917,52391
libavplugin-ffmpeg-56.so,20014,52360
libavplugin-ffmpeg-57.so,19996,52360
libavplugin-56.so,20005,52360
libavplugin-ffmpeg-58.so,19988,52360
libavplugin-57.so,19986,52360
libavplugin-ffmpeg-61.so,19974,52272
libavplugin-ffmpeg-59.so,19981,52272
libavplugin-ffmpeg-60.so,19973,52272
games/fatesofort.jpg,52236,52268
libavplugin-54.so,19058,52160
libfxplugins.so,18806,51752
editor/command_requests,25992,51244
editor/defold_project__init,16708,50970
_unpack/x86_64-linux/bin/lsp/lua/script/provider/provider.lua,8178,50967
editor/lua,26854,50823
games/solitairejazztravel.jpg,50345,50523
editor/ui/fuzzy_combo_box,25809,49688
editor/scene_shapes,24331,49601
editor/pipeline/shader_gen,24547,49120
builtins/fonts/vera_mo_bd.ttf,27238,49052
editor/code/script__init,15201,48709
editor/scene_async,25166,48222
doc/src-script_vmath.cpp_doc.sdoc,7458,47741
editor/build,24530,47396
editor/editor_extensions/actions,24439,47359
editor/editor_extensions/ui_docs__init,17022,47243
editor/gl__init,12940,47096
editor/code/syntax,23454,46971
games/plaguelords.jpg,46166,46273
libexec/x86_64-linux/oggz-validate,12237,46040
editor/shared_editor_settings,22953,45944
editor/material__init,14145,45624
editor/workspace__init,14917,45385
org/objectweb/asm/ClassReader.class,22697,45120
games/lookyourloot.jpg,44393,44569
editor/editor_extensions/http_server,22768,44397
games/duozombies.jpg,44021,44360
editor/fuzzy_text,23194,44311
editor/resource_dialog,22843,44272
editor/error_reporting,22785,44128
editor/engine_profiler,21832,43869
_unpack/x86_64-linux/lib/libnativewindow_drm.so,10365,43584
editor/texture/engine,22471,43481
editor/curve_view__init,13722,43401
libexec/x86_64-linux/libogg.so,20921,43288
editor/cubemap__init,12324,43225
dialogs.css,5391,43016
editor/editor_extensions/ui_components__init,14150,42807
editor/properties__init,14380,42485
builtins/assets/meshes/sphere.dae,8420,42121
editor/model_util,20367,42071
editor/slice9,21412,41465
javax/vecmath/Matrix4d.class,16540,41153
editor/recent_files,20842,40537
editor/prefs__init,13617,40359
editor/render_util,19555,40205
_unpack/x86_64-linux/bin/lsp/lua/locale/pt-br/script.lua,12261,40016
editor/mesh__init,12323,39651
editor/label__init,12044,39534
_unpack/x86_64-linux/lib/libnativewindow_x11.so,10590,39416
editor/collection_non_editable__init,9493,39066
google/protobuf/descriptor.proto,11724,38497
editor/validation,20448,37972
editor/gl/types,19662,37794
editor/lsp/server__init,12489,37650
editor/http_server/prefs,18840,37415
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-tw/script.lua,12341,37244
editor/boot,19487,37175
javax/vecmath/Matrix4f.class,15463,37124
doc/dmsdk-resource-resource.h_doc.sdoc,4684,36963
editor/lsp__init,12156,36819
editor/ui/proxy,10994,36721
editor/settings__init,10030,36573
editor/cljfx_form_view__init,12972,36532
javafx-swt.jar,34160,36208
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-cn/script.lua,12032,36160
icons/document.iconset/icon_256x256.png,35882,36060
icons/document.iconset/icon_128x128@2x.png,35882,36060
_unpack/x86_64-linux/bin/lsp/lua/locale/en-us/script.lua,11173,36054
editor/code/data/LayoutInfo,16351,36025
editor/sound__init,9907,35876
doc/dmsdk-gameobject-component.h_doc.sdoc,4082,35833
editor/gl/shader/ShaderLifecycle,15754,35749
_unpack/x86_64-linux/bin/lsp/lua/script/parser/guide.lua,6458,35733
editor/editor_extensions/prefs_docs,16812,35366
editor/ns_batch_builder,18443,35291
_unpack/x86_64-linux/bin/lsp/lua/locale/pt-br/meta.lua,10371,35204
icons/app.iconset/icon_128x128@2x.png,34815,34940
editor/asset_browser__init,12301,34921
editor/gl/pass,19268,34893
doc/scripts-script_physics.cpp_doc.sdoc,6149,34848
icons/app.iconset/icon_256x256.png,34668,34787
editor/texture/math,17994,34773
editor/resource/FileResource,15223,34736
editor/debug_view__init,11976,34520
editor/util,18150,34505
cljs/tools/reader.cljs,8447,34392
_unpack/shared/luajit/jit/dis_x86.lua,10498,34234
editor/editor_extensions/graph__init,11938,33634
editor/handler__init,11169,33604
editor/yaml,16512,33264
antlr/actions/csharp/ActionLexer.class,11333,32774
editor/code/shader_compilation,15753,32742
editor/fxui__init,11750,32608
_unpack/x86_64-linux/bin/lsp/lua/locale/en-us/meta.lua,9377,32503
doc/dmsdk-script-script.h_doc.sdoc,4835,32467
doc/src-dmsdk-script-script.h_doc.sdoc,4835,32467
antlr/actions/python/ActionLexer.class,11171,32284
org/objectweb/asm/MethodWriter.class,15528,32222
javax/vecmath/Matrix3d.class,15289,32141
editor/gl/shader__init,10500,31976
cljs/core/async.cljs,8573,31929
bundle.editor_script,5228,31917
editor/form,17009,31860
doc/dmsdk-render-render.h_doc.sdoc,4072,31840
antlr/actions/cpp/ActionLexer.class,11324,31796
builtins/assets/images/logo/logo_blue_256.png,31705,31777
editor/math__init,9971,31754
editor/scene_layout,15294,31557
editor/console__init,11377,31557
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-tw/meta.lua,10598,31513
editor/resource_node__init,8925,31506
antlr/actions/java/ActionLexer.class,10815,31425
editor/outline_view__init,10843,31413
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-cn/meta.lua,10683,31389
editor/scene_visibility__init,10053,31321
editor/camera_editor__init,9259,31302
cljs/core/async/impl/ioc_macros.clj,7280,31194
games/voidscrappers.jpg,31012,31150
logo_text.png,30315,31148
_unpack/x86_64-linux/bin/lsp/lua/script/core/semantic-tokens.lua,3940,30932
_unpack/shared/luajit/jit/dis_arm64.lua,6836,30867
com/samskivert/mustache/Mustache.java,6675,30321
editor/editor_tab,14705,30314
editor/pipeline/fontc/Glyph,13544,29844
_unpack/x86_64-linux/bin/lsp/lua/script/luacheck/parser.lua,6508,29831
editor/resource/ZipResource,13066,29611
logo-ver-outline-white.png,25418,29332
editor/graphics/types__init,9356,29032
editor/ui/fuzzy_choices,14871,29004
internal/transaction__init.class,9200,28705
editor/render_program_utils,13860,28465
editor/code/transpilers__init,7916,28418
_unpack/x86_64-linux/bin/lsp/lua/script/plugins/ffi/c-parser/cpp.lua,5455,28397
engine-profiler/remotery/vis/Code/Remotery.js,6167,28377
builtins/assets/images/logo/logo_256.png,26991,28213
editor/code/resource__init,8680,28209
editor/future,14524,28178
javax/vecmath/GMatrix.class,13808,28162
antlr/ANTLRParser.class,11845,28106
_unpack/x86_64-linux/bin/lsp/lua/script/vm/tracer.lua,4203,28059
_unpack/x86_64-linux/bin/lsp/lua/locale/pt-br/setting.lua,6986,27632
editor/types/Camera,12659,27569
editor/editor_extensions__init,9429,27407
editor/scene_tools__init,9747,27407
editor/code/shader__init,9134,27391
editor/markdown__init,8294,27281
_unpack/x86_64-linux/lib/libnewt_drm.so,7991,27008
doc/src-script_sys.cpp_doc.sdoc,6859,26876
editor/code/data/Rect,7963,26777
editor/pipeline/tex_gen,13403,26744
TestScript/TestDdf$Msg$Builder.class,8334,26368
doc/dmsdk-extension-extension_gen.hpp_doc.sdoc,2777,26298
doc/dmsdk-hid-hid.h_doc.sdoc,2837,26216
_unpack/x86_64-linux/bin/lsp/lua/script/plugins/ffi/c-parser/c99.lua,5992,26044
libjavafx_font_freetype.so,7807,25928
editor/code/lang/cish__init,9795,25912
editor/collection_string_data,12768,25854
editor/notifications_view,12539,25693
editor/system,14162,25349
editor/types/EngineFormatTexture,11422,25310
editor/properties_view__init,9190,25281
editor/types/TextureSetAnimation,11375,25238
_unpack/x86_64-linux/bin/lsp/lua/script/vm/type.lua,4001,25171
editor/gl/texture__init,8250,25091
editor/types/FrustumCorners,11246,25089
builtins/assets/meshes/sphere.gltf,8832,25042
org/projectodd/shimdandy/impl/ClojureRuntimeShimImpl.class,5834,24928
editor/render_pb__init,7330,24841
editor/model_scene__init,7256,24509
libjavafx_font_pango.so,6657,24448
editor/code/util,13087,24408
com/googlecode/javaewah/EWAHCompressedBitmap.class,10944,24400
com/googlecode/javaewah32/EWAHCompressedBitmap32.class,10753,24220
editor/scene_shapes__init,9419,24202
editor/collision_groups,12473,24123
logo.png,23779,24099
editor/display_profiles__init,7243,23914
editor/render_target__init,7272,23782
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-tw/setting.lua,7335,23781
editor/engine/build_errors__init,7995,23657
editor/search_results_view__init,7789,23633
editor/buffers__init,7521,23622
_unpack/x86_64-linux/bin/lsp/lua/locale/en-us/setting.lua,6573,23561
editor/rig,11852,23535
editor/types/TextureSetAnimationFrame,10492,23438
_unpack/x86_64-linux/bin/lsp/lua/script/files.lua,5685,23379
doc/dmsdk-resource-resource_gen.hpp_doc.sdoc,2557,23335
editor/keymap__init,9058,23301
editor/types/Image,10487,23170
editor/gl/vertex__init,8025,23083
_unpack/x86_64-linux/bin/lsp/lua/script/core/code-action.lua,4083,22923
_unpack/x86_64-linux/bin/lsp/lua/script/utility.lua,5759,22860
editor/atlas/AtlasRect,10293,22847
editor/icons,12301,22820
editor/debug,12074,22723
editor/editor_extensions/tile_map,11777,22638
util/http_server__init.class,8021,22566
editor/gl/attribute__init,6313,22552
editor/ui/updater,11520,22525
editor/fs__init,7017,22111
editor/code_completion__init,7330,22066
editor/lua_completion,10976,22041
_unpack/shared/luajit/jit/dis_mips.lua,4871,22010
editor/tile_map_common/Tile,9855,22001
editor/breakpoints_view__init,7610,21926
editor/field_expression,12128,21916
editor/animation_set__init,6763,21860
doc/scripts-box2d-script_box2d_body_defold.cpp_doc.sdoc,2661,21791
editor/editor_extensions/runtime__init,7359,21597
doc/scripts-box2d-script_box2d_body.cpp_doc.sdoc,2655,21552
javax/vecmath/Matrix3f.class,9394,21533
editor/gl/attribute/TransformedAttributeValueBinding,9676,21378
util/coll__init.class,7464,21337
editor/camera__init,7427,21261
editor/process,11442,21199
doc/dmsdk-dlib-profile.h_doc.sdoc,2348,21198
editor/debugging/mobdebug__init,6876,21133
editor/factory__init,6754,21095
editor/types/FrustumPlanes,9398,21008
editor/types/Animation,9463,20959
doc/lua_base.doc_h_doc.sdoc,5291,20758
_unpack/shared/luajit/jit/dump.lua,6393,20755
_unpack/x86_64-linux/bin/lsp/lua/script/library.lua,4556,20632
internal/util__init.class,7349,20614
_unpack/x86_64-linux/bin/lsp/lua/script/json-edit.lua,4079,20613
templates/template.gamepads,1037,20609
editor/resource/MemoryResource,8754,20510
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-cn/setting.lua,7043,20483
editor/localization__init,6849,20471
editor/geom__init,7459,20459
editor/dialogs__init,7142,20388
_unpack/shared/luajit/jit/dis_ppc.lua,5769,20301
editor/welcome__init,6881,20223
internal/system__init.class,7079,20089
editor/outline__init,7323,20030
editor/gl/attribute/TransformedAttributeBufferLifecycle,8839,19856
_unpack/x86_64-linux/bin/lsp/lua/script/luacheck/lexer.lua,4501,19807
editor/workspace/BuildResource,8117,19771
doc/scripts-script_sound.cpp_doc.sdoc,4407,19766
antlr/DiagnosticCodeGenerator.class,9266,19766
editor/gl/texture/TextureLifecycle,8754,19751
_unpack/x86_64-linux/bin/lsp/lua/script/config/template.lua,2994,19597
editor/editor_extensions/localization,9893,19507
editor/code/data/GestureInfo,8832,19373
_unpack/shared/luajit/jit/dis_arm.lua,4758,19344
editor/compute__init,6304,19271
TestScript/TestDdf$Msg.class,7278,19249
editor/github,10112,19249
javax/LICENSE.txt,7186,19241
editor/types/TexturePacking,8592,19174
editor/settings_core__init,6843,19150
doc/dmsdk-extension-extension.h_doc.sdoc,2980,19147
_unpack/x86_64-linux/bin/lsp/lua/script/provider/diagnostic.lua,4281,19103
editor/pipeline/font_gen,10061,19085
_unpack/x86_64-linux/bin/lsp/lua/script/vm/global.lua,3372,19068
plumbing/fnk/impl.clj,5320,18995
_unpack/x86_64-linux/bin/lsp/lua/script/client.lua,4045,18952
editor/localization/MessageWithNestedPatterns,8359,18932
editor/game_project__init,5960,18928
editor/collection_proxy__init,5839,18922
editor/pipeline/fontc__init,6652,18914
editor/types/Rect,8482,18897
editor/protobuf_types__init,6386,18886
org/objectweb/asm/SymbolTable.class,8607,18866
cljs/tools/cli.cljs,5749,18852
editor/graphics__init,6259,18729
util/num__init.class,6347,18683
editor/handler/Context,8447,18678
editor/model_loader,9403,18672
internal/node/OverrideNode.class,7496,18630
editor/localization/Join,8388,18594
_unpack/x86_64-linux/bin/lsp/lua/meta/template/string.buffer.lua,6268,18592
internal/graph__init.class,6390,18484
doc/dmsdk-dlib-socket.h_doc.sdoc,2806,18422
doc/src-script_graphics.cpp_doc.sdoc,1024,18414
_unpack/x86_64-linux/lib/libgluegen_rt.so,4424,18408
icons/slask/ex.png,4516,18381
editor/lua_parser,8315,18238
editor/resource_io,8786,18235
_unpack/x86_64-linux/bin/lsp/lua/script/luacheck/filter.lua,4207,18213
editor/gl/vertex2__init,5955,18166
editor/targets__init,6710,18075
util/path__init.class,6351,18030
prelude.lua,3865,17992
antlr/ANTLRLexer.class,7342,17990
editor/grid__init,6688,17904
_unpack/x86_64-linux/bin/lsp/lua/script/luacheck/stages/linearize.lua,4007,17829
_unpack/shared/luajit/jit/bcsave.lua,5246,17827
editor/pose__init,5561,17795
editor/ui/fuzzy_choices_popup,9171,17725
editor/buffer__init,5509,17675
editor/curve_view/proxy,5084,17556
_unpack/x86_64-linux/bin/lsp/lua/script/doctor.lua,3903,17551
editor/code/text_file__init,5532,17485
editor/types/Region,7788,17456
editor/bootloader,9246,17425
editor/types/Frustum,7747,17391
editor/editor_extensions/vm__init,6093,17368
editor/scene_selection__init,6245,17362
editor/outline_view/proxy,5014,17355
editor/fxui/proxy,5007,17347
editor/code/data/SpliceInfo,7818,17314
editor/gl/shader/ShaderRequestData,7774,17291
antlr/MakeGrammar.class,8315,17275
editor/localization/Transform,7674,17267
editor/progress/Progress,7761,17242
javax/xml/bind/DatatypeConverterImpl.class,7674,17174
org/objectweb/asm/ClassWriter.class,7278,17166
editor/gl/pass/RenderPass,7625,17111
editor/gl/attribute/AttributeBufferBinding,7823,17099
org/objectweb/asm/Frame.class,8815,17092
editor/types/TextureSet,7661,17091
editor/colors,9188,17075
_unpack/x86_64-linux/bin/lsp/lua/script/workspace/workspace.lua,4057,17029
