filename,compressed,uncompressed
JDK,73264046,73264046
libexec/bundletool-all.jar,30633323,32505571
_unpack/x86_64-linux/bin/dmengine,11802712,27025136
com/sun/*.*,8617214,21268525
clojure/*.*,7000967,15522435
lib/android.jar,10833398,14664759
com/ibm/*.*,6146730,13876950
libexec/x86_64-linux/tint,3807869,12036104
libexec/x86_64-linux/glslang,3030104,11949752
com/dynamo/*.*,4404177,11783739
editor/gui,5560039,11750586
lib/arm64-linux/libfontc_shared.so,3857173,11295192
lib/x86_64-linux/libfontc_shared.so,3892837,11206416
libexec/x86_64-macos/dmengine,4042562,9361440
libexec/x86_64-win32/dmengine.exe,4068840,9109320
libexec/x86_64-macos/dmengine_release,3411213,8172896
libexec/arm64-macos/dmengine,3491489,7993552
libexec/x86_64-win32/dmengine_release.exe,3384051,7793480
javafx/*.*,3509891,7776779
lib/x86_64-linux/libtexc_shared.so,3251878,7720488
libexec/x86_64-linux/aapt2,2777346,7620984
lib/arm64-linux/libtexc_shared.so,3214876,7611032
libexec/x86_64-linux/dmengine,3361316,7218680
libexec/arm64-macos/dmengine_release,2932851,7046656
libexec/x86_64-linux/gltf_validator,2624438,6718376
lib/x86_64-linux/libc++.so,1498484,6457600
org/eclipse/jgit/*.*,2849222,6440142
lib/x86_64-win32/shaderc_shared.dll,1682281,5827912
libexec/x86_64-linux/dmengine_release,2613447,5657576
com/jogamp/*.*,2060879,5301844
libexec/arm64-android/libdmengine.so,2571612,5149312
jogamp/*.*,1994042,5001762
lib/x86_64-linux/libshaderc_shared.so,1713015,4932536
libexec/x86_64-linux/spirv-opt,1772439,4698856
com/google/protobuf/*.*,1609592,4625316
libexec/arm64-android/libdmengine_release.so,2189973,4577664
lib/arm64-linux/libshaderc_shared.so,1597441,4536600
libexec/x86_64-linux/lipo,2544968,4519843
org/apache/commons/*.*,1826544,4341676
com/fasterxml/jackson/*.*,1401584,3932759
lib/x86_64-macos/libshaderc_shared.dylib,1212254,3900576
libexec/arm64-ios/dmengine,1934443,3810512
libexec/x86_64-linux/strip_android,1543509,3693968
lib/arm64-macos/libshaderc_shared.dylib,1093131,3596112
lib/x86_64-win32/texc_shared.dll,1497509,3506504
editor/collision_object,1553374,3366434
libexec/wasm-web/dmengine.wasm,1498771,3366430
cljfx/*.*,1600540,3332464
libexec/arm64-ios/dmengine_release,1572458,3267616
lib/x86_64-win32/fontc_shared.dll,1069352,3261256
com/amazonaws/*.*,1271062,3207351
builtins/assets/images/logo/logo_blue_1024.bmp,184045,3147874
editor/code/view,1517460,3094123
libexec/wasm-web/dmengine_release.wasm,1185917,2909647
editor/app_view,1413224,2854235
libexec/arm64-android/libvkquality.so,718713,2732376
org/eclipse/jetty/*.*,1135632,2573055
editor/particlefx,1197046,2551185
libexec/x86_64-android/libvkquality.so,702776,2542240
Defold/Defold,2523512,2523512
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/UnityEngine.lua,282601,2521240
org/apache/http/*.*,1036821,2397569
libgstreamer-lite.so,915544,2362376
editor/scene,1136006,2341690
org/codehaus/jackson/*.*,857085,2288635
lib/x86_64-macos/libtexc_shared.dylib,964948,2276288
libexec/x86_64-linux/apkc,847223,2253840
cognitect/*.*,653117,2243022
libglassgtk3.so,634522,2123936
editor/font,1003575,2119479
libexec/x86_64-linux/libc++.so.1,541773,2015128
_unpack/x86_64-linux/bin/lsp/lua/bin/lua-language-server,841591,2007928
lib/arm64-macos/libtexc_shared.dylib,867875,1951360
libexec/armv7-android/libvkquality.so,606864,1896108
editor/collection,871094,1853827
lib/arm64-linux/libmodelc_shared.so,689788,1789440
lib/x86_64-linux/libmodelc_shared.so,696110,1779536
com/github/benmanes/caffeine/*.*,608969,1671617
editor/atlas,794266,1656406
editor/tile_source,727687,1546043
com/defold/*.*,560629,1518840
editor/console,710529,1512740
lib/x86_64-macos/libfontc_shared.dylib,586842,1503856
lib/arm64-macos/libfontc_shared.dylib,544450,1467600
ch/qos/*.*,650229,1442658
editor/tile_map,685277,1422355
editor/light,660268,1392696
javassist/*.*,639452,1371253
_unpack/x86_64-linux/bin/lsp/lua/meta/spell/dictionary.txt,628004,1332879
schema/*.*,577714,1266387
editor/ui,674463,1262343
editor/game_object,576892,1224968
editor/code/script,563512,1196761
editor/app_manifest,540125,1138011
lib/x86_64-win32/modelc_shared.dll,429464,1082696
org/joda/*.*,493748,1046729
_unpack/x86_64-linux/lib/libparticle_shared.so,414196,969096
editor/curve_view,439059,917465
editor/model,432170,910641
lib/builtins.zip,887178,906726
org/openmali/*.*,371153,900682
editor/code/data,433362,848533
_unpack/x86_64-linux/lib/libjogl_desktop.so,127703,829968
editor/sprite,362430,768388
editor/defold_project,371968,765434
welcome/*.*,691465,733416
editor/lsp,369794,714197
org/jsoup/*.*,330403,705826
reitit/*.*,315965,676860
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/CS.lua,84136,659463
editor/debug_view,319819,656089
org/antlr/*.*,292308,649333
libexec/x86_64-linux/luajit-64,304682,634024
editor/game_object_non_editable,287751,630482
editor/cljfx_form_view,309460,629357
org/luaj/*.*,290099,622154
editor/scene_visibility,298207,619844
editor/label,292608,618476
editor/workspace,296614,612277
builtins/input/gamecontrollerdb.txt,47711,600329
editor/cubemap,279571,592823
editor/mesh,280891,576159
libjfxmedia.so,198639,574824
editor/camera,281089,574188
org/yaml/snakeyaml/*.*,248795,565020
editor/asset_browser,280873,562174
editor/material,263299,558993
META-INF/*.*,162944,557373
editor/settings,260898,549719
lib/report_template.html,154755,547951
org/msgpack/*.*,237819,547298
editor/sound,255322,541799
editor/scene_tools,267495,534851
net/jpountz/util/win32/amd64/liblz4-java.so,175313,520219
builtins/input/default.gamepads,8621,505569
editor/code/transpilers,237499,502861
org/snakeyaml/engine/*.*,207355,494337
editor/fxui,224977,487729
editor/outline_view,237912,483045
editor/properties_view,236298,476961
editor/model_scene,210381,470530
org/commonmark/*.*,209968,468111
_unpack/x86_64-linux/lib/libjogl_mobile.so,78094,457184
editor/gui__init,132918,455390
editor/markdown,201306,449043
_unpack/x86_64-linux/bin/lsp/lua/meta/3rd/Jass/library/jass/common.lua,61976,448808
editor/camera_editor,204023,440954
editor/lsp/server,227321,439664
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/UnityEngine.Rendering.lua,44156,436882
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/System.lua,32793,428566
editor/resource_node,198718,421179
editor/properties,210884,413148
editor/collection_non_editable,186693,413107
editor/editor_extensions/ui_components,201626,410708
editor/editor_extensions,198184,404003
localization/ru.editor_localization,81957,379776
editor/protobuf,189034,372463
editor/resource,192965,369753
editor/render_pb,176544,368464
editor/geom,184068,365017
editor/display_profiles,167518,357749
lib/x86_64-macos/libmodelc_shared.dylib,120233,346976
editor/game_project,161673,344878
editor/buffer,165806,341323
DejaVuSansMono.ttf,201912,340712
editor/render_target,154479,332216
DejaVuSansMono-Bold.ttf,199505,331992
editor/breakpoints_view,160542,329988
editor/editor_extensions/graph,164877,329837
editor/code/resource,153792,323417
internal/graph/*.*,158549,323021
editor/code/shader,152107,322942
lib/arm64-macos/libmodelc_shared.dylib,101469,319616
editor/types,163780,317390
editor/script_api,145936,310634
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/UnityEngine.UIElements.lua,33541,305510
editor/search_results_view,147554,301508
lib/time_report_template.html,92651,297825
libexec/wasm-web/dmengine.js,67528,296794
editor/factory,137837,294875
SourceSansPro-Regular.ttf,129096,293956
editor/animation_set,137555,292859
SourceSansPro-Light.ttf,127919,292680
SourceSansPro-Semibold.ttf,128416,292404
libexec/x86_64-linux/zipalign,103508,292140
libexec/wasm-web/dmengine_release.js,65400,283579
editor/editor_script,129333,279540
builtins/assets/images/logo/logo_blue_1024.png,246149,276899
editor/editor_localization,125674,274923
editor/game_properties,126219,273274
editor/compute,128181,271695
editor/placeholder_resource,122519,268025
editor/prefs_dialog,129469,266047
editor/data_text,123272,265093
editor/code/text_file,122628,262568
editor/html,122149,259486
org/checkerframework/*.*,133894,258994
editor/collection_proxy,118915,255915
editor/dialogs,125254,254098
DejaVuSansMono-BoldOblique.ttf,151366,253580
editor/command_requests,123728,253414
DejaVuSansMono-Oblique.ttf,150034,251932
editor/image,118832,251213
editor/protobuf_types,116003,249495
editor/scene_selection,114660,242211
localization/en.editor_localization,61120,237689
editor/prefs,121828,234187
editor/debugging/mobdebug,95737,230501
editor/welcome,109688,229460
editor/data,107902,226256
builtins/ca-certificates/cacert.pem,129286,226158
icons/app.iconset/icon_512x512@2x.png,218168,221004
editor/targets,114194,219964
OpenSans-Regular.ttf,113969,217360
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/System.Runtime.InteropServices.lua,17496,216968
editor/graphics/types,108836,215719
editor/live_update_settings,99562,213383
net/jpountz/util/linux/aarch64/liblz4-java.so,93938,209176
net/jpountz/util/linux/ppc64le/liblz4-java.so,65770,209096
editor/graphics,99791,207752
editor/gamepads,97103,206227
net/jpountz/util/darwin/x86_64/liblz4-java.dylib,87820,205112
editor/updater,100656,195009
editor/changes_view,93743,192784
editor/image_util,92622,192112
editor/settings_core,94505,181155
mozilla/public-suffix-list.txt,59250,180498
editor/editor_extensions/coerce,86105,179987
editor.css,21542,179695
_unpack/x86_64-linux/bin/lsp/lua/meta/3rd/OpenResty/library/ngx.lua,44292,179147
editor/gl/attribute,86994,177919
editor/grid,88155,177896
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/System.Xml.lua,12601,177260
editor/outline,90497,177208
net/jpountz/util/darwin/aarch64/liblz4-java.dylib,73578,173886
editor/handler,89232,173810
localization/ja_JP.editor_localization,42289,172718
editor/view,82506,172405
editor/gl,92210,170304
editor/binary_file,77884,165980
lua-annotations/meta.lua,32978,165747
_unpack/shared/lua-annotations/meta.lua,32978,165747
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/System.ComponentModel.lua,11942,165228
editor/localization,83720,164769
_unpack/x86_64-linux/bin/lsp/lua/meta/3rd/love2d/library/love/graphics.lua,32988,163858
editor/buffers,85505,163360
editor/code/view__init,50146,160380
net/jpountz/util/linux/amd64/liblz4-java.so,70811,154886
editor/gl/vertex2,73076,151674
localization/pt_BR.editor_localization,38683,150703
libjavafx_iio.so,72686,148688
_unpack/x86_64-linux/bin/lsp/lua/script/parser/compile.lua,25187,147433
editor/gl/shader,74597,142357
editor/math,77480,142117
editor/engine/build_errors,72305,139828
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/System.Security.Cryptography.lua,10158,139279
editor/rulers,67554,137021
doc/editor.apidoc_doc.sdoc,16519,136954
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/System.Reflection.Emit.lua,10965,135307
_unpack/x86_64-linux/bin/lsp/lua/meta/3rd/lovr/library/lovr/graphics.lua,31320,132815
editor/build_errors_view,65354,129977
editor/editor_extensions/runtime,65232,127740
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/System.Linq.Expressions.lua,6595,126170
_unpack/x86_64-linux/bin/lsp/lua/meta/default utf8/System.Data.SqlTypes.lua,6268,125665
editor/pipeline/texture_set_gen,61951,124878
editor/particlefx__init,36632,123277
editor/gl/texture,62656,122524
icons/document.iconset/icon_256x256@2x.png,121199,121922
editor/collection_common,59070,121836
editor/collision_object__init,34902,120492
editor/html_view,57157,120291
editor/font__init,35627,119482
editor/ui__init,35436,118886
editor/lsp/jsonrpc,59406,117779
builtins/assets/images/logo/logo_blue_512.png,116328,117668
editor/ui/settings_popup,58293,115418
editor/code/preprocessors,55862,114551
editor/gl/vertex,60077,114335
editor/app_view__init,37474,113946
_unpack/x86_64-linux/bin/lsp/lua/meta/3rd/love2d/library/love/physics.lua,17797,111969
