filename,compressed,uncompressed
editor/code/shader,147866,314166
editor/render_target,141326,304376
editor/resource,157843,302195
lib/time_report_template.html,92651,297825
editor/script_api,139194,297107
editor/search_results_view,145093,296533
SourceSansPro-Regular.ttf,129096,293956
SourceSansPro-Light.ttf,127919,292680
SourceSansPro-Semibold.ttf,128416,292404
libexec/x86_64-linux/zipalign,103508,292140
editor/factory,135307,289351
editor/animation_set,135131,287879
libexec/wasm-web/dmengine.js,65079,283880
builtins/assets/images/logo/logo_blue_1024.png,246149,276899
editor/editor_extensions/graph,137704,276266
libexec/wasm-web/dmengine_release.js,63771,273780
libexec/wasm_pthread-web/dmengine.js,62878,272857
editor/editor_localization,123248,269617
editor/editor_script,123514,266577
editor/game_properties,122797,266017
editor/placeholder_resource,120287,263044
libexec/wasm_pthread-web/dmengine_release.js,61586,262693
editor/compute,123829,262172
org/checkerframework/*.*,133894,258994
editor/code/text_file,120166,257542
editor/image,121896,256963
editor/html,119937,254759
DejaVuSansMono-BoldOblique.ttf,151366,253580
DejaVuSansMono-Oblique.ttf,150034,251932
editor/collection_proxy,116001,249499
editor/game_project,115696,246097
editor/protobuf_types,113617,244177
editor/scene_selection,110339,233044
editor/debugging/mobdebug,95749,230501
editor/dialogs,113361,229299
editor/welcome,108714,227690
editor/prefs,117360,226403
icons/app.iconset/icon_512x512@2x.png,218168,221004
OpenSans-Regular.ttf,113969,217360
editor/targets,112569,216215
builtins/ca-certificates/cacert.pem,122479,214279
editor/gl,112261,212074
editor/live_update_settings,97920,209828
net/jpountz/util/linux/aarch64/liblz4-java.so,93938,209176
net/jpountz/util/linux/ppc64le/liblz4-java.so,65770,209096
editor/grid,102193,207380
net/jpountz/util/darwin/x86_64/liblz4-java.dylib,87820,205112
editor/graphics,98279,204675
editor/gl/shader,100326,199521
editor/graphics/types,99625,195474
editor/image_util,92676,192151
editor/pipeline/fontc,91716,191827
editor/changes_view,90887,187154
mozilla/public-suffix-list.txt,59250,180498
editor/gl/attribute,87017,177959
editor/outline,90092,176945
net/jpountz/util/darwin/aarch64/liblz4-java.dylib,73578,173886
editor/particlefx__init,38575,169719
editor/settings_core,88487,168587
editor/buffers,85505,163401
editor/fs,86748,160701
editor/localization,81708,160204
localization/ru.editor_localization,34409,157965
net/jpountz/util/linux/amd64/liblz4-java.so,70811,154886
editor/handler,80434,154834
editor/editor_extensions/coerce,75097,154306
editor/gl/vertex2,73092,151676
editor/code/view__init,46167,151305
editor.css,18485,148862
libjavafx_iio.so,72906,148688
editor/prefs_dialog,70368,141324
editor/engine/build_errors,71292,137870
editor/math,74615,136789
editor/rulers,65866,133839
editor/color_dropper,62957,132726
editor/collection__init,24771,127114
editor/build_errors_view,63156,124819
icons/document.iconset/icon_256x256@2x.png,121199,121922
editor/updater,62092,120371
localization/en.editor_localization,27668,118395
editor/editor_extensions/runtime,60485,118221
editor/lsp/jsonrpc,59409,117795
builtins/assets/images/logo/logo_blue_512.png,116328,117668
localization/zh_CN.editor_localization,30116,115647
editor/gl/vertex,60124,114389
editor/pipeline/texture_set_gen,56695,114344
editor/gviz,59186,114209
editor/atlas__init,29890,110666
editor/code/preprocessors,53764,110349
editor/gui_clipping,54617,110347
_unpack/x86_64-linux/bin/lsp/lua/script/parser/compile.lua,17608,109472
doc/gui_script.cpp_doc.sdoc,17447,107194
splash.png,103703,106623
editor/scene__init,31518,105887
editor/ui__init,30804,105030
SourceSansPro-Italic.ttf,53049,103828
SourceSansPro-SemiBoldItalic.ttf,52889,103556
editor/collision_object__init,23673,102588
editor/font__init,23518,100872
editor/gl/texture,51097,100418
editor/tile_source__init,26888,99695
editor/app_view__init,32306,97713
net/jpountz/util/linux/s390x/liblz4-java.so,39717,97464
editor/resource_update,48408,97308
editor/collection_common,47020,97250
editor/texture_set,46794,96876
editor/code/data__init,26703,96784
editor/html_view,45735,95904
editor/disk,47631,94661
editor/analytics,49047,92370
icons/app.iconset/icon_512x512.png,91065,91745
icons/app.iconset/icon_256x256@2x.png,91065,91745
editor/boot_open_project,43634,90047
_unpack/x86_64-linux/lib/libnewt_head.so,29822,89248
games/skullhorde.jpg,87328,87487
editor/tile_map__init,25363,86147
editor/keymap,41522,85981
editor/notifications,39925,82142
icons/svg_icons.html,18562,81990
libexec/x86_64-linux/liboggz.so,28902,80120
editor/particle_lib,40113,80043
editor/pose,39495,79242
games/boreblasters.jpg,78476,78585
editor/code_completion,40412,78145
editor/git,41196,77985
editor/attachment,37940,77891
libdecora_sse.so,31889,77816
_unpack/x86_64-linux/bin/lsp/lua/script/core/completion/completion.lua,13328,77735
games/superweird.jpg,77560,77593
localization/pt_BR.editor_localization,20335,77499
editor/editor_extensions/vm,42190,77450
editor/pipeline,38225,76355
editor/core,38506,76163
editor/protobuf_forms,37095,75696
editor/game_object_common,36711,75379
doc/dmsdk-graphics-graphics.h_doc.sdoc,10761,75259
editor/resource_watch,37699,75252
builtins/scripts/mobdebug.lua,19766,75143
editor/library,40329,75076
editor/app_manifest__init,20109,75047
games/craftomation101.jpg,74492,74527
games/warnament.jpg,74154,74222
dynamo/graph__init.class,24191,73990
libprism_sw.so,33877,73192
editor/scene_cache,36780,72478
editor/game_object__init,17593,72086
editor/engine,37325,71177
editor/engine/native_extensions,35336,70559
games/tinyracing.jpeg,70195,70354
internal/node__init.class,22526,69709
doc/luasocket-luasocket.doc_h_doc.sdoc,9877,69424
editor/code/script_annotations,33146,69357
antlr/CppCodeGenerator.class,31830,69247
net/jpountz/util/linux/i386/liblz4-java.so,28871,68840
editor/editor_extensions/ui_docs,34105,66738
games/familyisland.jpg,66499,66615
_unpack/x86_64-linux/bin/lsp/lua/script/vm/compiler.lua,10410,66188
logo_blue.png,63647,64801
Defold/logo_blue.png,64801,64801
lib/classes.dex,29150,64724
editor/editor_extensions/commands,32042,64567
editor/editor_extensions/docs,21034,64350
_unpack/x86_64-linux/bin/lsp/lua/script/parser/luadoc.lua,10139,63740
editor/code/script_intelligence,29740,63521
editor/view,30492,63411
editor/progress,32574,63348
editor/pipeline/bob,32024,63132
editor/graph_util,30931,63107
libprism_es2.so,23101,62480
editor/types__init,18575,62069
antlr/CSharpCodeGenerator.class,28367,60371
editor/code/script_compilation,28866,59625
editor/editor_extensions/zip,31096,59608
lib/luajit-share.zip,57708,59258
editor/lsp/async,30507,59190
doc/scripts-script_resource.cpp_doc.sdoc,9956,57720
doc/gameobject_script.cpp_doc.sdoc,9648,57575
editor/editor_localization_bundle,26309,56735
antlr/JavaCodeGenerator.class,27222,56271
games/monkeymart.jpg,55229,56030
doc/render-render_script.cpp_doc.sdoc,11276,55317
editor/background,26691,55241
antlr/PythonCodeGenerator.class,27221,54595
editor/protobuf__init,16613,54223
editor/game_object_non_editable__init,11882,54065
editor/model__init,15397,53925
editor/defold_project_search,26794,53694
editor/ui/bindings,27403,53678
editor/sentry,27173,52530
editor/editor_extensions/prefs_functions,26123,52522
editor/diff_view,25926,52391
libavplugin-ffmpeg-56.so,20014,52360
libavplugin-ffmpeg-57.so,19996,52360
libavplugin-56.so,20005,52360
libavplugin-ffmpeg-58.so,19988,52360
libavplugin-57.so,19986,52360
editor/sprite__init,15366,52303
libavplugin-ffmpeg-61.so,19974,52272
libavplugin-ffmpeg-59.so,19981,52272
libavplugin-ffmpeg-60.so,19973,52272
games/fatesofort.jpg,52236,52268
libavplugin-54.so,19058,52160
libfxplugins.so,18806,51752
_unpack/x86_64-linux/bin/lsp/lua/script/provider/provider.lua,8178,50967
games/solitairejazztravel.jpg,50345,50523
editor/defold_project__init,16424,49871
editor/ui/fuzzy_combo_box,25778,49647
editor/scene_shapes,24321,49601
editor/lua,26089,49286
editor/pipeline/shader_gen,24549,49119
builtins/fonts/vera_mo_bd.ttf,27238,49052
editor/scene_async,25162,48222
editor/code/script__init,14949,48184
doc/script_vmath.cpp_doc.sdoc,7458,47741
editor/editor_extensions/actions,24354,47160
editor/gl__init,12940,47096
editor/build,24342,47071
editor/code/syntax,23456,46971
editor/recent_files,23881,46793
games/plaguelords.jpg,46166,46273
editor/editor_extensions/ui_docs__init,16565,46142
libexec/x86_64-linux/oggz-validate,12237,46040
editor/shared_editor_settings,22935,45903
editor/cubemap__init,12822,45286
org/objectweb/asm/ClassReader.class,22697,45120
editor/workspace__init,14817,45043
editor/material__init,13963,45034
games/lookyourloot.jpg,44393,44569
editor/editor_extensions/http_server,22771,44397
games/duozombies.jpg,44021,44360
editor/fuzzy_text,23202,44312
editor/error_reporting,22784,44128
editor/resource_dialog,22620,43978
editor/engine_profiler,21836,43869
editor/curve_view__init,13791,43602
_unpack/x86_64-linux/lib/libnativewindow_drm.so,10365,43584
editor/texture/engine,22446,43440
libexec/x86_64-linux/libogg.so,20921,43288
editor/resource__init,12817,42361
editor/properties__init,14317,42254
builtins/assets/meshes/sphere.dae,8420,42121
editor/model_util,20363,42071
editor/editor_extensions/ui_components__init,13818,41953
editor/slice9,21404,41465
javax/vecmath/Matrix4d.class,16540,41153
editor/validation,21337,40569
editor/render_util,19555,40205
_unpack/x86_64-linux/bin/lsp/lua/locale/pt-br/script.lua,12261,40016
_unpack/x86_64-linux/lib/libnativewindow_x11.so,10590,39416
doc/dmsdk-gameobject-gameobject.h_doc.sdoc,6091,39333
editor/label__init,11965,39316
editor/collection_non_editable__init,9492,39066
editor/mesh__init,11996,38601
google/protobuf/descriptor.proto,11724,38497
editor/prefs__init,13192,38343
editor/lsp/server__init,12491,37666
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-tw/script.lua,12341,37244
javax/vecmath/Matrix4f.class,15463,37124
editor/boot,19378,36986
editor/command_requests,18790,36937
doc/dmsdk-resource-resource.h_doc.sdoc,4652,36747
editor/ui/proxy,10994,36721
editor/lsp__init,12086,36631
editor/gl/types,18934,36444
javafx-swt.jar,34160,36208
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-cn/script.lua,12032,36160
icons/document.iconset/icon_256x256.png,35882,36060
icons/document.iconset/icon_128x128@2x.png,35882,36060
editor/cljfx_form_view__init,12764,36059
_unpack/x86_64-linux/bin/lsp/lua/locale/en-us/script.lua,11173,36054
editor/code/data/LayoutInfo,16348,36025
doc/dmsdk-gameobject-component.h_doc.sdoc,4083,35835
editor/gl/shader/ShaderLifecycle,15750,35749
_unpack/x86_64-linux/bin/lsp/lua/script/parser/guide.lua,6458,35733
editor/ns_batch_builder,18383,35254
_unpack/x86_64-linux/bin/lsp/lua/locale/pt-br/meta.lua,10371,35204
editor/settings__init,9613,35127
icons/app.iconset/icon_128x128@2x.png,34815,34940
doc/scripts-script_physics.cpp_doc.sdoc,6135,34902
editor/gl/pass,19268,34893
icons/app.iconset/icon_256x256.png,34668,34787
editor/texture/math,18006,34773
editor/util,18143,34506
editor/editor_extensions/prefs_docs,16506,34467
cljs/tools/reader.cljs,8447,34392
editor/resource/FileResource,15050,34248
editor/debug_view__init,11868,34214
editor/sound__init,9501,34164
_unpack/shared/luajit/jit/dis_x86.lua,10406,33826
editor/editor_extensions/graph__init,11940,33634
editor/yaml,16509,33264
editor/handler__init,11093,33066
antlr/actions/csharp/ActionLexer.class,11333,32774
editor/code/shader_compilation,15761,32742
_unpack/x86_64-linux/bin/lsp/lua/locale/en-us/meta.lua,9377,32503
doc/dmsdk-script-script.h_doc.sdoc,4834,32364
antlr/actions/python/ActionLexer.class,11171,32284
org/objectweb/asm/MethodWriter.class,15528,32222
javax/vecmath/Matrix3d.class,15289,32141
editor/gl/shader__init,10501,31973
cljs/core/async.cljs,8573,31929
bundle.editor_script,5228,31917
editor/form,17012,31860
editor/asset_browser__init,11199,31847
doc/dmsdk-render-render.h_doc.sdoc,4072,31840
antlr/actions/cpp/ActionLexer.class,11324,31796
builtins/assets/images/logo/logo_blue_256.png,31705,31777
editor/math__init,9972,31754
editor/scene_layout,15293,31557
editor/console__init,11379,31557
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-tw/meta.lua,10598,31513
editor/resource_node__init,8926,31506
editor/fs__init,9997,31440
antlr/actions/java/ActionLexer.class,10815,31425
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-cn/meta.lua,10683,31389
editor/scene_visibility__init,10052,31321
cljs/core/async/impl/ioc_macros.clj,7280,31194
games/voidscrappers.jpg,31012,31150
logo_text.png,30315,31148
editor/outline_view__init,10766,31126
editor/camera_editor__init,9180,31001
dialogs.css,4312,30959
_unpack/x86_64-linux/bin/lsp/lua/script/core/semantic-tokens.lua,3940,30932
editor/properties_view__init,10812,30781
_unpack/shared/luajit/jit/dis_arm64.lua,6784,30690
com/samskivert/mustache/Mustache.java,6675,30321
editor/pipeline/fontc/Glyph,13542,29844
_unpack/x86_64-linux/bin/lsp/lua/script/luacheck/parser.lua,6508,29831
logo-ver-outline-white.png,25418,29332
editor/resource/ZipResource,12945,29229
editor/ui/fuzzy_choices,14868,29004
editor/git_credentials,13883,28988
editor/render_program_utils,13860,28465
_unpack/x86_64-linux/bin/lsp/lua/script/plugins/ffi/c-parser/cpp.lua,5455,28397
engine-profiler/remotery/vis/Code/Remotery.js,6167,28377
editor/code/resource__init,8745,28328
editor/code/transpilers__init,7876,28318
internal/transaction__init.class,9478,28295
builtins/assets/images/logo/logo_256.png,26991,28213
editor/future,14530,28178
javax/vecmath/GMatrix.class,13808,28162
antlr/ANTLRParser.class,11845,28106
_unpack/x86_64-linux/bin/lsp/lua/script/vm/tracer.lua,4203,28059
editor/pipeline/tex_gen,13991,27942
editor/graphics/types__init,8967,27737
_unpack/x86_64-linux/bin/lsp/lua/locale/pt-br/setting.lua,6986,27632
editor/types/Camera,12664,27569
editor/scene_tools__init,9753,27407
editor/code/shader__init,9022,27162
_unpack/x86_64-linux/lib/libnewt_drm.so,7991,27008
doc/script_sys.cpp_doc.sdoc,6859,26876
editor/code/data/Rect,7968,26777
editor/markdown__init,8102,26723
TestScript/TestDdf$Msg$Builder.class,8334,26368
editor/editor_extensions__init,9140,26332
doc/dmsdk-extension-extension_gen.hpp_doc.sdoc,2777,26298
_unpack/x86_64-linux/bin/lsp/lua/script/plugins/ffi/c-parser/c99.lua,5992,26044
libjavafx_font_freetype.so,7807,25928
editor/code/lang/cish__init,9794,25912
editor/collection_string_data,12766,25854
editor/notifications_view,12537,25693
editor/types/EngineFormatTexture,11425,25310
editor/types/TextureSetAnimation,11377,25238
_unpack/x86_64-linux/bin/lsp/lua/script/vm/type.lua,4001,25171
editor/types/FrustumCorners,11251,25089
org/projectodd/shimdandy/impl/ClojureRuntimeShimImpl.class,5834,24928
editor/system,13732,24691
editor/fxui__init,8997,24619
editor/render_pb__init,7193,24514
editor/model_scene__init,7257,24509
libjavafx_font_pango.so,6657,24448
editor/code/util,13088,24408
com/googlecode/javaewah/EWAHCompressedBitmap.class,10944,24400
com/googlecode/javaewah32/EWAHCompressedBitmap32.class,10753,24220
editor/scene_shapes__init,9419,24202
editor/collision_groups,12464,24123
logo.png,23779,24099
editor/display_profiles__init,7180,23782
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-tw/setting.lua,7335,23781
editor/engine/build_errors__init,7994,23657
editor/search_results_view__init,7790,23633
editor/buffers__init,7524,23622
_unpack/x86_64-linux/bin/lsp/lua/locale/en-us/setting.lua,6573,23561
editor/rig,11856,23535
editor/render_target__init,7252,23504
editor/types/TextureSetAnimationFrame,10491,23438
_unpack/x86_64-linux/bin/lsp/lua/script/files.lua,5685,23379
doc/dmsdk-resource-resource_gen.hpp_doc.sdoc,2557,23335
editor/types/Image,10481,23168
editor/gl/vertex__init,8025,23083
editor/keymap__init,8974,23009
_unpack/x86_64-linux/bin/lsp/lua/script/core/code-action.lua,4083,22923
_unpack/x86_64-linux/bin/lsp/lua/script/utility.lua,5759,22860
editor/atlas/AtlasRect,10300,22847
editor/icons,12253,22744
editor/debug,12074,22723
editor/editor_extensions/tile_map,11777,22638
editor/gl/attribute__init,6315,22552
editor/ui/updater,11490,22484
util/http_server__init.class,7954,22372
editor/field_expression,12219,22102
editor/code_completion__init,7329,22066
editor/lua_completion,10979,22041
_unpack/shared/luajit/jit/dis_mips.lua,4871,22010
editor/tile_map_common/Tile,9859,22001
editor/animation_set__init,6760,21860
editor/editor_extensions/runtime__init,7359,21597
doc/scripts-box2d-script_box2d_body.cpp_doc.sdoc,2655,21552
javax/vecmath/Matrix3f.class,9394,21533
editor/gl/attribute/TransformedAttributeValueBinding,9675,21378
editor/camera__init,7423,21261
editor/process,11445,21199
doc/dmsdk-dlib-profile.h_doc.sdoc,2348,21198
editor/debugging/mobdebug__init,6874,21133
editor/gl/texture__init,7148,21132
editor/types/FrustumPlanes,9400,21008
editor/types/Animation,9459,20959
editor/factory__init,6667,20794
doc/lua_base.doc_h_doc.sdoc,5291,20758
_unpack/shared/luajit/jit/dump.lua,6393,20755
_unpack/x86_64-linux/bin/lsp/lua/script/library.lua,4556,20632
internal/util__init.class,7350,20614
_unpack/x86_64-linux/bin/lsp/lua/script/json-edit.lua,4079,20613
templates/template.gamepads,1037,20609
_unpack/x86_64-linux/bin/lsp/lua/locale/zh-cn/setting.lua,7043,20483
editor/geom__init,7456,20459
editor/resource/MemoryResource,8730,20424
util/coll__init.class,7136,20326
_unpack/shared/luajit/jit/dis_ppc.lua,5769,20301
editor/welcome__init,6880,20223
internal/system__init.class,7079,20089
editor/outline__init,7327,20030
editor/localization__init,6756,19937
editor/gl/attribute/TransformedAttributeBufferLifecycle,8841,19856
_unpack/x86_64-linux/bin/lsp/lua/script/luacheck/lexer.lua,4501,19807
doc/scripts-script_sound.cpp_doc.sdoc,4407,19766
antlr/DiagnosticCodeGenerator.class,9266,19766
editor/gl/texture/TextureLifecycle,8741,19715
_unpack/x86_64-linux/bin/lsp/lua/script/config/template.lua,2994,19597
editor/editor_extensions/localization,9893,19507
editor/code/data/GestureInfo,8832,19373
_unpack/shared/luajit/jit/dis_arm.lua,4758,19344
editor/workspace/BuildResource,7961,19294
editor/github,10110,19249
TestScript/TestDdf$Msg.class,7278,19249
javax/LICENSE.txt,7186,19241
editor/types/TexturePacking,8589,19174
editor/settings_core__init,6844,19150
_unpack/x86_64-linux/bin/lsp/lua/script/provider/diagnostic.lua,4281,19103
editor/dialogs__init,6652,19095
editor/pipeline/font_gen,10066,19085
_unpack/x86_64-linux/bin/lsp/lua/script/vm/global.lua,3372,19068
doc/dmsdk-extension-extension.h_doc.sdoc,2968,19060
plumbing/fnk/impl.clj,5320,18995
editor/localization/MessageWithNestedPatterns,8378,18963
_unpack/x86_64-linux/bin/lsp/lua/script/client.lua,4045,18952
editor/game_project__init,5958,18928
editor/pipeline/fontc__init,6653,18914
editor/types/Rect,8479,18897
editor/compute__init,6183,18881
org/objectweb/asm/SymbolTable.class,8607,18866
cljs/tools/cli.cljs,5749,18852
editor/graphics__init,6259,18729
util/num__init.class,6346,18683
editor/handler/Context,8445,18678
editor/collection_proxy__init,5734,18634
internal/node/OverrideNode.class,7499,18630
editor/localization/Join,8411,18625
_unpack/x86_64-linux/bin/lsp/lua/meta/template/string.buffer.lua,6268,18592
editor/model_loader,9260,18435
doc/dmsdk-dlib-socket.h_doc.sdoc,2810,18426
doc/script_graphics.cpp_doc.sdoc,1024,18414
_unpack/x86_64-linux/lib/libgluegen_rt.so,4424,18408
icons/slask/ex.png,4516,18381
editor/image__init,5828,18290
_unpack/x86_64-linux/bin/lsp/lua/script/luacheck/filter.lua,4207,18213
editor/gl/vertex2__init,5953,18166
editor/targets__init,6713,18075
editor/protobuf_types__init,6121,18047
editor/lua_parser,8258,17997
prelude.lua,3868,17992
antlr/ANTLRLexer.class,7342,17990
editor/web_profiler,9175,17988
editor/grid__init,6687,17904
_unpack/x86_64-linux/bin/lsp/lua/script/luacheck/stages/linearize.lua,4007,17829
editor/pose__init,5561,17795
editor/ui/fuzzy_choices_popup,9171,17725
editor/buffer__init,5507,17675
editor/curve_view/proxy,5084,17556
_unpack/x86_64-linux/bin/lsp/lua/script/doctor.lua,3903,17551
_unpack/shared/luajit/jit/bcsave.lua,5097,17500
editor/types/Region,7787,17456
editor/types/Frustum,7747,17391
editor/editor_extensions/vm__init,6095,17368
editor/scene_selection__init,6244,17362
editor/outline_view/proxy,5014,17355
editor/fxui/proxy,5007,17347
editor/code/data/SpliceInfo,7823,17314
editor/localization/Transform,7682,17294
editor/gl/shader/ShaderRequestData,7776,17291
editor/hot_reload,9167,17282
antlr/MakeGrammar.class,8315,17275
editor/progress/Progress,7764,17242
javax/xml/bind/DatatypeConverterImpl.class,7674,17174
editor/bootloader,9114,17170
org/objectweb/asm/ClassWriter.class,7278,17166
editor/gl/pass/RenderPass,7624,17111
internal/graph__init.class,5929,17108
editor/gl/attribute/AttributeBufferBinding,7821,17099
org/objectweb/asm/Frame.class,8815,17092
editor/types/TextureSet,7661,17091
editor/colors,9189,17075
editor/resource_io,8284,17043
_unpack/x86_64-linux/bin/lsp/lua/script/workspace/workspace.lua,4057,17029
_unpack/x86_64-linux/bin/lsp/lua/script/plugins/ffi/c-parser/ctypes.lua,3629,16992
editor/code/view/CursorRangeDrawInfo,7553,16931
editor/lsp/base,9186,16906
editor/code/syntax/Match,7580,16882
editor/localization/ListWithNestedPatterns,7498,16877
_unpack/x86_64-linux/bin/lsp/lua/script/fs-utility.lua,3177,16846
editor/script_api__init,5150,16762
antlr/preprocessor/PreprocessorLexer.class,6605,16672
editor/gl/attribute/AttributeRenderArgBinding,7370,16671
antlr/LLkAnalyzer.class,8018,16612
