symbol_group_name,vmsize,filesize
[__LINKEDIT],2179072,2170896
dmScript,619928,95384
dmGameSystem,327641,327009
_lj_* (library),225465,225465
"_TEXT,_* (library)",204727,204727
basist,160736,145874
_mbedtls_* (library),127624,127464
dmCrash,112140,6636
dmGameObject,94356,94324
dmGui,92210,91242
dmRender,82988,81572
_LZ4_* (library),74076,74076
dmGraphics,73463,72502
_GLOBAL_* (library),49612,49612
_LZ4HC_* (library),42164,42164
stbi__process_marker(),38640,38640
_recff_* (library),34013,34013
_ZNSt3_* (library),33436,33436
dmPhysics,33368,33364
dmParticle,32116,32028
std,31208,31208
dmResource,29776,29776
btConeTwistConstraint,22020,22020
_mh_* (library),20944,32
dmSound,20560,20368
_zip_* (library),20548,20548
dmHashTable<>,19848,19848
_asm_* (library),19669,19669
_load_* (library),19628,19628
_lua_* (library),19323,19323
_fold_* (library),18870,18870
_cp_* (library),17708,17708
btCollisionWorld,16876,16876
dmEngine,16516,16508
_vwin8192,16388,16388
_parse_* (library),16180,16180
btQuantizedBvh,15936,15936
dmLiveUpdate,15640,14544
btDiscreteDynamicsWorld,15016,15016
__glfw,14744,0
_field_* (library),14343,14343
btSequentialImpulseConstraintSolver,14116,14116
_ssl_* (library),13888,13888
btAxisSweep3Internal<>,13772,13772
dmRig,13580,13556
dmDDF,13160,13096
_DATA_* (library),13144,13144
dmInput,12968,11948
[__DATA],12884,0
_rec_* (library),12720,12720
_dmGameSystemDDF_* (library),11685,11264
_vorbis_* (library),10968,10968
dmEasing,10948,10948
b2World,10612,10612
_luaL_* (library),10092,10092
_expr_* (library),9812,9812
gjkepa2_impl,9332,9332
dmHttpCache,9252,9252
btGeneric6DofConstraint,9156,9156
dmHID,9084,8716
b2DynamicTree,8872,8872
_dmRigDDF_* (library),8770,8624
dmHttpClient,8748,8732
dmResourceMounts,8324,8324
_sincos_* (library),8200,8200
_vwin4096,8192,8192
_json_* (library),7988,7972
dmSocket,7980,7980
_x509_* (library),7936,7936
_crec_* (library),7840,7840
_ciphersuite_* (library),7832,7832
_dmRenderDDF_* (library),7828,7504
_inflate,7784,7784
_create_* (library),7580,7580
_ov_* (library),7456,7456
tinfl_decompress(),7174,7174
_deflate_* (library),7052,7052
_rmtp_* (library),6944,896
btDbvt,6676,6676
_ogg_* (library),6460,6460
btIDebugDraw,6348,6348
_objc_* (library),6304,6304
dBoxBox2(),6300,6300
_lex_* (library),6068,6068
"_DATA,_* (library)",5888,5888
_dmPhysicsDDF_* (library),5844,5744
_ecp_* (library),5704,5656
dmConfigFile,5688,5688
_dmGraphics_* (library),5682,5600
dmBuffer,5532,5524
_ra_* (library),5476,5476
_OBJC_* (library),5380,5380
b2ContactSolver,5208,5208
btConvexConvexAlgorithm,5008,5008
_dmInputDDF_* (library),4944,4928
_inflate_* (library),4872,4872
btVoronoiSimplexSolver,4872,4872
_opt_* (library),4836,4836
dmResourceArchive,4776,4776
_dmGuiDDF_* (library),4727,4536
btCompoundShape,4688,4688
btGjkEpaSolver2,4596,4596
dmHttpService,4584,4584
btRigidBody,4584,4584
_mdct_* (library),4580,4580
dmObjectPool<>,4552,4552
dmSys,4548,4472
b2PrismaticJoint,4424,4424
dmSoundCodec,4380,4348
b2Body,4376,4376
_socket_* (library),4360,4360
btOptimizedBvh,4356,4356
_dmGameObjectDDF_* (library),4349,4016
_meth_* (library),4304,4304
dmConnectionPool,4284,4284
dmSystemDDF,4169,4169
btHashedOverlappingPairCache,4112,4112
btBvhTriangleMeshShape,4108,4108
_vwin2048,4096,4096
_pk_* (library),4084,4084
_do_* (library),4072,4072
btDbvtBroadphase,4056,4056
