compileunits,vmsize,filesize
src/gameobject/gameobject_props.cpp,4418714,4418714
[__LINKEDIT],1016846,1014302
src/zip/zip.cpp,583816,583816
src/basis/transcoder/basisu_transcoder.cpp,534662,534662
proto/render/render_target_ddf.cpp,526343,1943
"[__TEXT,__cstring]",500007,500007
src/gameobject/gameobject.cpp,133084,133084
proto/graphics/graphics_ddf.cpp,114655,85947
src/mbedtls/crypto/library/cipher_wrap.c,112553,8005
src/gameobject/comp_anim.cpp,111538,111538
"[__TEXT,__gcc_except_tab]",110576,110576
src/gui.cpp,100227,97971
src/vulkan/graphics_vulkan.cpp,75196,75108
src/lz4/lz4.c,71682,71682
src/engine.cpp,63059,63059
"[__TEXT,__eh_frame]",60520,60520
"[__TEXT,__unwind_info]",59688,59688
src/dlib/image.cpp,59290,59290
src/particle.cpp,57691,57483
src/transcoder/graphics_transcoder_basisu.cpp,56290,17378
src/gamesys/components/comp_gui.cpp,50387,50259
src/gui_script.cpp,48754,48754
src/lz4/lz4hc.c,48389,48389
src/gamesys/components/comp_model.cpp,42727,41583
src/render/render_script.cpp,36871,36527
src/resource.cpp,35130,35130
src/script.cpp,34914,34834
src/gamesys/gamesys.cpp,34618,30786
src/mbedtls/library/ssl_tls.c,34212,34212
src/gamesys/components/comp_sprite.cpp,32932,32284
src/script_vmath.cpp,32658,32658
src/gamesys/scripts/script_physics.cpp,31880,29696
src/gamesys/scripts/script_resource.cpp,31027,31027
src/gamesys/components/comp_mesh.cpp,30035,29467
src/gamesys/resources/res_model.cpp,30023,30023
proto/rig/rig_ddf.cpp,29442,29242
src/luasocket/inet.c,29408,29408
src/graphics.cpp,28096,27184
src/render/render.cpp,27554,27234
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,26942,26942
src/sound.cpp,26171,26059
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,26086,26086
src/gamesys/resources/res_texture.cpp,25823,23007
src/gamesys/components/comp_tilegrid.cpp,25368,24960
src/gameobject/gameobject_script.cpp,24034,24034
"[__TEXT,__objc_methname]",21823,21823
src/physics/physics_3d.cpp,21804,21748
src/dlib/hash.cpp,21660,21660
"[__DATA_CONST,__const]",20752,20752
"[__TEXT,__objc_stubs]",20736,20736
src/physics/box2d_defold/box2d_defold_physics.cpp,20677,20613
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,20535,20535
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,20173,20169
src/vulkan/graphics_vulkan_device.cpp,19172,19172
src/rig.cpp,19139,18899
src/luacjson/lua_cjson.c,19002,18874
src/gamesys/components/box2d/comp_collision_object_box2d.cpp,18418,18418
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,18279,18275
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,18259,18255
src/zlib/deflate.c,18056,18056
src/input.cpp,18016,18008
src/gameobject/comp_script.cpp,17514,17514
src/mbedtls/crypto/library/bignum.c,17409,17409
src/resource_mounts.cpp,16975,16975
src/gamesys/components/comp_label.cpp,16953,16665
[__DATA],16240,132
../Box2D/Dynamics/b2World.cpp,16111,16111
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,15662,15662
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,15509,15509
src/resource_preloader.cpp,15233,15233
src/mbedtls/crypto/library/ecp.c,15081,15029
src/gamesys/scripts/script_buffer.cpp,14716,14716
src/zlib/inflate.c,14547,14547
src/gamesys/components/comp_collection_proxy.cpp,14506,14506
src/mbedtls/crypto/library/aes.c,14353,5601
src/gamesys/components/comp_particlefx.cpp,13603,13107
src/mbedtls/library/x509_crt.c,13390,13390
src/gamesys/scripts/box2d/script_box2d_body_defold.cpp,13092,13092
src/gamesys/components/bullet3d/comp_collision_object_bullet3d.cpp,12606,12606
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btMinkowskiPenetrationDepthSolver.cpp,12592,10728
src/gamesys/components/comp_collision_object.cpp,12553,12553
src/mbedtls/crypto/library/rsa.c,12381,12381
proto/gamesys/physics_ddf.cpp,12176,12044
src/gamesys/components/comp_collection_factory.cpp,12066,12066
src/script_table.cpp,11958,11958
src/script_sys.cpp,11639,11631
src/render/font.cpp,11586,11586
proto/gamesys/gamesys_ddf.cpp,11583,11411
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btOverlappingPairCache.cpp,11503,11487
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvt.cpp,11420,11356
src/script_timer.cpp,11383,11279
src/zlib/trees.c,11228,11228
src/dlib/http_client.cpp,11227,11227
src/gamesys/components/comp_sound.cpp,11223,10655
proto/gameobject/gameobject_ddf.cpp,11211,10831
proto/gamesys/gui_ddf.cpp,10955,10743
src/render/material.cpp,10786,10786
../Box2D/Collision/b2DynamicTree.cpp,10728,10728
src/dlib/http_cache.cpp,10500,10500
"[__DATA,__objc_const]",10496,10496
src/mbedtls/library/ssl_cli.c,10394,10394
../Box2D/Dynamics/b2ContactManager.cpp,10369,10369
src/mbedtls/library/ssl_ciphersuites.c,10348,9692
src/gamesys/scripts/script_sys_gamesys.cpp,10036,10036
src/liveupdate.cpp,9614,9478
src/ddf/ddf_math.cpp,9589,8261
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConcaveCollisionAlgorithm.cpp,9513,9513
src/gamesys/components/comp_factory.cpp,9381,9381
src/render/font_renderer.cpp,9194,8810
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvtBroadphase.cpp,9048,9048
src/physics/debug_draw_3d.cpp,8887,8887
proto/input/input_ddf.cpp,8747,8715
src/dlib/configfile.cpp,8726,8554
src/gamesys/components/comp_camera.cpp,8392,8392
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btBoxBoxDetector.cpp,8318,8318
proto/gamesys/tile_ddf.cpp,8166,7830
src/ddf/ddf_message.cpp,8035,8035
src/gamesys/gamesys_private.cpp,7929,7929
proto/particle/particle_ddf.cpp,7928,7812
proto/render/font_ddf.cpp,7921,7641
src/mbedtls/crypto/library/des.c,7754,7754
../Box2D/Collision/b2Distance.cpp,7750,7738
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConvexAlgorithm.cpp,7707,7699
src/dlib/socket_posix.cpp,7574,7574
src/dlib/buffer.cpp,7467,7467
src/mbedtls/crypto/library/ecp_curves.c,7421,7421
src/hid.cpp,7390,7014
src/resource_archive.cpp,7357,7357
src/dlib/message.cpp,7206,7154
../Box2D/Dynamics/Contacts/b2ContactSolver.cpp,7203,7199
src/gamesys/resources/res_font.cpp,7080,7080
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCompoundShape.cpp,6904,6904
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btBvhTriangleMeshShape.cpp,6824,6824
../Box2D/Collision/b2TimeOfImpact.cpp,6606,5334
src/platform_window_glfw3.cpp,6580,6580
src/mbedtls/crypto/library/oid.c,6538,6538
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCompoundCollisionAlgorithm.cpp,6476,6476
src/dlib/connection_pool.cpp,6460,6460
src/gameobject/component.cpp,6424,6424
src/ddf/ddf.cpp,6310,6310
"[__TEXT,__objc_methtype]",6307,6307
../package/bullet-2.77/src/BulletDynamics/Dynamics/btRigidBody.cpp,6302,6298
../Box2D/Dynamics/b2Body.cpp,6296,6296
src/mbedtls/crypto/library/pkparse.c,6280,6280
../Box2D/Dynamics/Joints/b2PrismaticJoint.cpp,6263,6263
src/http_service.cpp,6252,6252
src/render/program_utils.cpp,6242,6242
src/script_liveupdate.cpp,6209,6209
src/luasocket/options.c,6147,6147
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btDefaultCollisionConfiguration.cpp,6106,6106
src/gamesys/components/comp_private.cpp,6055,6055
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btVoronoiSimplexSolver.cpp,6030,6030
"[__TEXT,__stubs]",5964,5964
src/script_msg.cpp,5938,5938
"[__TEXT,__stub_helper]",5928,5928
"[__DATA,__objc_selrefs]",5856,5856
"[__DATA_CONST,__cfstring]",5856,5856
src/render/constant.cpp,5811,5811
src/gamesys/resources/res_gui.cpp,5758,5630
proto/render/render_ddf.cpp,5732,5692
src/mbedtls/crypto/library/sha1.c,5717,5717
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btOptimizedBvh.cpp,5654,5654
[__DATA_CONST],5608,5608
proto/gamesys/model_ddf.cpp,5597,5321
src/mbedtls/library/x509.c,5462,5462
../Box2D/Collision/Shapes/b2GridShape.cpp,5381,5381
src/gamesys/scripts/script_tilemap.cpp,5294,5294
../Box2D/Dynamics/Joints/b2RevoluteJoint.cpp,5138,5138
src/render/font_renderer_default.cpp,5133,5117
src/luasocket/usocket.c,5132,5132
src/gamesys/scripts/script_model.cpp,5126,5126
src/script/sys_ddf.cpp,5099,3767
src/gamesys/scripts/script_http.cpp,5068,5068
src/script_hash.cpp,5029,5029
src/providers/provider_archive_mutable.cpp,5015,5015
src/script_ddf.cpp,5002,4970
src/mbedtls/crypto/library/cipher.c,4948,4948
../Box2D/Dynamics/Joints/b2GearJoint.cpp,4925,4925
[__TEXT],4896,4792
[Mach-O Headers],4728,4832
src/dlib/log.cpp,4799,4799
src/native/hid_native.cpp,4779,4779
../Box2D/Common/b2Math.cpp,4744,4744
src/mbedtls/crypto/library/camellia.c,4714,4714
src/gamesys/resources/res_mesh.cpp,4711,4711
src/gamesys/resources/res_render_target.cpp,4652,4652
src/gamesys/scripts/script_sound.cpp,4635,4635
src/decoders/decoder_wav.cpp,4632,4624
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btGhostObject.cpp,4548,4548
src/physics/physics.cpp,4542,4542
src/gamesys/resources/res_sound_data.cpp,4523,3755
src/luasocket/tcp.c,4421,4421
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btSimulationIslandManager.cpp,4401,4401
../Box2D/Dynamics/b2Island.cpp,4361,4361
src/luasocket/udp.c,4319,4319
../Box2D/Collision/b2CollideEdge.cpp,4313,4313
src/gameobject/res_collection.cpp,4307,4179
src/dlib/sslsocket.cpp,4292,4292
src/graphics_vertices.cpp,4237,4237
src/script_graphics.cpp,4180,4180
../Box2D/Dynamics/Joints/b2WheelJoint.cpp,4108,4108
../Box2D/Dynamics/Joints/b2PulleyJoint.cpp,4033,4033
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexPlaneCollisionAlgorithm.cpp,3987,3987
src/mbedtls/crypto/library/sha512.c,3962,3962
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCapsuleShape.cpp,3948,3948
"[__DATA,__la_symbol_ptr]",3936,3936
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btTriangleMeshShape.cpp,3904,3904
src/dlib/job_thread.cpp,3890,3578
src/resource_manifest.cpp,3884,3884
src/extension.cpp,3873,3873
../Box2D/Dynamics/b2Fixture.cpp,3862,3862
src/mbedtls/crypto/library/md5.c,3826,3826
src/mbedtls/crypto/library/pk_wrap.c,3792,3792
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionDispatcher.cpp,3789,3785
src/resource_chunk_cache.cpp,3780,3780
proto/gamesys/sprite_ddf.cpp,3741,3697
src/resource_desc.cpp,3726,3726
proto/gamesys/texture_set_ddf.cpp,3715,3655
src/render/render_script_camera.cpp,3687,3687
src/script_crash.cpp,3664,3664
src/resource_mounts_file.cpp,3653,3653
proto/resource/liveupdate_ddf.cpp,3633,3609
../package/bullet-2.77/src/LinearMath/btQuickprof.cpp,3627,3627
src/script_module.cpp,3619,3619
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkPairDetector.cpp,3589,3581
src/mbedtls/crypto/library/pem.c,3561,3561
src/devices/device_openal.cpp,3545,3545
src/gamesys/scripts/script_window.cpp,3536,3536
src/gamesys/scripts/script_collection_factory.cpp,3533,3533
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btConvexShape.cpp,3513,3513
src/gamesys/resources/res_textureset.cpp,3487,3487
src/gamesys/resources/res_material.cpp,3468,3468
src/gameobject/gameobject_script_util.cpp,3464,3464
src/sound_codec.cpp,3460,3436
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btBoxShape.cpp,3452,3452
src/gameobject/res_gameobject.cpp,3447,3319
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btConvexHullShape.cpp,3407,3407
src/gamesys/resources/box2d/res_collision_object_box2d.cpp,3400,3400
../Box2D/Collision/Shapes/b2PolygonShape.cpp,3387,3387
src/render/debug_renderer.cpp,3361,3361
src/providers/provider.cpp,3305,3305
src/dlib/socket.cpp,3299,3299
src/mbedtls/crypto/library/asn1write.c,3290,3290
src/providers/provider_zip.cpp,3260,3260
src/mbedtls/crypto/library/ecdsa.c,3211,3211
src/native/hid_gamepad_driver_glfw.cpp,3205,3205
src/render/camera.cpp,3204,3204
src/gamesys/resources/res_buffer.cpp,3197,3197
../Box2D/Dynamics/Joints/b2WeldJoint.cpp,3182,3182
src/mbedtls/crypto/library/dhm.c,3149,3149
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/SphereTriangleDetector.cpp,3145,3145
src/ddf/ddf_inputbuffer.cpp,3123,3123
src/resource_verify.cpp,3115,3115
src/render/display_profiles.cpp,3109,3109
src/mbedtls/library/net_sockets.c,3073,3073
src/gamesys/scripts/script_factory.cpp,3067,3067
src/gamesys/resources/res_render_prototype.cpp,3055,3055
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btPolyhedralConvexShape.cpp,3042,2938
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btConvexInternalShape.cpp,3019,2915
src/gamesys/gamesys_resource.cpp,3017,3017
../Box2D/Dynamics/Joints/b2DistanceJoint.cpp,3015,3015
src/gameobject/gameobject_props_ddf.cpp,3008,3008
../Box2D/Dynamics/Contacts/b2Contact.cpp,2986,2986
src/gamesys/resources/res_compute.cpp,2985,2985
src/zlib/crc32.c,2985,2985
src/gamesys/resources/res_tilegrid.cpp,2962,2962
src/zlib/inffast.c,2950,2950
src/ddf/ddf_loadcontext.cpp,2933,2933
proto/render/material_ddf.cpp,2916,2872
../Box2D/Dynamics/Joints/b2FrictionJoint.cpp,2886,2886
src/crash.cpp,2869,2869
"[__TEXT,__const]",2864,2864
src/gamesys/scripts/script_image.cpp,2860,2860
src/dlib/sys_posix.cpp,2854,2854
../Box2D/Dynamics/Joints/b2MouseJoint.cpp,2843,2843
../Box2D/Collision/Shapes/b2ChainShape.cpp,2838,2838
src/gamesys/resources/res_collection_factory.cpp,2811,2811
src/mbedtls/crypto/library/md.c,2805,2805
src/dlib/crypt.cpp,2793,2793
src/providers/provider_archive.cpp,2762,2762
src/script/http_ddf.cpp,2760,2668
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btPersistentManifold.cpp,2739,2723
../Box2D/Dynamics/Joints/b2RopeJoint.cpp,2737,2737
src/mbedtls/crypto/library/gcm.c,2734,2734
src/vulkan/graphics_vulkan_swap_chain.cpp,2734,2734
src/mbedtls/crypto/library/ctr_drbg.c,2659,2659
src/physics/box2d_defold/box2d_defold_debug_draw.cpp,2655,2655
src/mbedtls/crypto/library/rsa_internal.c,2651,2651
src/engine_service_null.cpp,2633,2633
src/dlib/intersection.cpp,2607,2607
src/gamesys/scripts/script_particlefx.cpp,2602,2602
src/mbedtls/crypto/library/asn1parse.c,2578,2578
src/gamesys/scripts/script_sprite.cpp,2565,2565
src/mbedtls/crypto/library/sha256.c,2526,2526
src/vulkan/graphics_vulkan_context.cpp,2519,2519
../Box2D/Collision/b2CollidePolygon.cpp,2509,2509
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btContinuousConvexCollision.cpp,2495,2495
src/gamesys/resources/res_sprite.cpp,2482,2482
src/resource_type.cpp,2437,1917
src/mbedtls/crypto/library/md_wrap.c,2390,2390
src/dlib/sys.cpp,2378,2378
proto/gamesys/camera_ddf.cpp,2298,2130
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btSubSimplexConvexCast.cpp,2293,2293
src/luasocket/select.c,2280,2280
src/render/compute.cpp,2279,2279
src/gameobject/gameobject_props_lua.cpp,2188,2188
src/decoders/decoder_tremolo.cpp,2168,2144
src/zlib/inftrees.c,2164,2164
src/async/load_queue_threaded.cpp,2159,2159
src/render/buffer.cpp,2062,2062
../Box2D/Collision/b2Collision.cpp,2059,2059
src/luasocket/buffer.c,2052,2052
"[__TEXT,__text]",2048,2048
src/mbedtls/crypto/library/ccm.c,2047,2047
src/resource_util.cpp,2037,2037
src/mbedtls/crypto/library/pk.c,2036,2036
src/ddf/ddf_outputstream.cpp,2023,2023
src/mbedtls/crypto/library/chacha20.c,1997,1997
src/gamesys/resources/bullet3d/res_collision_object_bullet3d.cpp,1993,1993
src/gamesys/scripts/script_collectionproxy.cpp,1991,1991
src/ddf/ddf_save.cpp,1982,1982
src/block_allocator.cpp,1954,1954
src/gamesys/components/comp_light.cpp,1917,1917
../Box2D/Common/b2BlockAllocator.cpp,1910,1910
src/mbedtls/crypto/library/hmac_drbg.c,1899,1899
src/dlib/thread_posix.cpp,1887,1887
src/gameobject/res_lua.cpp,1876,1748
src/mbedtls/crypto/library/ecdh.c,1871,1871
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btSphereSphereCollisionAlgorithm.cpp,1850,1850
src/luasocket/auxiliar.c,1838,1838
proto/gamesys/label_ddf.cpp,1820,1784
src/mbedtls/crypto/library/chachapoly.c,1788,1788
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btRaycastCallback.cpp,1783,1783
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btSphereTriangleCollisionAlgorithm.cpp,1780,1780
src/gamesys/gamesys_script.cpp,1729,1729
src/mbedtls/crypto/library/pkcs12.c,1724,1724
src/gameobject/res_script.cpp,1710,1582
src/ddf/ddf_load.cpp,1707,1707
../Box2D/Dynamics/Contacts/b2ChainAndCircleContact.cpp,1705,1705
src/gamesys/resources/res_particlefx.cpp,1701,1701
src/dlib/condition_variable.cpp,1697,1697
proto/gameobject/properties_ddf.cpp,1696,1624
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btBoxBoxCollisionAlgorithm.cpp,1690,1690
src/gamesys/resources/res_skeleton.cpp,1688,1688
src/dlib/mutex_posix.cpp,1682,1682
../Box2D/Dynamics/Contacts/b2GridAndCircleContact.cpp,1648,1648
src/gamesys/resources/box2d/res_convex_shape_box2d.cpp,1647,1647
src/luacjson/strbuf.c,1633,1633
src/dlib/uri.cpp,1628,1628
src/gamesys/resources/res_gui_script.cpp,1611,1483
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionObject.cpp,1601,1601
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btUnionFind.cpp,1592,1592
src/mbedtls/crypto/library/entropy.c,1586,1586
src/render/render_command.cpp,1584,1584
src/gamesys/resources/res_rig_scene.cpp,1579,1579
src/luasocket/timeout.c,1576,1576
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCollisionShape.cpp,1562,1562
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btTypedConstraint.cpp,1560,1560
