symbol_group_name,vmsize,filesize
[__LINKEDIT],2326528,2313664
dmScript,623932,99332
dmGameSystem,331385,326113
_lj_* (library),224465,224465
"_TEXT,_* (library)",201836,201836
basist,164766,149904
_mbedtls_* (library),128356,128196
dmCrash,111988,6484
dmGui,111106,110138
dmGameObject,103836,103804
dmRender,86264,83128
_LZ4_* (library),73632,73632
dmGraphics,64475,63426
dmHashTable<>,46144,46144
_GLOBAL_* (library),43552,43552
_LZ4HC_* (library),42920,42920
miniz,39238,39238
stbi__process_marker(),38090,38090
dmParticle,36200,36120
dmPhysics,34876,34760
_recff_* (library),33449,33449
_ZNSt3_* (library),32396,32396
dmResource,30820,30820
std,28820,28820
btConeTwistConstraint,22400,22400
dmSound,20148,19956
_asm_* (library),19677,19677
_lua_* (library),19323,19323
_load_* (library),18796,18796
_fold_* (library),18754,18754
_cp_* (library),17708,17708
dmRig,17472,17448
btCollisionWorld,17036,17028
_vwin8192,16388,16388
btQuantizedBvh,16188,16188
_parse_* (library),16172,16172
dmLiveUpdate,15504,14408
btDiscreteDynamicsWorld,15016,15016
__glfw,14744,0
dmDDF,14536,14472
dmEngine,14436,14428
btSequentialImpulseConstraintSolver,14224,14224
_DATA_* (library),14200,14200
_ssl_* (library),14040,14040
btAxisSweep3Internal<>,13772,13772
dmInput,13500,12480
_field_* (library),13131,13131
_rec_* (library),12480,12480
_dmGameSystemDDF_* (library),11573,11168
b2World,11372,11372
_mh_* (library),11264,32
_vorbis_* (library),10968,10968
dmEasing,10940,10940
_luaL_* (library),10104,10104
_expr_* (library),9812,9812
dmResourceMounts,9568,9568
dmHttpCache,9565,9565
b2DynamicTree,9544,9544
dmObjectPool<>,9396,9396
gjkepa2_impl,9356,9356
_crc_* (library),9216,9216
btGeneric6DofConstraint,9160,9160
dmHID,8840,8472
_sincos_* (library),8200,8200
_vwin4096,8192,8192
dmSocket,8192,8192
_x509_* (library),7980,7980
_json_* (library),7972,7956
_crec_* (library),7840,7840
_ciphersuite_* (library),7784,7784
dmHttpClient,7696,7680
_inflate,7456,7456
_ov_* (library),7456,7456
_dmRenderDDF_* (library),7303,7016
btDbvt,6824,6824
_rmtp_* (library),6728,896
dmBuffer,6492,6484
_ogg_* (library),6460,6460
btIDebugDraw,6392,6392
dmConfigFile,6372,6372
_objc_* (library),6304,6304
dBoxBox2(),6300,6300
_deflate_* (library),6242,6242
_lex_* (library),6068,6068
[__DATA],6020,8
"_DATA,_* (library)",5856,5856
_create_* (library),5760,5760
_ecp_* (library),5712,5664
_dmPhysicsDDF_* (library),5636,5536
b2ContactSolver,5428,5428
_ra_* (library),5388,5388
_OBJC_* (library),5380,5380
btConvexConvexAlgorithm,5156,5156
_dmGraphics_* (library),5098,5032
btRigidBody,5012,5012
_dmInputDDF_* (library),4944,4928
_opt_* (library),4908,4908
_inflate_* (library),4884,4884
dmConnectionPool,4884,4884
btVoronoiSimplexSolver,4872,4872
btCompoundShape,4832,4832
b2PrismaticJoint,4748,4748
_dmGuiDDF_* (library),4727,4536
dmHttpService,4688,4688
dmResourceArchive,4612,4612
btGjkEpaSolver2,4596,4596
_mdct_* (library),4580,4580
b2Body,4472,4472
btBvhTriangleMeshShape,4400,4400
btOptimizedBvh,4388,4388
dmSys,4364,4288
_dmGameObjectDDF_* (library),4349,4016
_socket_* (library),4332,4332
_meth_* (library),4304,4304
btDbvtBroadphase,4212,4212
_do_* (library),4160,4160
dmSystemDDF,4153,4153
dmSoundCodec,4140,4108
b2GearJoint,4116,4116
btHashedOverlappingPairCache,4112,4112
_pk_* (library),4104,4104
_vwin2048,4096,4096
btCompoundCollisionAlgorithm,4096,4096
dmMessage,4084,4044
b2Island,4072,4072
b2GridShape,3996,3996
_process_* (library),3984,3984
_gc_* (library),3944,3944
dmResourceProviderArchiveMutable,3876,3748
_snap_* (library),3856,3856
_dmRigDDF_* (library),3855,3792
btMinkowskiPenetrationDepthSolver,3848,2848
_inet_* (library),3840,3840
_trace_* (library),3796,3796
_dmParticleDDF_* (library),3796,3696
b2RevoluteJoint,3780,3780
_serialize_* (library),3752,3752
dmLog,3736,3440
b2SeparationFunction,3704,3704
dmSSLSocket,3620,3612
dmPlatform,3576,3560
_parseMapping,3572,3572
_oid_* (library),3432,3432
btConvexPlaneCollisionAlgorithm,3356,3356
_deflate,3340,3340
btConvexShape,3256,3256
btSimulationIslandManager,3228,3228
_tr_* (library),3184,3184
_dmMath_* (library),3094,2872
