compileunits,vmsize,filesize
[__LINKEDIT],1084940,1074396
../src/gameobject/comp_anim.cpp,714321,714321
../src/script.cpp,563100,38620
../src/gui.cpp,253949,145397
"[__TEXT,__cstring]",214103,214103
../src/basis/transcoder/basisu_transcoder.cpp,180759,180759
../src/gameobject/gameobject.cpp,92158,91806
../src/opengl/graphics_opengl.cpp,87690,87602
../src/particle.cpp,71219,71131
../src/lz4/lz4.c,71218,71218
../src/zip/zip.cpp,70582,70582
../src/gamesys/components/comp_gui.cpp,58725,58485
../src/dlib/image.cpp,57382,57382
"[__TEXT,__eh_frame]",56480,56480
../src/gui_script.cpp,49214,49214
../src/lz4/lz4hc.c,49149,49149
proto/graphics/graphics_ddf.cpp,44520,15692
../src/gamesys/components/comp_tilegrid.cpp,44251,42819
../src/gamesys/components/comp_model.cpp,42244,41796
../src/render/render_script.cpp,41046,40942
../src/gamesys/components/comp_sprite.cpp,40576,40128
../src/mbedtls/library/ssl_tls.c,34345,34345
../src/gamesys/components/comp_mesh.cpp,33473,33009
../src/script_vmath.cpp,32617,32617
../src/gamesys/resources/res_texture.cpp,31690,27730
../src/resource.cpp,31184,31184
../src/rig.cpp,31074,30834
../src/gamesys/resources/res_model.cpp,30565,30565
../src/render/render.cpp,30027,29707
../src/gamesys/scripts/script_resource.cpp,29483,29483
../src/luasocket/inet.c,28511,28511
../src/dlib/hash.cpp,27865,27865
../src/sound.cpp,27816,27776
../src/gameobject/gameobject_script.cpp,27714,27714
../src/resource_preloader.cpp,27322,27322
../src/graphics.cpp,27311,27311
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,27102,27102
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,26522,26522
../src/gamesys/components/comp_collision_object.cpp,23368,23256
../src/physics/physics_3d.cpp,23251,23187
../src/physics/physics_2d.cpp,22026,21970
../src/input.cpp,21144,21136
../src/resource_mounts.cpp,20671,20671
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,20639,20639
../src/engine.cpp,20597,20365
"[__DATA_CONST,__const]",20208,20208
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,20173,20169
../src/render/font_renderer.cpp,19051,18627
