symbol_group_name,vmsize,filesize
[__LINKEDIT],3784704,3773520
MVK_spirv_cross,1517066,1516922
dmScript,625112,100500
basist,373487,358627
dmGameSystem,352356,351148
std,291979,291979
"_TEXT,_* (library)",274714,274714
_lj_* (library),226741,226741
_variable_* (library),127354,127354
_mbedtls_* (library),126868,126708
dmCrash,113688,7008
_except_* (library),110720,110720
(anonymous namespace),106036,106036
dmGameObject,99572,99548
dmGui,94084,93116
dmGraphics,92041,91000
dmRender,85400,85104
_LZ4_* (library),68100,68100
MVKPixelFormats,66490,66466
_pfb,65548,65548
__watermarkTextureContent,65536,65536
MVKInstance,60619,60619
spvtools,60399,60399
_GLOBAL_* (library),56332,56332
_ZNSt3_* (library),53900,53900
MVKDevice,53435,53435
stbi__process_marker(),42879,42879
_LZ4HC_* (library),42488,42488
MVKObjectPool<>,34565,34565
dmPhysics,34324,34248
_recff_* (library),33977,33977
dmParticle,32356,32188
MVKGraphicsPipeline,31566,31566
opencl_entries,29808,29808
dmResource,29336,29336
MVKSmallVectorImpl<>,28748,28748
MVKPhysicalDevice,27713,27649
MVKCommandTypePool<>,25631,25631
btConeTwistConstraint,22020,22020
dmSound,21500,21348
_zip_* (library),21484,21484
mvk,21339,21219
_objc_* (library),21312,21312
MVKCommandPool,21081,21081
_load_* (library),20904,20904
_asm_* (library),19661,19661
dmHashTable<>,19612,19612
_lua_* (library),19359,19359
_fold_* (library),18954,18954
dmEngine,18088,18072
_cp_* (library),17708,17708
cereal,17054,17054
btCollisionWorld,16876,16868
_vwin8192,16388,16388
_parse_* (library),16180,16180
MVKDescriptorTypePool<>,16048,16048
btQuantizedBvh,15936,15936
dmLiveUpdate,15824,14728
_KHR_* (library),15340,0
btDiscreteDynamicsWorld,15016,15016
glsl_entries,14904,14904
__glfw,14744,0
dmRig,14576,14552
dmDDF,14412,14348
_field_* (library),14366,14366
MVKCommandEncoder,14268,14268
btSequentialImpulseConstraintSolver,14116,14116
btAxisSweep3Internal<>,13772,13772
_ssl_* (library),13700,13700
MVKImage,13510,13510
dmInput,13476,12444
MVKCmdBufferImageCopy<>,13425,13425
[__TEXT],13274,18050
_DATA_* (library),13104,13104
_dmGameSystemDDF_* (library),12864,9008
MVKDescriptorPool,12790,12790
_rec_* (library),12780,12780
_EXT_* (library),11960,0
MVKRenderSubpass,11711,11711
"_DATA,_* (library)",11336,11336
_vorbis_* (library),10968,10968
dmEasing,10948,10948
MVKCmdBlitImage<>,10912,10912
MVKExtensionList,10803,10803
b2World,10700,10700
MVKDescriptorSetLayoutBinding,10450,10450
_OBJC_* (library),10332,10332
_luaL_* (library),10104,10104
_dmRenderDDF_* (library),9684,7240
_dmRigDDF_* (library),9604,7056
[__DATA],9452,12
_expr_* (library),9424,9424
gjkepa2_impl,9356,9356
btGeneric6DofConstraint,9156,9156
dmHttpCache,9132,9132
dmHID,9032,8960
b2DynamicTree,8944,8944
MVKQueueFullCommandBufferSubmission<>,8835,8835
MVKGraphicsResourcesCommandEncoderState,8790,8790
dmHttpClient,8700,8684
dmResourceMounts,8276,8276
_sincos_* (library),8200,8200
_vwin4096,8192,8192
_shader_* (library),8096,8096
dmSocket,7940,7940
_json_* (library),7936,7920
_create_* (library),7904,7904
_ciphersuite_* (library),7888,7888
_x509_* (library),7884,7884
MVKCommandResourceFactory,7832,7832
_crec_* (library),7772,7772
_inflate,7564,7564
_clspvreflection_* (library),7544,7544
_ov_* (library),7456,7456
MVKCmdResolveImage<>,7438,7438
dmSoundCodec,7204,7172
tinfl_decompress(),7140,7140
_deflate_* (library),7066,7066
MVKDescriptorSetLayout,6877,6877
_debuginfo_* (library),6808,6808
btDbvt,6676,6676
MVKCmdCopyImage<>,6672,6672
_dmGraphics_* (library),6575,5184
_ogg_* (library),6460,6460
MVKResourcesCommandEncoderState,6410,6410
_dmPhysicsDDF_* (library),6352,4624
MVKSwapchain,6311,6311
dBoxBox2(),6300,6300
btIDebugDraw,6292,6292
MVKCmdBeginRenderPass<>,6264,6264
debuginfo_entries,6256,6256
_lex_* (library),6068,6068
MVKDeviceMemory,6053,6053
MVKQueue,5858,5858
dmBuffer,5808,5800
MVKPipelineCache,5728,5728
MVKCmdClearAttachments<>,5706,5706
dmConfigFile,5600,5600
MVKDescriptorSet,5511,5511
MVKCommandEncodingPool,5473,5473
_ra_* (library),5472,5472
b2ContactSolver,5376,5376
_ecp_* (library),5348,5300
MVKShaderLibrary,5227,5227
_dmInputDDF_* (library),5200,4368
_inflate_* (library),5112,5112
_dmGuiDDF_* (library),5092,3968
btConvexConvexAlgorithm,5008,5008
MVKCmdPipelineBarrier<>,4967,4967
_mh_* (library),4880,32
btVoronoiSimplexSolver,4872,4872
dmObjectPool<>,4852,4852
dmResourceArchive,4844,4844
MVKImagePlane,4836,4836
_opt_* (library),4824,4824
_dmGameObjectDDF_* (library),4816,3232
btCompoundShape,4688,4688
dmHttpService,4668,4668
MVKAttachmentDescription,4655,4655
btGjkEpaSolver2,4596,4596
dmSys,4596,4508
btRigidBody,4584,4584
_mdct_* (library),4580,4580
_socket_* (library),4540,4540
b2PrismaticJoint,4536,4536
b2Body,4464,4464
MVKRenderingCommandEncoderState,4434,4434
btOptimizedBvh,4356,4356
dmConnectionPool,4316,4316
_meth_* (library),4252,4252
MVKCommandBuffer,4243,4243
dmSystemDDF,4169,4169
_do_* (library),4144,4144
MVKCmdClearImage<>,4138,4138
btHashedOverlappingPairCache,4112,4112
btBvhTriangleMeshShape,4108,4108
GetGlyphTTF(),4096,4096
_vwin2048,4096,4096
b2GearJoint,4088,4088
btDbvtBroadphase,4056,4056
MVKCmdDrawIndirect,4048,4048
MVKPipelineLayout,4028,4028
_dmParticleDDF_* (library),3992,3304
btCompoundCollisionAlgorithm,3952,3952
_pk_* (library),3952,3952
_gc_* (library),3940,3940
_OUTLINED_* (library),3928,3928
_process_* (library),3888,3888
simple_json,3888,3888
MVKCmdDrawIndexedIndirect,3884,3884
dmResourceProviderArchiveMutable,3868,3740
_snap_* (library),3856,3856
btMinkowskiPenetrationDepthSolver,3848,2848
_deflate,3824,3824
b2Island,3820,3820
mvkPopulateShaderConversionConfig(),3812,3812
dmPlatform,3780,3764
b2GridShape,3768,3768
_inet_* (library),3756,3756
_serialize_* (library),3752,3752
dmMessage,3724,3684
b2RevoluteJoint,3668,3668
dmSSLSocket,3660,3652
_trace_* (library),3628,3628
MVKPresentableSwapchainImage,3623,3623
_run_* (library),3592,3592
_parseMapping,3572,3572
dmLog,3504,3208
_oid_* (library),3432,3432
MVKRenderPass,3428,3428
spvTextEncodeOperand(),3424,3424
MVKImageViewPlane,3356,3356
_dmMath_* (library),3348,2368
_tr_* (library),3276,3276
dmDeviceAVAudio,3268,3268
btConvexShape,3252,3252
MVKCmdBindDescriptorSetsStatic<>,3197,3197
MVKQueryPool,3191,3191
btConvexPlaneCollisionAlgorithm,3160,3160
btSimulationIslandManager,3144,3144
MVKMTLFunctionNull,3136,0
_amd_* (library),3128,3128
b2SeparationFunction,3128,3128
_luaopen_* (library),3096,3096
b2EPCollider,3072,3072
MVKWatermark,3019,3019
