compileunits,vmsize,filesize
[__LINKEDIT],890261,877413
../src/gameobject/comp_anim.cpp,807198,807198
../src/script.cpp,558133,33653
"[__TEXT,__cstring]",222089,222089
../src/gui.cpp,207014,98478
../src/basis/transcoder/basisu_transcoder.cpp,179886,179886
../src/gameobject/gameobject.cpp,125048,124696
../src/opengl/graphics_opengl.cpp,88982,88894
../src/lz4/lz4.c,71682,71682
"[__TEXT,__eh_frame]",60520,60520
../src/dlib/image.cpp,59290,59290
../src/engine.cpp,57008,56776
../src/particle.cpp,56888,56792
../src/zip/zip.cpp,55556,55556
../src/gamesys/components/comp_gui.cpp,49658,49418
../src/gui_script.cpp,48726,48726
../src/lz4/lz4hc.c,48389,48389
proto/graphics/graphics_ddf.cpp,46088,17252
../src/gamesys/components/comp_tilegrid.cpp,43985,43537
../src/gamesys/components/comp_model.cpp,36267,35691
../src/render/render_script.cpp,35743,35495
../src/resource.cpp,35500,35500
../src/gamesys/resources/res_texture.cpp,35360,35360
../src/mbedtls/library/ssl_tls.c,34042,34042
../src/script_vmath.cpp,32658,32658
../src/gamesys/components/comp_mesh.cpp,31601,31137
../src/gamesys/components/comp_sprite.cpp,30340,29892
../src/gamesys/scripts/script_resource.cpp,30005,30005
../src/gamesys/resources/res_model.cpp,29751,29751
proto/rig/rig_ddf.cpp,29442,29242
../src/luasocket/inet.c,29408,29408
../src/graphics.cpp,27950,27950
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,26942,26942
../src/render/render.cpp,26589,26293
../src/resource_preloader.cpp,26529,26529
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,26086,26086
../src/sound.cpp,25896,25856
../src/gameobject/gameobject_script.cpp,24781,24781
../src/gamesys/components/comp_collision_object.cpp,22896,22784
../src/dlib/hash.cpp,21660,21660
../src/physics/physics_3d.cpp,21372,21372
../src/physics/physics_2d.cpp,20639,20639
"[__DATA_CONST,__const]",20624,20624
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,20535,20535
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,20173,20169
../src/luacjson/lua_cjson.c,18909,18781
../src/gameobject/comp_script.cpp,18330,18330
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,18279,18275
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,18259,18255
../src/zlib/deflate.c,18056,18056
../src/rig.cpp,17777,17537
../src/input.cpp,17466,17458
../src/mbedtls/crypto/library/bignum.c,17409,17409
../src/resource_mounts.cpp,16975,16975
"[__TEXT,__unwind_info]",16136,16136
