VERSION,arm64-ios,arm64-android,armv7-android,x86_64-macos,js-web,wasm-web,x86_64-linux,x86-win32,x86_64-win32,arm64-macos
1.2.88,0,0,0,0,0,0,0,0,0,0
1.2.89,0,0,0,0,0,0,0,0,0,0
1.2.90,0,0,0,0,0,0,0,0,0,0
1.2.91,0,0,0,0,0,0,0,0,0,0
1.2.92,0,0,0,0,0,0,0,0,0,0
1.2.93,0,0,0,0,0,0,0,0,0,0
1.2.94,0,0,0,0,0,0,0,0,0,0
1.2.95,0,0,0,0,0,0,0,0,0,0
1.2.96,0,0,0,0,0,0,0,0,0,0
1.2.97,0,0,0,0,0,0,0,0,0,0
1.2.98,0,0,0,0,0,0,0,0,0,0
1.2.99,0,0,0,0,0,0,0,0,0,0
1.2.100,0,0,0,0,0,0,0,0,0,0
1.2.101,0,0,0,0,0,0,0,0,0,0
1.2.102,0,0,0,0,0,0,0,0,0,0
1.2.103,0,0,0,0,0,0,0,0,0,0
1.2.104,0,0,0,0,0,0,0,0,0,0
1.2.105,0,0,0,0,0,0,0,0,0,0
1.2.106,0,0,0,0,0,0,0,0,0,0
1.2.107,0,0,0,0,0,0,0,0,0,0
1.2.108,0,0,0,0,0,0,0,0,0,0
1.2.109,0,0,0,0,0,0,0,0,0,0
1.2.110,0,0,0,0,0,0,0,0,0,0
1.2.111,0,0,0,0,0,0,0,0,0,0
1.2.112,0,0,0,0,0,0,0,0,0,0
1.2.113,0,0,0,0,0,0,0,0,0,0
1.2.114,0,0,0,0,0,0,0,0,0,0
1.2.115,0,0,0,0,0,0,0,0,0,0
1.2.116,0,0,0,0,0,0,0,0,0,0
1.2.117,0,0,0,0,0,0,0,0,0,0
1.2.118,0,0,0,0,0,0,0,0,0,0
1.2.119,0,0,0,0,0,0,0,0,0,0
1.2.120,0,0,0,0,0,0,0,0,0,0
1.2.121,0,0,0,0,0,0,0,0,0,0
1.2.122,0,0,0,0,0,0,0,0,0,0
1.2.123,0,0,0,0,0,0,0,0,0,0
1.2.124,0,0,0,0,0,0,0,0,0,0
1.2.125,0,0,0,0,0,0,0,0,0,0
1.2.126,0,0,0,0,0,0,0,0,0,0
1.2.127,0,0,0,0,0,0,0,0,0,0
1.2.128,0,0,0,0,0,0,0,0,0,0
1.2.129,0,0,0,0,0,0,0,0,0,0
1.2.130,0,0,0,0,0,0,0,0,0,0
1.2.131,0,0,0,0,0,0,0,0,0,0
1.2.132,0,0,0,0,0,0,0,0,0,0
1.2.133,0,0,0,0,0,0,0,0,0,0
1.2.134,0,0,0,0,0,0,0,0,0,0
1.2.135,0,0,0,0,0,0,0,0,0,0
1.2.136,0,0,0,0,0,0,0,0,0,0
1.2.137,0,0,0,0,0,0,0,0,0,0
1.2.138,0,0,0,0,0,0,0,0,0,0
1.2.139,0,0,0,0,0,0,0,0,0,0
1.2.140,0,0,0,0,0,0,0,0,0,0
1.2.141,0,0,0,0,0,0,0,0,0,0
1.2.142,0,0,0,0,0,0,0,0,0,0
1.2.143,0,0,0,0,0,0,0,0,0,0
1.2.144,0,0,0,0,0,0,0,0,0,0
1.2.145,0,0,0,0,0,0,0,0,0,0
1.2.146,0,0,0,0,0,0,0,0,0,0
1.2.147,0,0,0,0,0,0,0,0,0,0
1.2.148,0,0,0,0,0,0,0,0,0,0
1.2.149,0,0,0,0,0,0,0,0,0,0
1.2.150,0,0,0,0,0,0,0,0,0,0
1.2.151,0,0,0,0,0,0,0,0,0,0
1.2.152,0,0,0,0,0,0,0,0,0,0
1.2.153,0,0,0,0,0,0,0,0,0,0
1.2.154,0,0,0,0,0,0,0,0,0,0
1.2.155,0,0,0,0,0,0,0,0,0,0
1.2.156,0,0,0,0,0,0,0,0,0,0
1.2.157,0,0,0,0,0,0,0,0,0,0
1.2.158,0,0,0,0,0,0,0,0,0,0
1.2.159,0,0,0,0,0,0,0,0,0,0
1.2.160,0,0,0,0,0,0,0,0,0,0
1.2.161,0,0,0,0,0,0,0,0,0,0
1.2.162,0,0,0,0,0,0,0,0,0,0
1.2.163,0,0,0,0,0,0,0,0,0,0
1.2.164,0,0,0,0,0,0,0,0,0,0
1.2.165,0,0,0,0,0,0,0,0,0,0
1.2.166,2700168,3661544,3185048,4891172,4835755,2286395,5167560,5381632,6499840,0
1.2.167,2700184,3657632,3185144,4891188,4836689,2287332,5171848,5383680,6502400,0
1.2.168,2700184,3669920,3185144,4891188,4837918,2287888,5171848,5383168,6501376,0
1.2.169,2733488,3699696,3226680,4940932,4936683,2340041,5222440,5398528,6533120,0
1.2.170,2689520,3511296,3128384,4855172,7765741,2105327,5124024,5713920,6893568,0
1.2.171,2689520,3511296,3128384,4855172,7765741,2105327,5124024,5713920,6893568,0
1.2.172,2620432,3511288,3128364,4842868,7776508,2106805,4895928,5717504,6895104,0
1.2.173,2586136,3457880,3075028,3963408,7800581,2114245,3871648,5089280,6170624,0
1.2.174,2586132,3466072,3075028,3987904,7800441,2114250,3871648,5089280,6170624,0
1.2.175,2635492,3548216,3165252,4086760,7940338,2155920,3953824,5184512,6282240,0
1.2.176,2635492,3548216,3169348,4086752,7950699,2158372,3957920,5186560,6288896,0
1.2.177,2635492,3556408,3169348,4086752,7951095,2158464,3957920,5187072,6288896,0
1.2.178,2635492,3556408,3169348,4086752,7951095,2158464,3957920,5187072,6288896,0
1.2.179,2635532,3548216,3177540,4086840,4499044,2159059,3966112,5194240,6297600,0
1.2.180,2553404,3492512,3130052,3939384,4523023,2184641,3839616,5094400,6171136,0
1.2.181,2553460,3508896,3138244,3939504,4523023,3117419,3851904,5105664,6184448,0
1.2.182,2520080,3451544,3089084,3889832,4538185,2192835,3798632,5040128,6098432,0
1.2.183,2536296,3488408,3097276,3906144,4531672,2182293,3802720,5034496,6082048,0
1.2.184,2536312,3464184,3097628,3889784,4533137,2182616,3803072,5033472,6082048,0
1.2.185,2553000,3464144,3118032,3923176,4535548,2183817,3823616,5097472,6158848,0
1.2.186,2553000,3484680,3122160,3923184,4539647,2186237,3827744,5100032,6161920,0
1.2.187,2553000,3472392,3122160,3923184,4540474,2186724,3827744,5100544,6163456,0
1.2.188,2536536,3452096,3097680,3890248,4495274,2164996,3799264,5072384,6126080,0
1.2.189,2536952,3464728,3106064,3906808,4505080,2170497,3811936,5086208,6141952,0
1.2.190,2536968,3460632,3110160,3923224,4515600,2175511,3816032,5105152,6152192,0
1.2.191,2553568,3468904,3118392,3923344,4525468,2180643,3820120,5113856,6162944,0
1.2.192,2553584,3481200,3122488,3923384,4531041,2183249,3824216,5121536,6170624,0
1.3.0,2553472,3463344,3113496,3923272,4523948,2178435,3818616,5339648,6533120,0
1.3.1,2619992,3483864,3121720,3923312,4539555,2186567,3830968,5348864,6545920,0
1.3.2,2619992,3475680,3121728,3923320,4540390,2186884,3830968,5349376,6546432,0
1.3.3,2619992,3475680,3121728,3923320,4540390,2186884,3830968,5349376,6546432,0
1.3.4,2586800,3431496,3072544,3890304,4502203,2162204,3790840,5282304,6478336,0
1.3.5,2587056,3505600,3146440,3990376,4513615,2167120,3889560,5302272,6630400,0
1.3.6,2587192,3514312,3163040,4023480,4530569,2177882,3918752,5700096,7033856,0
1.3.7,2587208,3530152,3175056,4039976,4556679,2189135,3926368,5705216,7054336,0
1.4.0,2570952,3526080,3154592,4007192,4531531,2176479,3914112,5467648,6663680,0
1.4.1,2587416,3534440,3162928,4023720,4542916,2182191,3922496,5485568,6680064,0
1.4.2,2603848,3550880,3179352,4040152,4562341,2193278,3938912,5506560,6709760,0
1.4.3,2603984,3520336,3129468,4056672,4573881,2199084,3947232,5516288,6723584,0
1.4.4,2620448,3536264,3144340,3565296,4602216,2213157,3959776,5563392,6782464,0
1.4.5,2604248,3521984,3127068,3565320,4588181,2204783,3945440,5540352,6760448,0
1.4.6,2620720,3533600,3142524,3581792,4615856,2215713,3953600,5554688,6774784,0
1.4.7,2620736,3554528,3170044,3581808,4621966,2219383,3959360,5560832,6781440,3195208
1.4.8,2637368,3579624,3195652,3598496,4663546,2238056,3981568,5588480,6820864,3211688
1.5.0,2670192,3610568,3227628,3631456,4714611,2261946,4014464,5641216,6891520,3244968
1.6.0,2637464,3579800,3196772,3615536,4738984,2251218,3986176,5606400,6861824,3245416
1.6.1,2653904,3585600,3204132,3616040,4713017,2253176,3990688,5622272,6876160,3245928
1.6.2,2653912,3592608,3209772,3632488,4714458,2253654,3998944,5708800,7001088,3245976
1.6.3,2653992,3598360,3217076,3632592,4733592,2261293,4009024,5725696,7024128,3262568
1.6.4,2687376,3644880,3281540,3682280,4810218,2300750,4055712,5785600,7108608,3296184
1.7.0,2703800,3660120,3301492,3698792,4842740,2316340,4076432,5815296,7149568,3312808
1.8.0,2720216,3693496,3334396,3680920,4959985,2332458,4105808,5848064,7191040,3296616
1.8.1,2736656,3702408,3342892,3680976,4974831,2339221,4110000,5857280,7203840,3296664
1.9.0,2769904,3732904,3371972,3828688,4999074,2351713,4135008,5880320,7234560,3457912
1.9.1,2770248,3742768,3379924,3836552,5011281,2357939,4148352,5888000,7245312,3474120
1.9.2,2852704,3762072,3403204,3833248,5033064,2371299,4169040,6092800,7476224,3474696
1.9.3,2852736,3764568,3406692,3833280,5039346,2374239,4173144,6093824,7476736,3474744
1.9.4,2886280,3814912,3455588,3887336,5020648,2399700,4219736,6159360,7556608,3508584
1.9.5,2886416,3816832,3457772,3891432,5023084,2400982,4219832,6160384,7559680,3508584
1.9.6,2886600,3819952,3460888,3887520,5036492,2408422,4236360,6171136,7565312,3508760
1.9.7,2785520,3841824,3483256,3871008,5062847,2421742,4779512,6206976,7614464,3389800
1.9.8,2802072,3858256,3498536,3887496,5098038,2437616,4796448,6228480,7645184,3406408
1.10.0,2818464,3875480,3528840,8054200,5118085,2447038,4820344,6256640,7703040,7150616
1.10.1,2884008,3942344,3597128,8127936,5210254,2515889,4898168,6348800,7793664,7216664
1.10.2,2900496,3970736,3632600,8156760,5235836,2529364,4935096,6372864,7826432,7233352
1.10.3,2900496,3972608,3634756,8160872,5238851,2530740,4935064,6373888,7828480,7233352
1.10.4,2884208,3980152,3604580,8173400,5226192,2528224,4951992,6375936,7769600,7233576
1.11.0,2884376,3980328,3604052,8169280,5220798,2525713,4947928,6372864,7768576,7233576
1.11.1,2900864,4002776,3632140,8185824,5243653,2536605,4961408,6396416,7802368,7250216
1.11.2,2917472,4009272,3639692,8194072,5249165,2539850,4973760,6404608,7811584,7266744
1.12.0,2932528,4010520,3649296,7516800,5304393,2569742,4986000,6443520,7866368,6692920
1.12.1,2916320,4016408,3648588,8189088,5319474,2580992,4968792,6423552,7841280,7265160
1.12.2-alpha,2932728,4032104,3664324,8205568,5359052,2590005,4986648,6443008,7866368,7281720
