symbol_group_name,vmsize,filesize
dmScript,639779,154758
dmGameSystem,409626,572028
[section .rodata],354383,354383
(anonymous namespace),130364,202039
dmGraphics,125061,166956
dmGui,123111,160631
dmGameObject,117504,169478
dmCrash,114782,14226
dmRender,106288,149792
std,105639,119222
basist,102251,107746
_compress_* (library),95759,97844
_pfb,65536,66103
dmHashTable<>,50044,62738
dmPhysics,41581,64320
dmParticle,39281,50375
_GLOBAL_* (library),38256,44725
dmResource,36796,53139
_cf_* (library),33336,44725
_ssl_* (library),25396,35798
dmSound,24345,31743
_decompress_* (library),22700,24250
btConeTwistConstraint,20724,23683
[section .rela.dyn],19872,19872
dmEngine,19870,25015
_zip_* (library),19620,25785
_load_* (library),19360,20012
dmRig,19332,24327
dmDDF,17944,28642
libunwind,17865,21021
btCollisionWorld,17689,24965
btQuantizedBvh,17680,21373
__cxxabiv1,17288,28571
btAxisSweep3Internal<>,17220,22707
btDiscreteDynamicsWorld,17116,23300
vwin8192,16384,16585
[section .rela.plt],16272,16272
dmLiveUpdate,15905,21658
btSequentialImpulseConstraintSolver,15440,19687
_mpi_* (library),14916,18351
dmInput,14865,17233
_rsa_* (library),14072,16948
_lib_* (library),12241,16032
_ecp_* (library),12193,15288
_parse_* (library),12124,13964
dmHID,11788,19052
b2World,11720,14145
_strfmt_* (library),11648,13064
dmEasing,11008,11272
[section .plt],10880,10880
_internal_* (library),10648,11165
dmObjectPool<>,10484,13388
b2DynamicTree,10376,12572
btGeneric6DofConstraint,10132,13669
dmResourceMounts,10024,13428
_x509_* (library),9988,12427
ciphersuite_definitions,9936,10080
dmHttpClient,9792,13428
dmSocket,9632,13991
[section .dynsym],9432,9432
gjkepa2_impl,9340,10957
[section .hash],9184,9184
dmSoundCodec,8810,13336
dmSys,8590,11800
vwin4096,8192,8369
_braid_* (library),8192,8256
dmHttpCache,8177,10340
_get_* (library),7968,10580
_BC_* (library),7752,11705
inflate,7688,7744
btDbvt,7316,9958
_cxa_* (library),7230,9323
btIDebugDraw,6816,7984
dmConfigFile,6744,8169
dmBuffer,6728,9032
_ctype_* (library),6652,7838
_alloc_* (library),6620,7305
_cipher_* (library),6460,7935
_decl_* (library),6412,7009
_info_* (library),6391,7433
tinfl_decompress(),6382,7150
btRigidBody,5852,8503
[section .gnu.hash],5832,5832
dmPlatform,5760,18822
b2ContactSolver,5736,6749
b2PrismaticJoint,5640,7967
dmConnectionPool,5552,7478
btCompoundShape,5552,7633
dmResourceArchive,5540,8339
_asn1_* (library),5520,7782
_create_* (library),5504,5603
[section .dynstr],5502,5502
dmHttpService,5460,7076
[section .got.plt],5448,5448
btBvhTriangleMeshShape,5332,9000
btHashedOverlappingPairCache,5300,9022
btConvexConvexAlgorithm,5248,7321
[section .got],5232,5232
_process_* (library),5168,5708
dmMessage,5145,7826
_append_* (library),5124,5797
_Key_* (library),5120,5347
btOptimizedBvh,5084,7139
_meta_* (library),5044,5995
btDbvtBroadphase,5040,7386
b2GearJoint,5004,6216
dBoxBox2(),4988,5267
btVoronoiSimplexSolver,4988,6659
_book_* (library),4907,5494
b2RevoluteJoint,4860,7085
b2Body,4772,6177
_NodeDesc_* (library),4741,7356
_tab_* (library),4484,5571
_cconv_* (library),4456,4971
_write_* (library),4376,4785
dmArray<>,4364,6316
dmResourceProviderArchiveMutable,4356,5940
dmLog,4320,5504
btCompoundCollisionAlgorithm,4316,6483
_do_* (library),4196,4305
GetGlyphTTF(),4192,4319
sincos_lookup0,4143,4206
b2GridShape,4140,6013
_pk_* (library),4136,5674
sincos_lookup1,4135,4294
_debug_* (library),4104,4818
vwin2048,4096,4177
init_gl,4088,4144
_ShaderDesc_* (library),4074,5817
dmSSLSocket,4024,5178
_ffh_* (library),4016,5968
dmDeviceOpenSL,4004,5131
btMinkowskiPenetrationDepthSolver,4000,5057
parse_chunk,3920,3980
_err_* (library),3916,5483
btConvexShape,3912,4713
_camellia_* (library),3864,4699
b2WheelJoint,3856,5555
btBoxShape,3804,5845
_md_* (library),3740,5239
_ff_* (library),3740,7411
mdct_backward,3738,3824
_aes_* (library),3692,4682
_SceneDesc_* (library),3679,6202
_expr_* (library),3668,4064
_carith_* (library),3648,4231
b2Island,3616,4200
deflate,3560,3616
_tr_* (library),3544,3933
lex_scan,3536,3593
btConvexConcaveCollisionAlgorithm,3536,6325
b2PulleyJoint,3508,4990
btConvexHullShape,3416,5300
btConvexPlaneCollisionAlgorithm,3392,5167
btSortedOverlappingPairCache,3388,6843
btCapsuleShape,3356,4569
_MaterialDesc_* (library),3348,4787
b2WeldJoint,3320,4379
b2SeparationFunction,3292,3622
_meth_* (library),3288,3929
_sync_* (library),3241,3842
b2EPCollider,3240,3564
btGjkEpaSolver2,3240,3919
btTriangleMeshShape,3220,5219
cp_next,3204,3308
b2Fixture,3196,4264
btSimulationIslandManager,3192,4436
dmResourceProviderZip,3180,4567
_set_* (library),3176,4738
_dsp_* (library),3140,3760
expr_binop,3088,3171
_GlyphBank_* (library),3070,5143
_Emitter_* (library),3043,4514
[section .bss],2974,0
b2DistanceJoint,2940,4103
btCollisionDispatcher,2936,5082
char2escape,2912,3020
_unw_* (library),2900,4620
_run_* (library),2888,2997
btGjkPairDetector,2884,3992
b2Contact,2861,3227
b2RopeJoint,2852,4076
b2PolygonShape,2840,3877
stbtt_GetGlyphShape(),2764,2872
btTriangleShape,2728,4445
topdown(),2720,3025
_dhm_* (library),2692,3394
_buf_* (library),2684,3724
_page_* (library),2671,3338
_des_* (library),2664,3486
_x520_* (library),2624,2763
_Material_* (library),2604,3276
_crt_* (library),2560,2780
b2FrictionJoint,2552,4007
_net_* (library),2540,3372
_packetout,2496,2603
dmCrypt,2496,3342
b2MouseJoint,2488,4225
_entry_* (library),2468,3681
_oid_* (library),2460,3810
