compileunits,vmsize,filesize
[section .debug_loc],0,4458229
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/cxa_demangle.cpp,94919,883835
../src/script_sys.cpp,535004,32048
../src/gui.cpp,91210,406680
../src/basis/transcoder/basisu_transcoder.cpp,104288,401050
../src/common/main.cpp,36,394438
[section .rodata],376704,376704
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/src/algorithm.cpp,49435,341665
../src/gameobject/gameobject.cpp,56772,315647
[section .text],293080,293080
../src/particle.cpp,47116,257710
../src/opengl/graphics_opengl.cpp,78044,227993
../src/lz4/lz4.c,63310,211056
../src/gamesys/components/comp_gui.cpp,36376,209078
../src/lz4/lz4hc.c,63025,208195
[section .symtab],0,207984
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,18152,176410
../src/gamesys/components/comp_sprite.cpp,27392,168113
../src/gamesys/components/comp_model.cpp,25364,159064
../src/render/render.cpp,22088,158518
../src/physics/physics_3d.cpp,17477,157340
../src/dlib/image.cpp,52698,149693
../src/gui_script.cpp,48652,145978
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,17156,144685
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,14052,142582
../src/script_vmath.cpp,34208,141682
../src/rig.cpp,19468,135416
../src/gamesys/components/comp_mesh.cpp,20512,134269
../src/zip/zip.cpp,43800,131951
../src/render/render_script.cpp,33844,126326
../src/physics/physics_2d.cpp,16588,124219
../src/mbedtls/library/ssl_tls.c,31692,110523
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,17444,110439
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,15476,108512
../src/crash.cpp,106945,13502
../src/graphics.cpp,16552,103884
../src/dlib/hash.cpp,23830,102641
../src/gamesys/components/comp_collision_object.cpp,18412,100978
../src/engine.cpp,18052,95689
../src/input.cpp,17321,94167
../src/gamesys/resources/res_model.cpp,19160,93920
../src/resource.cpp,18792,92491
../src/script.cpp,23811,91735
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,17888,90476
[section .rela.dyn],89832,89832
../src/sound.cpp,19912,86942
../src/gamesys/components/comp_tilegrid.cpp,12236,85502
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,13228,85385
../src/gamesys/components/comp_label.cpp,12500,85303
../src/gameobject/gameobject_script.cpp,22732,83773
../src/gamesys/scripts/script_resource.cpp,24744,78038
../src/resource_mounts.cpp,13760,76850
../src/render/font_renderer.cpp,14776,76157
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,12580,76003
[section .strtab],0,75543
[section .debug_ranges],0,72736
../src/box2d/Box2D/Dynamics/b2World.cpp,13628,71342
../src/gamesys/components/comp_particlefx.cpp,9520,71219
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvt.cpp,9712,67409
../src/gamesys/scripts/box2d/script_box2d_body.cpp,14824,62901
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/private_typeinfo.cpp,8203,62758
../src/physics/debug_draw_3d.cpp,7896,62049
../src/render/material.cpp,8360,61293
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConvexAlgorithm.cpp,5729,54938
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConcaveCollisionAlgorithm.cpp,6700,54551
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btOverlappingPairCache.cpp,7172,53725
../src/dlib/sys_posix.cpp,6504,51463
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvtBroadphase.cpp,7740,51118
../package/bullet-2.77/src/BulletDynamics/Dynamics/btRigidBody.cpp,3425,50914
../src/gamesys/scripts/script_physics.cpp,14893,50815
[section .debug_str],0,50466
../src/gamesys/components/comp_sound.cpp,7944,49677
../src/gamesys/scripts/script_buffer.cpp,13452,49201
../src/resource_preloader.cpp,9284,49028
../src/gamesys/resources/res_gui.cpp,5296,48698
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCompoundCollisionAlgorithm.cpp,3832,48639
../src/gameobject/comp_anim.cpp,10012,47968
../lib/android/android_init.c,7297,47239
../src/mbedtls/crypto/library/bignum.c,17672,46157
../src/devices/device_opensl.cpp,4144,45387
../src/gamesys/gamesys_private.cpp,8352,45324
../src/render/program_utils.cpp,6288,45241
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCompoundShape.cpp,5944,44738
../src/gameobject/comp_script.cpp,10976,44709
../src/gamesys/scripts/window/script_window_android.cpp,1720,44628
../src/box2d/Box2D/Dynamics/Contacts/b2ContactSolver.cpp,6384,43808
../src/script_table.cpp,10065,42788
../src/box2d/Box2D/Dynamics/Joints/b2PrismaticJoint.cpp,5516,42627
../src/gamesys/components/comp_collection_proxy.cpp,7868,42364
../src/render/constant.cpp,6436,42147
../src/mbedtls/crypto/library/ecp.c,14772,41771
../src/gamesys/components/comp_collection_factory.cpp,5500,40435
../src/dlib/http_cache.cpp,9429,39977
../src/box2d/Box2D/Dynamics/b2ContactManager.cpp,7316,39770
../src/dlib/configfile.cpp,7716,39497
../src/gamesys/components/comp_private.cpp,5220,39286
../src/gamesys/components/comp_camera.cpp,6164,38542
../src/platform_window_glfw.cpp,4920,38209
../src/mbedtls/library/ssl_cli.c,10064,37648
../lib/android/android_window.c,7303,37322
../src/box2d/Box2D/Collision/b2DynamicTree.cpp,8084,37183
../src/mbedtls/library/x509_crt.c,13228,37092
[section .eh_frame],36132,36132
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btGhostObject.cpp,3528,35768
proto/gameobject/gameobject_ddf.cpp,9484,35537
../src/gamesys/components/comp_factory.cpp,5888,35372
../src/dlib/buffer.cpp,6944,35027
../src/dlib/message.cpp,6765,35002
proto/graphics/graphics_ddf.cpp,10046,34956
../src/gameobject/gameobject_props.cpp,7528,34578
../src/zlib/deflate.c,15572,34534
../src/box2d/Box2D/Dynamics/Joints/b2RevoluteJoint.cpp,4632,34407
../src/dlib/http_client.cpp,8556,34134
../lib/android/android_util.c,8176,33785
../src/box2d/Box2D/Dynamics/Joints/b2GearJoint.cpp,4632,33359
proto/gamesys/gamesys_ddf.cpp,8918,33089
proto/gamesys/physics_ddf.cpp,11143,32999
../src/script_timer.cpp,7879,32882
../src/box2d/Box2D/Collision/b2TimeOfImpact.cpp,4640,32796
../src/liveupdate.cpp,8856,31988
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionDispatcher.cpp,2580,31943
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexPlaneCollisionAlgorithm.cpp,2928,31600
../src/mbedtls/crypto/library/rsa.c,12240,31537
../src/box2d/Box2D/Dynamics/Joints/b2WheelJoint.cpp,3644,31462
../src/transcoder/graphics_transcoder_basisu.cpp,2584,31355
../src/render/camera.cpp,3584,31055
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btVoronoiSimplexSolver.cpp,4988,31028
../src/dlib/log.cpp,5852,30712
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/cxa_exception.cpp,3802,30495
proto/gamesys/gui_ddf.cpp,9557,30462
../src/render/compute.cpp,2668,30456
../src/luacjson/lua_cjson.c,12364,30314
../src/box2d/Box2D/Dynamics/b2Body.cpp,4772,30222
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btConvexShape.cpp,3224,30064
../lib/android/android_native_app_glue.c,5345,29987
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btDefaultCollisionConfiguration.cpp,3592,29829
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btBvhTriangleMeshShape.cpp,4500,29799
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btOptimizedBvh.cpp,3016,29486
../src/providers/provider_archive_mutable.cpp,5248,29157
../src/box2d/Box2D/Dynamics/Joints/b2PulleyJoint.cpp,3400,28580
../lib/android/android_joystick.c,4644,28496
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btBoxBoxDetector.cpp,7508,28445
../src/box2d/Box2D/Collision/Shapes/b2GridShape.cpp,3868,28406
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btSimulationIslandManager.cpp,3404,27676
../src/box2d/Box2D/Dynamics/Joints/b2WeldJoint.cpp,3092,27625
../src/http_service.cpp,5044,27587
[section .data.rel.ro],27576,27576
../src/dlib/connection_pool.cpp,5272,27456
proto/input/input_ddf.cpp,11772,26827
../src/sound_android.cpp,1105,26510
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/cxa_personality.cpp,3451,26172
../src/zlib/trees.c,11095,25941
../src/zlib/inflate.c,13190,25896
../src/mbedtls/crypto/library/cipher_wrap.c,9696,25860
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCapsuleShape.cpp,3108,25689
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btMinkowskiPenetrationDepthSolver.cpp,3496,25602
../src/hid.cpp,4896,25466
../src/gamesys/scripts/script_collection_factory.cpp,5100,25421
../src/ddf/ddf.cpp,4660,25322
../src/box2d/Box2D/Dynamics/b2Island.cpp,3616,25192
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btRaycastCallback.cpp,1276,25191
../src/box2d/Box2D/Dynamics/Joints/b2DistanceJoint.cpp,2724,25145
proto/rig/rig_ddf.cpp,7714,25128
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btContinuousConvexCollision.cpp,1628,25112
../src/dlib/android.cpp,720,25067
../src/physics/debug_draw_2d.cpp,1996,24846
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkPairDetector.cpp,2744,24807
../src/dlib/socket_posix.cpp,6716,24640
../src/box2d/Box2D/Dynamics/Joints/b2FrictionJoint.cpp,2308,24386
proto/particle/particle_ddf.cpp,8193,24338
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btTriangleMeshShape.cpp,2652,24116
../src/box2d/Box2D/Dynamics/Joints/b2RopeJoint.cpp,2480,23997
../src/box2d/Box2D/Collision/b2CollideEdge.cpp,3964,23898
../src/resource_archive.cpp,5264,23843
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/SphereTriangleDetector.cpp,2428,23687
../src/box2d/Box2D/Collision/b2Distance.cpp,3980,23365
../src/gamesys/resources/res_tilegrid.cpp,2932,23297
proto/gamesys/tile_ddf.cpp,6748,23189
../src/gamesys/resources/res_render_target.cpp,4156,23116
../src/box2d/Box2D/Dynamics/Joints/b2MouseJoint.cpp,2116,22975
../src/gameobject/res_collection.cpp,3500,22929
../src/gamesys/resources/res_textureset.cpp,2980,22926
../src/script_ddf.cpp,5076,22845
../src/box2d/Box2D/Dynamics/Contacts/b2Contact.cpp,2749,22761
../src/box2d/Box2D/Dynamics/b2Fixture.cpp,3196,22729
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btConvexHullShape.cpp,2420,22708
