symbol_group_name,vmsize,filesize
dmScript,637352,152016
dmGameSystem,395913,554100
[section .rodata],339714,339714
(anonymous namespace),130364,202072
dmGui,120703,157676
dmGraphics,120557,159402
dmCrash,113458,14022
dmGameObject,113004,161105
dmRender,107921,168680
std,105335,119292
basist,102251,107993
_compress_* (library),95759,97646
_pfb,65536,66199
_GLOBAL_* (library),62624,74088
dmHashTable<>,44036,54989
dmPhysics,41625,64382
dmParticle,38945,49557
dmResource,36628,52959
_cf_* (library),33292,44849
_ssl_* (library),25396,35774
_decompress_* (library),22700,24184
dmSound,22325,28917
btConeTwistConstraint,20724,23779
[section .rela.dyn],20328,20328
_zip_* (library),19620,25737
dmRig,19512,24476
_load_* (library),19360,20060
dmEngine,18400,22402
libunwind,17865,20966
btCollisionWorld,17689,25067
btQuantizedBvh,17680,21517
__cxxabiv1,17288,28675
btAxisSweep3Internal<>,17220,22641
btDiscreteDynamicsWorld,17116,23083
vwin8192,16384,16561
[section .rela.plt],16248,16248
dmDDF,16248,25616
dmLiveUpdate,15809,21292
btSequentialImpulseConstraintSolver,15440,19742
dmInput,15141,17413
_mpi_* (library),14916,18375
_rsa_* (library),14072,16876
_lib_* (library),12241,16056
_ecp_* (library),12193,15216
_parse_* (library),12124,13964
b2World,11720,14073
_strfmt_* (library),11624,13016
dmHID,11560,18591
dmEasing,11008,11272
[section .plt],10864,10864
_internal_* (library),10648,11165
b2DynamicTree,10376,12452
btGeneric6DofConstraint,10132,13748
_x509_* (library),9988,12427
dmResourceMounts,9952,13142
ciphersuite_definitions,9936,10117
dmSocket,9632,14015
[section .dynsym],9408,9408
gjkepa2_impl,9340,10861
[section .hash],9176,9176
dmHttpClient,9152,12262
dmObjectPool<>,9096,11693
dmSoundCodec,8906,13386
dmSys,8590,11848
vwin4096,8192,8345
_braid_* (library),8192,8280
dmHttpCache,8177,10340
_BC_* (library),7752,11736
inflate,7688,7768
_get_* (library),7664,10120
btDbvt,7316,9879
_cxa_* (library),7230,9292
btIDebugDraw,6816,7984
dmBuffer,6728,9056
_ctype_* (library),6632,7866
dmConfigFile,6620,7997
_alloc_* (library),6620,7281
_cipher_* (library),6460,7935
_decl_* (library),6412,7033
_info_* (library),6391,7440
tinfl_decompress(),6382,7198
btRigidBody,5852,8551
[section .gnu.hash],5832,5832
b2ContactSolver,5736,6749
b2PrismaticJoint,5640,7847
btCompoundShape,5552,7657
_asn1_* (library),5520,7854
_create_* (library),5504,5675
dmResourceArchive,5492,8315
[section .dynstr],5479,5479
[section .got.plt],5440,5440
dmPlatform,5404,16246
btBvhTriangleMeshShape,5332,9041
dmHttpService,5300,6964
btHashedOverlappingPairCache,5300,8974
dmConnectionPool,5272,7017
btConvexConvexAlgorithm,5248,7417
dmMessage,5217,7922
