symbol_group_name,vmsize,filesize
dmScript,634576,148127
dmGameSystem,368485,509717
[section .rodata],332574,332574
(anonymous namespace),130364,202714
dmGui,122851,159762
dmCrash,113450,13983
dmGameObject,111168,158321
dmGraphics,109697,147874
std,105335,119081
basist,102251,107808
dmRender,100301,151735
_compress_* (library),95759,97934
_GLOBAL_* (library),50304,60243
dmHashTable<>,44020,54894
dmPhysics,40989,63612
miniz,40556,49074
dmParticle,37909,47641
dmResource,34284,49487
_cf_* (library),33284,45015
_ssl_* (library),25396,35774
_decompress_* (library),21808,22982
[section .rela.dyn],21288,21288
dmSound,20788,26413
btConeTwistConstraint,20724,23868
_load_* (library),19360,20012
libunwind,17865,20942
btCollisionWorld,17689,25115
btQuantizedBvh,17680,21277
dmRig,17592,21871
__cxxabiv1,17288,28601
btAxisSweep3Internal<>,17220,22755
btDiscreteDynamicsWorld,17116,23252
vwin8192,16384,16537
dmDDF,16224,25391
[section .rela.plt],16176,16176
dmEngine,15920,19625
dmLiveUpdate,15521,20942
btSequentialImpulseConstraintSolver,15440,19903
_mpi_* (library),14916,18375
dmInput,14565,16803
_rsa_* (library),14072,16852
_lib_* (library),12241,15966
_ecp_* (library),12193,15288
_parse_* (library),12124,14066
b2World,11720,14049
_strfmt_* (library),11624,13064
dmEasing,11008,11248
dmHID,10944,18045
[section .plt],10816,10816
_internal_* (library),10648,11189
b2DynamicTree,10376,12596
dmResourceMounts,10236,13545
btGeneric6DofConstraint,10132,13837
_x509_* (library),9988,12403
ciphersuite_definitions,9936,10110
dmSocket,9580,14035
gjkepa2_impl,9340,10861
[section .dynsym],9336,9336
dmObjectPool<>,9180,11903
[section .hash],9152,9152
dmHttpClient,8572,11486
vwin4096,8192,8351
_braid_* (library),8192,8256
dmSys,8146,11299
dmHttpCache,8005,10108
_BC_* (library),7752,11705
inflate,7688,7768
_get_* (library),7624,10200
btDbvt,7316,9879
_cxa_* (library),7230,9357
btIDebugDraw,6816,8032
dmBuffer,6736,9136
_ctype_* (library),6632,7794
dmConfigFile,6620,7946
_alloc_* (library),6620,7305
_cipher_* (library),6460,8007
_decl_* (library),6412,7057
_info_* (library),6391,7385
btRigidBody,5852,8575
[section .gnu.hash],5832,5832
b2ContactSolver,5736,6725
b2PrismaticJoint,5640,7799
btCompoundShape,5552,7585
_asn1_* (library),5520,7878
_create_* (library),5504,5627
[section .dynstr],5448,5448
[section .got.plt],5416,5416
_process_* (library),5348,5888
btBvhTriangleMeshShape,5332,9017
dmPlatform,5316,15982
btHashedOverlappingPairCache,5300,9070
dmConnectionPool,5272,7065
dmResourceArchive,5264,7923
btConvexConvexAlgorithm,5248,7369
_append_* (library),5124,5821
dmMessage,5121,7894
_Key_* (library),5120,5395
dmSoundCodec,5096,8553
btOptimizedBvh,5084,7036
dmHttpService,5080,6687
[section .got],5048,5048
_meta_* (library),5044,5995
btDbvtBroadphase,5040,7434
b2GearJoint,5004,6216
dBoxBox2(),4988,5195
btVoronoiSimplexSolver,4988,6690
_book_* (library),4907,5525
b2RevoluteJoint,4860,7085
b2Body,4772,6081
_NodeDesc_* (library),4667,7281
_cconv_* (library),4456,4995
_write_* (library),4376,4761
dmLog,4320,5480
btCompoundCollisionAlgorithm,4316,6435
dmResourceProviderArchiveMutable,4312,5827
_do_* (library),4196,4281
dmArray<>,4180,5951
sincos_lookup0,4143,4302
b2GridShape,4140,6037
_pk_* (library),4136,5674
sincos_lookup1,4135,4204
_debug_* (library),4104,4842
vwin2048,4096,4129
init_gl,4088,4192
_ffh_* (library),4036,5940
_tab_* (library),4032,5157
btMinkowskiPenetrationDepthSolver,4000,5033
dmSSLSocket,3984,5114
dmDeviceOpenSL,3960,5063
parse_chunk,3920,3980
btConvexShape,3912,4737
_SceneDesc_* (library),3895,6575
_camellia_* (library),3864,4638
b2WheelJoint,3856,5524
btBoxShape,3804,5755
_err_* (library),3776,5284
_md_* (library),3740,5191
_ff_* (library),3740,7419
mdct_backward,3738,3872
_aes_* (library),3692,4730
_expr_* (library),3668,4040
_carith_* (library),3660,4315
b2Island,3616,4224
deflate,3560,3616
_tr_* (library),3544,3933
lex_scan,3536,3672
btConvexConcaveCollisionAlgorithm,3536,6253
b2PulleyJoint,3508,4990
btConvexHullShape,3416,5300
btConvexPlaneCollisionAlgorithm,3392,5150
btSortedOverlappingPairCache,3388,6843
btCapsuleShape,3356,4599
_ShaderDesc_* (library),3354,4885
b2WeldJoint,3320,4410
b2SeparationFunction,3292,3622
_meth_* (library),3288,3984
_sync_* (library),3241,3818
b2EPCollider,3240,3636
btGjkEpaSolver2,3240,3943
btTriangleMeshShape,3220,5147
cp_next,3204,3284
b2Fixture,3196,4264
btSimulationIslandManager,3192,4460
_dsp_* (library),3140,3760
_Emitter_* (library),3115,4644
_set_* (library),3112,4722
expr_binop,3088,3147
b2DistanceJoint,2940,4103
btCollisionDispatcher,2936,5178
_GlyphBank_* (library),2925,4284
char2escape,2912,3044
_unw_* (library),2900,4572
btGjkPairDetector,2884,3992
b2Contact,2861,3203
b2RopeJoint,2852,4028
b2PolygonShape,2840,3901
btTriangleShape,2728,4439
topdown(),2720,2977
_entry_* (library),2720,3651
_dhm_* (library),2692,3322
_buf_* (library),2684,3700
dmResourceProviderZip,2676,3611
_page_* (library),2671,3338
_des_* (library),2664,3462
_x520_* (library),2624,2769
_Material_* (library),2580,3250
