symbol_group_name,vmsize,filesize
dmScript,638483,153142
dmGameSystem,398838,555780
[section .rodata],350899,350899
(anonymous namespace),130364,202137
dmGui,120635,157780
dmGraphics,120269,159584
dmCrash,114782,13938
dmGameObject,112764,161653
std,105343,119101
basist,102251,107745
dmRender,101041,143489
_compress_* (library),95759,97773
_pfb,65536,66247
dmHashTable<>,46816,59031
dmPhysics,41329,64050
dmParticle,38433,49117
dmResource,36808,53377
_cf_* (library),33292,44777
_ssl_* (library),25396,36182
dmSound,23009,30064
_decompress_* (library),22700,24226
_GLOBAL_* (library),21084,27152
btConeTwistConstraint,20724,23676
[section .rela.dyn],19656,19656
_zip_* (library),19620,25977
_load_* (library),19360,20036
dmRig,19296,24404
dmEngine,18364,22371
libunwind,17865,21092
btCollisionWorld,17689,25037
btQuantizedBvh,17680,21493
__cxxabiv1,17288,28763
btAxisSweep3Internal<>,17220,22641
btDiscreteDynamicsWorld,17116,23186
vwin8192,16384,16537
[section .rela.plt],16248,16248
dmDDF,16228,25415
dmLiveUpdate,15905,21896
btSequentialImpulseConstraintSolver,15440,19766
_mpi_* (library),14916,18303
dmInput,14841,17089
_rsa_* (library),14072,16852
_lib_* (library),12241,16063
_ecp_* (library),12193,15270
_parse_* (library),12124,14012
b2World,11720,14073
_strfmt_* (library),11624,13088
dmHID,11584,18687
dmEasing,11008,11248
[section .plt],10864,10864
_internal_* (library),10648,11189
b2DynamicTree,10376,12500
dmObjectPool<>,10368,13413
btGeneric6DofConstraint,10132,13699
dmResourceMounts,10024,13463
_x509_* (library),9988,12451
ciphersuite_definitions,9936,10104
dmSocket,9632,13991
[section .dynsym],9408,9408
gjkepa2_impl,9340,11029
[section .hash],9168,9168
dmHttpClient,9152,12334
dmSoundCodec,8810,13288
dmSys,8590,11848
vwin4096,8192,8273
_braid_* (library),8192,8232
dmHttpCache,8177,10292
_get_* (library),7968,10556
_BC_* (library),7752,11681
inflate,7688,7792
dmJobThread,7508,9484
btDbvt,7316,9927
_cxa_* (library),7230,9399
btIDebugDraw,6816,7960
dmBuffer,6728,9080
_ctype_* (library),6632,7866
dmConfigFile,6620,7925
_alloc_* (library),6620,7257
_cipher_* (library),6460,7959
_decl_* (library),6412,6985
_info_* (library),6391,7433
tinfl_decompress(),6382,7198
btRigidBody,5852,8534
[section .gnu.hash],5828,5828
b2ContactSolver,5736,6677
b2PrismaticJoint,5640,7847
btCompoundShape,5552,7561
dmResourceArchive,5540,8633
_asn1_* (library),5520,7830
_create_* (library),5504,5603
[section .dynstr],5479,5479
[section .got.plt],5440,5440
dmPlatform,5404,16246
btBvhTriangleMeshShape,5332,9041
dmHttpService,5300,6964
btHashedOverlappingPairCache,5300,8950
dmConnectionPool,5272,7041
btConvexConvexAlgorithm,5248,7393
[section .got],5184,5184
_process_* (library),5168,5732
dmMessage,5145,7826
_append_* (library),5124,5821
_Key_* (library),5120,5443
btOptimizedBvh,5084,7060
_meta_* (library),5044,5995
btDbvtBroadphase,5040,7362
b2GearJoint,5004,6168
dBoxBox2(),4988,5315
btVoronoiSimplexSolver,4988,6683
_book_* (library),4907,5494
b2RevoluteJoint,4860,6989
b2Body,4772,6105
_NodeDesc_* (library),4765,7404
dmFont,4544,6760
_cconv_* (library),4456,4995
_tab_* (library),4448,5511
_write_* (library),4376,4809
dmResourceProviderArchiveMutable,4356,6108
dmLog,4320,5456
btCompoundCollisionAlgorithm,4316,6531
_do_* (library),4196,4305
dmArray<>,4180,6023
sincos_lookup0,4143,4230
b2GridShape,4140,6013
_pk_* (library),4136,5626
sincos_lookup1,4135,4222
_debug_* (library),4104,4818
vwin2048,4096,4225
init_gl,4088,4144
_ShaderDesc_* (library),4058,5792
_ffh_* (library),4016,5968
dmDeviceOpenSL,4004,5107
btMinkowskiPenetrationDepthSolver,4000,5033
dmSSLSocket,3984,5138
stbtt_Rasterize,3972,4036
parse_chunk,3920,3980
btConvexShape,3912,4809
_SceneDesc_* (library),3895,6623
_camellia_* (library),3864,4638
b2WheelJoint,3856,5572
btBoxShape,3804,5725
stbtt_GetGlyphSDF,3796,3958
_err_* (library),3776,5284
_md_* (library),3740,5167
_ff_* (library),3740,7375
mdct_backward,3738,3800
_aes_* (library),3692,4682
_expr_* (library),3668,4040
_carith_* (library),3648,4255
b2Island,3616,4224
deflate,3560,3640
_tr_* (library),3544,3909
lex_scan,3536,3641
btConvexConcaveCollisionAlgorithm,3536,6277
b2PulleyJoint,3508,4966
_MaterialDesc_* (library),3444,4968
btConvexHullShape,3416,5420
btConvexPlaneCollisionAlgorithm,3392,5143
btSortedOverlappingPairCache,3388,6825
btCapsuleShape,3356,4593
b2WeldJoint,3320,4379
b2SeparationFunction,3292,3670
_meth_* (library),3288,3905
_sync_* (library),3241,3873
b2EPCollider,3240,3588
btGjkEpaSolver2,3240,3943
btTriangleMeshShape,3220,5171
_GlyphBank_* (library),3219,5321
cp_next,3204,3260
b2Fixture,3196,4288
btSimulationIslandManager,3192,4412
_set_* (library),3176,4738
_dsp_* (library),3140,3861
_Emitter_* (library),3115,4674
expr_binop,3088,3147
dmResourceProviderZip,2944,4129
b2DistanceJoint,2940,4007
btCollisionDispatcher,2936,5058
char2escape,2912,3068
_unw_* (library),2900,4596
_run_* (library),2888,3021
btGjkPairDetector,2884,3992
b2Contact,2861,3203
b2RopeJoint,2852,4124
b2PolygonShape,2840,3853
stbtt_GetGlyphShape,2764,2862
btTriangleShape,2728,4439
topdown(),2720,2977
_dhm_* (library),2692,3346
_buf_* (library),2684,3700
_page_* (library),2671,3386
_des_* (library),2664,3438
_Material_* (library),2652,3346
_x520_* (library),2624,2800
_crt_* (library),2560,2780
b2FrictionJoint,2552,4007
_net_* (library),2540,3372
_packetout,2496,2579
dmCrypt,2496,3342
b2MouseJoint,2488,4201
_entry_* (library),2468,3705
_oid_* (library),2460,3786
_pcm_* (library),2442,2688
_glfwJoy,2432,33
_FontMap_* (library),2412,4083
_stream_* (library),2390,3379
SphereTriangleDetector,2368,3249
_gcm_* (library),2360,2905
_cdata_* (library),2356,2855
basisu,2338,3198
btDefaultCollisionConfiguration,2328,3642
_str_* (library),2328,2822
_sha512_* (library),2316,3159
[section .gnu.version],2290,2290
_make_* (library),2288,2482
_ccall_* (library),2284,2463
dmResourceProviderArchive,2244,3550
_file_* (library),2232,2666
_ccallback_* (library),2204,2545
btTypedConstraint,2204,2951
btConvexInternalShape,2200,3608
_pem_* (library),2188,2463
_Unwind_* (library),2168,3396
ReverseHashContainer,2140,2507
btPolyhedralConvexShape,2136,2815
_des3_* (library),2124,2755
dmLoadQueue,2108,2851
vwin1024,2048,2129
fixedtables.lenfix,2048,2115
btGhostObject,2048,3004
_glfwAndroidHandleInput,2036,2132
dmIntersection,2028,3087
btConvexTriangleCallback,2020,2857
_vm_* (library),2008,3876
crc32_z,1980,2036
b2ChainShape,1976,3318
res_inverse,1968,2124
btSubsimplexConvexCast,1964,2517
build_tree,1952,2011
_app_* (library),1952,2454
_next_* (library),1940,2099
_pkcs12_* (library),1940,2204
btPersistentManifold,1932,2776
fs_finish,1912,1970
b2Simplex,1908,2373
btAlignedObjectArray<>,1900,2655
serialize_put,1900,2034
_vorbis_* (library),1892,2172
b2BlockAllocator,1890,1986
btPolyhedralConvexAabbCachingShape,1888,2655
inflate_fast,1880,1965
CProfileManager,1880,2685
_FontDesc_* (library),1878,3226
btCompoundLeafCallback,1868,2264
deflate_slow,1856,1917
_jpeg_* (library),1851,2263
_sha256_* (library),1828,2671
dmResourceProvider,1828,4051
_dispatch_* (library),1828,2205
_hmac_* (library),1824,2750
_resample_* (library),1816,2157
deflate_stored,1804,1867
btContinuousConvexCollision,1796,2416
stbtt_InitFont,1792,1903
b2Distance(),1788,1906
_ecdh_* (library),1760,2568
_compressHC_* (library),1747,2226
_strscan_* (library),1736,1929
b2BroadPhase,1728,2706
btCollisionShape,1728,2716
_Matrix4_* (library),1720,2727
btConvexInternalAabbCachingShape,1688,2391
dmGameSystemDDF,1680,7950
_lsp_* (library),1676,1744
_global_* (library),1672,2096
_TextureImage_* (library),1644,2289
inflate_table,1640,1726
_check_* (library),1632,2269
_sig_* (library),1628,1806
btSphereShape,1628,2626
_TextureSet_* (library),1625,2026
btCollisionObject,1616,2859
_gc_* (library),1616,2259
