compileunits,vmsize,filesize
[section .debug_loc],0,4818048
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/cxa_demangle.cpp,94919,883303
src/script_sys.cpp,535000,31595
src/common/main.cpp,36,411241
src/basis/transcoder/basisu_transcoder.cpp,104288,398069
[section .rodata],396985,396985
src/gui.cpp,84666,394495
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/src/algorithm.cpp,49435,341893
src/gameobject/gameobject.cpp,57624,316829
src/opengl/graphics_opengl.cpp,93864,302804
[section .text],295620,295620
src/particle.cpp,48572,266936
src/gamesys/components/comp_gui.cpp,36772,212885
[section .symtab],0,212160
src/lz4/lz4.c,63310,211045
src/lz4/lz4hc.c,63025,208365
src/gamesys/components/comp_model.cpp,33672,196097
src/gamesys/components/comp_sprite.cpp,27360,176670
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,18152,176266
src/sound.cpp,86604,168088
src/render/render.cpp,23320,167736
src/physics/physics_3d.cpp,17501,159482
src/script_vmath.cpp,35360,157689
src/dlib/image.cpp,52642,149085
src/rig.cpp,20484,148775
src/gui_script.cpp,49276,147877
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,17156,144503
src/font_ttf.cpp,40716,143023
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,14052,142462
src/gamesys/components/comp_mesh.cpp,19772,130638
src/render/render_script.cpp,34204,126955
src/physics/box2d_defold/box2d_defold_physics.cpp,16716,121303
src/zip/zip.cpp,36890,117703
src/graphics.cpp,20092,116698
src/mbedtls/library/ssl_tls.c,31692,110840
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,17444,110601
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,15476,108283
src/crash.cpp,108241,13850
src/resource.cpp,21280,105960
src/engine.cpp,20864,103723
src/dlib/hash.cpp,23626,102888
src/input.cpp,18109,96339
src/script.cpp,25586,95829
src/gamesys/resources/res_model.cpp,18860,94931
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,17888,90309
[section .rela.dyn],88128,88128
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,13228,85426
src/gamesys/components/comp_tilegrid.cpp,11640,82621
src/gameobject/gameobject_script.cpp,22068,82274
src/gamesys/components/comp_label.cpp,11756,80957
src/gamesys/scripts/script_resource.cpp,26268,80945
[section .strtab],0,78579
[section .debug_ranges],0,76464
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,12580,76021
src/resource_mounts.cpp,13720,75250
src/gamesys/components/comp_particlefx.cpp,9736,72502
../Box2D/Dynamics/b2World.cpp,13628,71417
src/gamesys/components/box2d/comp_collision_object_box2d.cpp,10212,68948
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvt.cpp,9712,67277
src/gamesys/scripts/box2d/script_box2d_body_defold.cpp,14524,65584
src/gamesys/resources/res_font.cpp,11528,64771
src/render/material.cpp,9396,64113
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/private_typeinfo.cpp,8203,62734
src/gamesys/components/comp_collision_object.cpp,8784,61928
src/physics/debug_draw_3d.cpp,7896,61165
src/gamesys/scripts/script_physics.cpp,16465,55850
