symbol_group_name,vmsize,filesize
dmScript,634784,147340
dmGameSystem,359113,498810
[section .rodata],327146,327146
(anonymous namespace),130364,202834
dmGui,122847,159590
dmCrash,113450,14151
dmGameObject,110988,158130
dmGraphics,104265,141150
basist,102251,107592
std,101783,115030
dmRender,97776,145772
_compress_* (library),95759,97742
_GLOBAL_* (library),47028,56844
dmHashTable<>,41400,51337
dmPhysics,40989,63540
miniz,40556,49032
dmParticle,37485,47369
dmResource,34140,49042
_cf_* (library),33284,44961
_ssl_* (library),25396,35750
_decompress_* (library),21808,23006
[section .rela.dyn],21264,21264
dmSound,20788,26413
btConeTwistConstraint,20724,23892
_load_* (library),19360,20132
dmRig,18272,22517
libunwind,17865,21045
btCollisionWorld,17689,25067
btQuantizedBvh,17680,21277
__cxxabiv1,17288,28627
btAxisSweep3Internal<>,17220,22803
btDiscreteDynamicsWorld,17116,23245
vwin8192,16384,16537
dmDDF,16224,25511
[section .rela.plt],16104,16104
dmEngine,15740,19373
dmLiveUpdate,15521,20936
btSequentialImpulseConstraintSolver,15440,19879
_mpi_* (library),14916,18399
dmInput,14517,16683
_rsa_* (library),14072,16948
_lib_* (library),12241,15966
_ecp_* (library),12193,15384
_parse_* (library),12124,14012
b2World,11720,14073
_strfmt_* (library),11624,13088
dmEasing,11008,11248
[section .plt],10768,10768
dmHID,10668,17817
_internal_* (library),10648,11189
b2DynamicTree,10376,12452
dmResourceMounts,10236,13713
btGeneric6DofConstraint,10132,13669
_x509_* (library),9988,12451
ciphersuite_definitions,9936,10158
dmSocket,9580,14011
gjkepa2_impl,9340,10885
[section .dynsym],9288,9288
[section .hash],9136,9136
dmHttpClient,8464,11438
vwin4096,8192,8321
crc_table,8192,8274
dmSys,8146,11323
dmHttpCache,8005,10108
dmObjectPool<>,7952,10287
_BC_* (library),7752,11753
_get_* (library),7624,10104
inflate,7432,7488
btDbvt,7316,9999
_cxa_* (library),7230,9399
btIDebugDraw,6816,8032
dmBuffer,6736,9088
_ctype_* (library),6632,7818
dmConfigFile,6620,7919
_alloc_* (library),6620,7377
_cipher_* (library),6460,7983
_decl_* (library),6412,7057
_info_* (library),6391,7385
btRigidBody,5852,8503
[section .gnu.hash],5832,5832
b2ContactSolver,5736,6708
b2PrismaticJoint,5640,7847
btCompoundShape,5552,7537
_asn1_* (library),5520,7830
_create_* (library),5504,5627
[section .dynstr],5406,5406
[section .got.plt],5392,5392
_process_* (library),5348,5864
btBvhTriangleMeshShape,5332,8969
dmPlatform,5308,15950
btHashedOverlappingPairCache,5300,9022
dmConnectionPool,5272,7017
dmResourceArchive,5264,7923
btConvexConvexAlgorithm,5248,7417
_append_* (library),5124,5869
dmMessage,5121,7846
_Key_* (library),5120,5347
dmSoundCodec,5096,8577
btOptimizedBvh,5084,7084
[section .got],5048,5048
dmHttpService,5044,6624
_meta_* (library),5044,5971
btDbvtBroadphase,5040,7410
b2GearJoint,5004,6264
dBoxBox2(),4988,5147
btVoronoiSimplexSolver,4988,6659
_book_* (library),4907,5494
b2RevoluteJoint,4860,7037
b2Body,4772,6112
_NodeDesc_* (library),4667,7233
_cconv_* (library),4456,4995
_write_* (library),4376,4761
dmLog,4320,5528
btCompoundCollisionAlgorithm,4316,6507
dmResourceProviderArchiveMutable,4312,5827
_do_* (library),4196,4281
sincos_lookup0,4143,4206
b2GridShape,4140,6068
_pk_* (library),4136,5722
sincos_lookup1,4135,4246
dmArray<>,4116,5845
_debug_* (library),4104,4890
vwin2048,4096,4153
init_gl,4088,4216
_ffh_* (library),4036,5988
_tab_* (library),4032,5157
btMinkowskiPenetrationDepthSolver,4000,5033
dmSSLSocket,3984,5162
dmDeviceOpenSL,3960,5039
parse_chunk,3920,3980
btConvexShape,3912,4737
_SceneDesc_* (library),3895,6551
_camellia_* (library),3864,4614
b2WheelJoint,3856,5548
btBoxShape,3804,5749
_err_* (library),3776,5284
_md_* (library),3740,5191
_ff_* (library),3740,7426
mdct_backward,3738,3920
_aes_* (library),3692,4706
_expr_* (library),3668,4112
_carith_* (library),3660,4267
b2Island,3616,4200
lex_scan,3536,3617
btConvexConcaveCollisionAlgorithm,3536,6253
b2PulleyJoint,3508,5014
deflate,3456,3512
_tr_* (library),3444,3809
btConvexHullShape,3416,5324
btConvexPlaneCollisionAlgorithm,3392,5119
btSortedOverlappingPairCache,3388,6867
btCapsuleShape,3356,4575
b2WeldJoint,3320,4403
b2SeparationFunction,3292,3622
_meth_* (library),3288,3953
_ShaderDesc_* (library),3282,4741
_sync_* (library),3241,3818
b2EPCollider,3240,3564
btGjkEpaSolver2,3240,3950
btTriangleMeshShape,3220,5123
cp_next,3204,3260
b2Fixture,3196,4312
btSimulationIslandManager,3192,4442
_dsp_* (library),3140,3784
_Emitter_* (library),3115,4692
_set_* (library),3112,4729
expr_binop,3088,3147
b2DistanceJoint,2940,4031
btCollisionDispatcher,2936,5154
char2escape,2912,3020
_unw_* (library),2900,4620
btGjkPairDetector,2884,3968
b2Contact,2861,3203
b2RopeJoint,2852,4076
b2PolygonShape,2840,3877
btTriangleShape,2728,4439
topdown(),2720,3049
_entry_* (library),2720,3699
_GlyphBank_* (library),2709,4068
