compileunits,vmsize,filesize
[__LINKEDIT],1016471,1015143
../src/gameobject/comp_anim.cpp,833230,833230
../src/script.cpp,562486,38006
../src/gui.cpp,248549,141029
"[__TEXT,__cstring]",222200,222200
../src/basis/transcoder/basisu_transcoder.cpp,195099,195099
../src/opengl/graphics_opengl.cpp,105711,105623
../src/gameobject/gameobject.cpp,98641,98289
../src/particle.cpp,92554,92458
../src/lz4/lz4.c,80217,80217
../src/dlib/image.cpp,71863,71863
../src/gamesys/components/comp_gui.cpp,65747,65035
../src/zip/zip.cpp,65527,65527
../src/gamesys/components/comp_model.cpp,56187,54691
../src/gui_script.cpp,56127,56127
../src/lz4/lz4hc.c,55064,55064
../src/gamesys/components/comp_tilegrid.cpp,48959,45343
../src/gamesys/components/comp_sprite.cpp,46340,45588
proto/graphics/graphics_ddf.cpp,46209,17349
../src/render/render_script.cpp,42602,42354
../src/rig.cpp,41379,41139
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,40708,40708
../src/gamesys/components/comp_mesh.cpp,38347,37115
../src/mbedtls/library/ssl_tls.c,36004,36004
../src/resource.cpp,35859,35859
../src/gamesys/resources/res_texture.cpp,35729,31329
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,34709,34709
../src/script_vmath.cpp,34472,34472
../src/gamesys/resources/res_model.cpp,34238,34238
../src/render/render.cpp,33637,33285
../src/graphics.cpp,33628,33628
../src/gamesys/scripts/script_resource.cpp,32143,32143
../src/dlib/hash.cpp,31775,31775
../src/sound.cpp,30934,30894
../src/resource_preloader.cpp,29536,29536
proto/rig/rig_ddf.cpp,29522,29318
../src/luasocket/inet.c,28218,28218
../src/gameobject/gameobject_script.cpp,28205,28205
../src/engine.cpp,27934,27702
"[__TEXT,__unwind_info]",27104,27104
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,26472,26468
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,26302,26298
../src/physics/physics_3d.cpp,26166,26110
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,26002,25998
../src/gamesys/components/comp_collision_object.cpp,24131,24019
../src/physics/physics_2d.cpp,23758,23702
../src/input.cpp,23437,23429
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,21802,21802
../src/resource_mounts.cpp,21800,21800
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,20347,20347
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,20301,20301
"[__DATA,__const]",19952,19952
../src/gamesys/components/comp_label.cpp,19724,19220
../src/mbedtls/crypto/library/bignum.c,18611,18611
../src/luacjson/lua_cjson.c,18355,18227
../src/box2d/Box2D/Dynamics/b2World.cpp,17983,17983
../src/zlib/deflate.c,17838,17838
../src/gameobject/comp_script.cpp,17138,17138
../src/gamesys/components/comp_sound.cpp,17135,16255
"[__TEXT,__eh_frame]",17008,17008
../src/zlib/inflate.c,16629,16629
../src/mbedtls/crypto/library/ecp.c,16218,16154
../src/gamesys/components/comp_particlefx.cpp,16070,15622
../src/gameobject/gameobject_props.cpp,15637,15637
../src/render/material.cpp,15337,15337
../src/gamesys/scripts/script_buffer.cpp,15010,15010
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvt.cpp,14949,14885
../src/mbedtls/crypto/library/aes.c,14764,5980
../src/physics/debug_draw_3d.cpp,14335,14335
../src/dlib/http_cache.cpp,14245,14245
../src/gamesys/scripts/script_physics.cpp,14123,14123
../src/script_table.cpp,14099,14099
../src/script_timer.cpp,13910,13678
../src/gamesys/gamesys_private.cpp,13564,13564
../src/mbedtls/library/x509_crt.c,13180,13180
../src/mbedtls/crypto/library/rsa.c,12859,12859
../src/gamesys/scripts/box2d/script_box2d_body.cpp,12827,12827
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConcaveCollisionAlgorithm.cpp,12482,12482
../src/render/font.cpp,12458,12458
../src/zlib/crc32.c,12313,12313
../src/script_sys.cpp,12126,12110
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvtBroadphase.cpp,12040,12040
../src/zlib/trees.c,11988,11988
proto/gamesys/physics_ddf.cpp,11788,11656
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btOverlappingPairCache.cpp,11776,11760
proto/gamesys/gamesys_ddf.cpp,11747,11575
../src/dlib/http_client.cpp,11357,11357
../src/box2d/Box2D/Dynamics/b2ContactManager.cpp,11347,11347
../src/dlib/configfile.cpp,11282,11226
proto/gameobject/gameobject_ddf.cpp,11243,10863
../src/box2d/Box2D/Collision/b2DynamicTree.cpp,11151,11151
../src/render/constant.cpp,11060,11060
../src/gamesys/components/comp_collection_proxy.cpp,10983,10647
proto/gamesys/gui_ddf.cpp,10971,10759
../src/dlib/buffer.cpp,10927,10927
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btBoxBoxDetector.cpp,10925,10925
../src/box2d/Box2D/Collision/b2TimeOfImpact.cpp,10899,9611
../src/gamesys/resources/res_collection_factory.cpp,10810,10810
../src/http_service.cpp,10800,10800
../src/mbedtls/library/ssl_cli.c,10528,10528
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConvexAlgorithm.cpp,10431,10423
../src/render/font_renderer.cpp,10190,9718
../src/mbedtls/library/ssl_ciphersuites.c,9915,9283
../src/gamesys/resources/res_gui.cpp,9827,9699
../src/liveupdate.cpp,9742,9606
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btOptimizedBvh.cpp,9308,9308
../src/box2d/Box2D/Dynamics/Contacts/b2ContactSolver.cpp,9303,9299
../src/gamesys/components/comp_private.cpp,9233,9233
../src/render/program_utils.cpp,9123,9123
../package/bullet-2.77/src/LinearMath/btQuickprof.cpp,8961,8273
src/ddf/ddf_math.cpp,8937,7609
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCompoundCollisionAlgorithm.cpp,8884,8884
../package/bullet-2.77/src/BulletDynamics/Dynamics/btRigidBody.cpp,8618,8606
../src/dlib/message.cpp,8613,8245
../src/box2d/Box2D/Dynamics/Joints/b2PrismaticJoint.cpp,8574,8574
../src/gamesys/resources/res_font.cpp,8545,8545
proto/input/input_ddf.cpp,8476,8444
../src/dlib/connection_pool.cpp,8395,8395
../src/ddf/ddf_message.cpp,8228,8228
../src/gamesys/components/comp_collection_factory.cpp,8008,7896
proto/gamesys/tile_ddf.cpp,7999,7799
proto/particle/particle_ddf.cpp,7936,7820
../src/box2d/Box2D/Collision/b2Distance.cpp,7921,7909
../src/mbedtls/crypto/library/des.c,7887,7887
../src/mbedtls/crypto/library/ecp_curves.c,7881,7881
../src/gamesys/components/comp_factory.cpp,7877,7765
proto/render/font_ddf.cpp,7810,7538
../src/mbedtls/crypto/library/cipher_wrap.c,7772,7612
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCompoundShape.cpp,7726,7726
../src/resource_archive.cpp,7449,7449
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btVoronoiSimplexSolver.cpp,7339,7339
../src/render/font_renderer_default.cpp,7269,7237
../src/hid.cpp,7214,6822
../src/ddf/ddf.cpp,7198,7198
../src/dlib/socket_posix.cpp,7141,7141
"[__TEXT,__objc_methname]",7005,7005
