compileunits,vmsize,filesize
[__LINKEDIT],1033638,1029614
../src/gameobject/comp_anim.cpp,832742,832742
../src/script.cpp,562459,37979
../src/gui.cpp,255128,147592
"[__TEXT,__cstring]",219224,219224
../src/basis/transcoder/basisu_transcoder.cpp,194851,194851
../src/gameobject/gameobject.cpp,98278,97926
../src/opengl/graphics_opengl.cpp,94134,94046
../src/particle.cpp,91738,91650
../src/lz4/lz4.c,90336,90336
../src/zip/zip.cpp,81271,81271
../src/dlib/image.cpp,70502,70502
../src/gamesys/components/comp_gui.cpp,66494,66254
../src/lz4/lz4hc.c,56744,56744
../src/gamesys/components/comp_model.cpp,56283,54787
../src/gui_script.cpp,55727,55727
../src/gamesys/components/comp_tilegrid.cpp,48860,45260
../src/gamesys/components/comp_sprite.cpp,46682,45930
proto/graphics/graphics_ddf.cpp,45678,16834
../src/render/render_script.cpp,41492,41372
../src/rig.cpp,41471,41231
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,40770,40770
../src/gamesys/components/comp_mesh.cpp,38265,37049
../src/mbedtls/library/ssl_tls.c,35981,35981
../src/gamesys/resources/res_texture.cpp,35717,31317
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,34865,34865
../src/resource.cpp,34710,34710
../src/gamesys/resources/res_model.cpp,34388,34388
../src/script_vmath.cpp,33801,33801
../src/render/render.cpp,33629,33277
../src/dlib/hash.cpp,31801,31801
../src/gamesys/scripts/script_resource.cpp,29714,29714
proto/rig/rig_ddf.cpp,29605,29401
../src/render/font_renderer.cpp,29436,28956
../src/resource_preloader.cpp,29389,29389
../src/sound.cpp,29148,29108
../src/gameobject/gameobject_script.cpp,28266,28266
../src/luasocket/inet.c,28037,28037
../src/graphics.cpp,27825,27825
"[__TEXT,__unwind_info]",26904,26904
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,26806,26802
../src/physics/physics_3d.cpp,26712,26656
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,26472,26468
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,26278,26274
../src/gamesys/components/comp_collision_object.cpp,24163,24051
../src/engine.cpp,24036,23804
../src/physics/physics_2d.cpp,23696,23640
../src/input.cpp,23509,23501
../src/resource_mounts.cpp,22578,22578
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,21786,21786
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,20463,20463
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,20365,20365
"[__DATA,__const]",19824,19824
../src/gamesys/components/comp_label.cpp,19690,19386
../src/mbedtls/crypto/library/bignum.c,18643,18643
../src/luacjson/lua_cjson.c,18340,18204
../src/box2d/Box2D/Dynamics/b2World.cpp,18244,18244
../src/zlib/deflate.c,17818,17818
../src/gameobject/comp_script.cpp,17090,17090
../src/zlib/inflate.c,17066,17066
"[__TEXT,__eh_frame]",17040,17040
../src/mbedtls/crypto/library/ecp.c,16190,16126
../src/gamesys/components/comp_sound.cpp,15964,15212
../src/gameobject/gameobject_props.cpp,15758,15758
../src/render/material.cpp,15710,15710
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvt.cpp,15117,15053
../src/gamesys/scripts/script_buffer.cpp,15097,15097
../src/gamesys/components/comp_particlefx.cpp,14776,14440
../src/mbedtls/crypto/library/aes.c,14749,5965
../src/physics/debug_draw_3d.cpp,14522,14522
../src/dlib/http_cache.cpp,14342,14342
../src/gamesys/scripts/script_physics.cpp,14126,14126
../src/script_table.cpp,13978,13978
../src/script_timer.cpp,13888,13656
../src/gamesys/gamesys_private.cpp,13558,13558
../src/mbedtls/library/x509_crt.c,13416,13416
../src/mbedtls/crypto/library/rsa.c,12845,12845
../src/gamesys/scripts/box2d/script_box2d_body.cpp,12827,12827
../src/zlib/crc32.c,12744,12744
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConcaveCollisionAlgorithm.cpp,12717,12717
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvtBroadphase.cpp,12120,12120
../src/script_sys.cpp,12107,12091
../src/zlib/trees.c,12048,12048
proto/gamesys/physics_ddf.cpp,11871,11739
proto/gamesys/gamesys_ddf.cpp,11830,11658
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btOverlappingPairCache.cpp,11776,11760
../src/box2d/Box2D/Dynamics/b2ContactManager.cpp,11438,11438
../src/box2d/Box2D/Collision/b2DynamicTree.cpp,11382,11382
../src/dlib/configfile.cpp,11334,11278
proto/gameobject/gameobject_ddf.cpp,11326,10946
../src/render/constant.cpp,11101,11101
../src/gamesys/components/comp_collection_proxy.cpp,11076,10740
proto/gamesys/gui_ddf.cpp,11054,10842
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btBoxBoxDetector.cpp,10949,10949
../src/box2d/Box2D/Collision/b2TimeOfImpact.cpp,10942,9654
../src/dlib/buffer.cpp,10892,10892
../src/http_service.cpp,10750,10750
../src/gamesys/resources/res_collection_factory.cpp,10746,10746
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConvexAlgorithm.cpp,10641,10633
../src/gamesys/resources/res_gui.cpp,10543,10415
../src/dlib/http_client.cpp,10534,10534
../src/mbedtls/library/ssl_cli.c,10499,10499
../src/mbedtls/library/ssl_ciphersuites.c,9915,9283
../src/render/program_utils.cpp,9771,9771
../src/liveupdate.cpp,9649,9513
../src/gamesys/components/comp_private.cpp,9452,9452
../src/box2d/Box2D/Dynamics/Contacts/b2ContactSolver.cpp,9431,9427
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btOptimizedBvh.cpp,9339,9339
../src/dlib/message.cpp,9101,8733
src/ddf/ddf_math.cpp,9020,7692
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCompoundCollisionAlgorithm.cpp,9016,9016
../package/bullet-2.77/src/BulletDynamics/Dynamics/btRigidBody.cpp,8963,8951
../src/box2d/Box2D/Dynamics/Joints/b2PrismaticJoint.cpp,8740,8740
../src/gamesys/resources/res_font.cpp,8609,8609
proto/input/input_ddf.cpp,8559,8527
../src/gamesys/components/comp_collection_factory.cpp,8429,8317
../src/dlib/connection_pool.cpp,8424,8424
../package/bullet-2.77/src/LinearMath/btQuickprof.cpp,8325,7717
../src/ddf/ddf_message.cpp,8265,8265
../src/gamesys/components/comp_factory.cpp,8156,8044
proto/gamesys/tile_ddf.cpp,8082,7882
proto/particle/particle_ddf.cpp,8019,7903
../src/mbedtls/crypto/library/des.c,7932,7932
../src/box2d/Box2D/Collision/b2Distance.cpp,7927,7915
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCompoundShape.cpp,7904,7904
proto/render/font_ddf.cpp,7893,7621
../src/mbedtls/crypto/library/ecp_curves.c,7881,7881
../src/mbedtls/crypto/library/cipher_wrap.c,7772,7612
../src/hid.cpp,7500,7108
../src/gamesys/gamesys.cpp,7472,7360
../src/dlib/socket_posix.cpp,7367,7367
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btVoronoiSimplexSolver.cpp,7339,7339
../src/ddf/ddf.cpp,7248,7248
../src/resource_archive.cpp,7212,7212
../src/box2d/Box2D/Collision/Shapes/b2GridShape.cpp,7035,7035
"[__TEXT,__objc_methname]",7005,7005
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btBvhTriangleMeshShape.cpp,6914,6914
../src/providers/provider_archive_mutable.cpp,6889,6889
../src/gamesys/components/comp_camera.cpp,6873,6761
../src/box2d/Box2D/Dynamics/b2Body.cpp,6769,6769
../src/box2d/Box2D/Dynamics/Joints/b2GearJoint.cpp,6745,6745
../src/script_hash.cpp,6739,6739
../src/box2d/Box2D/Dynamics/Joints/b2RevoluteJoint.cpp,6635,6635
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btDefaultCollisionConfiguration.cpp,6474,6474
../src/script_ddf.cpp,6471,6471
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btMinkowskiPenetrationDepthSolver.cpp,6363,5363
../src/mbedtls/crypto/library/oid.c,6241,6241
