symbol_group_name,vmsize,filesize
[__LINKEDIT],2301952,2301800
dmScript,629784,105216
dmGameSystem,392564,383988
_lj_* (library),248648,248648
basist,176766,161902
"_TEXT,_* (library)",168907,168907
_mbedtls_* (library),131660,131484
dmGui,123120,122144
dmGameObject,118872,118840
dmCrash,110792,6312
dmRender,103944,98416
dmGraphics,94606,93638
_LZ4_* (library),83184,83184
dmParticle,56648,56560
dmHashTable<>,56464,56464
_GLOBAL_* (library),51584,51584
_LZ4HC_* (library),48944,48944
dmPhysics,41452,41336
_ZNSt3_* (library),38720,38720
stbi__process_marker(),38624,38624
_recff_* (library),36480,36480
btConeTwistConstraint,36152,36152
dmResource,34976,34976
std,29504,29504
dmRig,28568,28544
_asm_* (library),27616,27616
_load_* (library),25424,25424
btQuantizedBvh,24168,24168
btCollisionWorld,23976,23968
dmSound,23808,23616
_zip_* (library),22640,22640
btSequentialImpulseConstraintSolver,21984,21984
btDiscreteDynamicsWorld,21712,21712
_lua_* (library),19960,19960
_fold_* (library),19536,19536
dmEngine,19384,19376
_cp_* (library),18384,18384
_parse_* (library),17728,17728
dmInput,16392,15360
_vwin8192,16384,16384
dmLiveUpdate,15740,14644
__glfw,14752,0
_field_* (library),14400,14400
dmDDF,14376,14312
btAxisSweep3Internal<>,13936,13936
_ssl_* (library),13876,13876
_rec_* (library),13664,13664
gjkepa2_impl,13124,13124
btGeneric6DofConstraint,12800,12800
dmObjectPool<>,12480,12480
b2World,12288,12288
_dmGameSystemDDF_* (library),11773,11352
_vorbis_* (library),11392,11392
dmHttpCache,11102,11102
dmEasing,11000,11000
dmResourceMounts,10428,10428
dmHID,10352,9968
tinfl_decompress(),10256,10256
_crc_* (library),10240,10240
_luaL_* (library),10176,10176
dmHttpClient,10048,10032
_inflate,10016,10016
b2DynamicTree,9952,9952
_create_* (library),9904,9904
_expr_* (library),9840,9840
btDbvt,9840,9840
_crec_* (library),9360,9360
_dmRigDDF_* (library),8826,8680
dBoxBox2(),8736,8736
dmSocket,8720,8720
"_DATA,_* (library)",8576,8576
_ov_* (library),8480,8480
_sincos_* (library),8208,8208
_vwin4096,8192,8192
btOptimizedBvh,8112,8112
_dmRenderDDF_* (library),7868,7544
_json_* (library),7728,7712
btIDebugDraw,7712,7712
_ciphersuite_* (library),7680,7680
dmBuffer,7576,7568
b2ContactSolver,7376,7376
_x509_* (library),7308,7308
btGjkEpaSolver2,7296,7296
btConvexConvexAlgorithm,7264,7264
btRigidBody,7064,7064
_ogg_* (library),7040,7040
_deflate_* (library),6960,6960
_rmtp_* (library),6944,896
dmConfigFile,6928,6928
b2PrismaticJoint,6896,6896
_lex_* (library),6704,6704
_ecp_* (library),6411,6363
btVoronoiSimplexSolver,6288,6288
_OBJC_* (library),6112,6112
_dmPhysicsDDF_* (library),5844,5744
b2GearJoint,5840,5840
_mdct_* (library),5760,5760
btCompoundCollisionAlgorithm,5704,5704
_dmGraphics_* (library),5698,5616
dmHttpService,5568,5568
b2GridShape,5468,5468
b2SeparationFunction,5456,5456
btCompoundShape,5384,5384
dmConnectionPool,5296,5296
topdown(),5224,5168
_inflate_* (library),5152,5152
dmSys,5120,5040
dmSoundCodec,5088,5056
b2Island,5056,5056
dmResourceArchive,5040,5040
btDbvtBroadphase,4992,4992
btConvexConcaveCollisionAlgorithm,4944,4944
_dmInputDDF_* (library),4944,4928
b2Body,4944,4944
_opt_* (library),4928,4928
_mh_* (library),4896,32
b2RevoluteJoint,4896,4896
btMinkowskiPenetrationDepthSolver,4808,3808
btHashedOverlappingPairCache,4808,4808
_dmGuiDDF_* (library),4743,4552
_do_* (library),4640,4640
b2EPCollider,4640,4640
_process_* (library),4640,4640
btConvexPlaneCollisionAlgorithm,4544,4544
_snap_* (library),4448,4448
_trace_* (library),4432,4432
_dmGameObjectDDF_* (library),4381,4048
_socket_* (library),4368,4368
b2WheelJoint,4320,4320
_meth_* (library),4288,4288
dmMessage,4264,4224
dmResourceProviderArchiveMutable,4176,4048
dmSystemDDF,4152,4152
btBvhTriangleMeshShape,4136,4136
_vwin2048,4096,4096
_pk_* (library),4029,4029
btConvexShape,4024,4024
_ra_* (library),3952,3952
_inet_* (library),3904,3904
b2WeldJoint,3856,3856
b2PulleyJoint,3840,3840
dmLog,3840,3536
btSimulationIslandManager,3808,3808
_dmParticleDDF_* (library),3804,3704
dmPlatform,3795,3779
_gc_* (library),3776,3776
btGjkPairDetector,3736,3736
_serialize_* (library),3648,3648
_deflate,3600,3600
_emit_* (library),3504,3504
_oid_* (library),3439,3439
_tr_* (library),3392,3392
dmSSLSocket,3352,3344
b2PolygonShape,3328,3328
dmArray<>,3264,3264
SphereTriangleDetector,3208,3208
_floor1_* (library),3200,3200
dmResourceProviderZip,3184,3056
dmIntersection,3152,3152
btConvexHullShape,3136,3136
_luaopen_* (library),3136,3136
_dmMath_* (library),3110,2888
b2Distance(),3088,3088
_fs_* (library),3072,3072
dmDeviceOpenAL,3064,3064
b2Contact,3044,2440
b2DistanceJoint,2992,2992
_strscan_* (library),2976,2976
_res_* (library),2912,2912
b2Fixture,2912,2912
_glfwSetInputMode,2880,2880
_make_* (library),2864,2864
_parseMapping,2816,2816
btBoxShape,2808,2808
_stbi_* (library),2784,2784
btConvexTriangleCallback,2776,2776
b2RopeJoint,2768,2768
ReverseHashContainer,2752,2752
_cploop_* (library),2736,2736
_build_* (library),2720,2720
btCapsuleShape,2696,2696
btSubsimplexConvexCast,2680,2680
__packetout,2624,2624
_crc32_* (library),2608,2608
_bcwrite_* (library),2608,2608
btTriangleMeshShape,2568,2568
__glfwCreateContextEGL,2560,2560
_Particle_* (library),2544,2544
btContinuousConvexCollision,2504,2504
b2FrictionJoint,2496,2496
btCollisionDispatcher,2496,2496
btPersistentManifold,2480,2480
__glfwPollMonitorsCocoa,2464,2464
btCompoundLeafCallback,2456,2456
btGhostObject,2424,2424
b2Simplex,2416,2416
dmJobThread,2416,2400
_mpi_* (library),2384,2384
_jpeg_* (library),2367,2367
basisu,2340,2324
btDefaultCollisionConfiguration,2280,2280
b2BlockAllocator,2280,1624
_narrow_* (library),2272,2272
_rsa_* (library),2244,2244
btAlignedObjectArray<>,2240,2240
b2MouseJoint,2240,2240
btSortedOverlappingPairCache,2216,2216
_match,2208,2208
_io_* (library),2208,2208
btHashMap<>,2160,2160
_buffer_* (library),2160,2160
_decode_* (library),2128,2128
__glfwCreateWindowCocoa,2096,2096
dmLoadQueue,2080,2080
_char2escape,2048,2048
_fixedtables.lenfix,2048,2048
_vwin1024,2048,2048
dmResourceProviderArchive,2032,1904
btTriangleShape,2024,2024
_matchCallback,2000,2000
b2CollidePolygons(),2000,2000
dmCrypt,1920,1920
btTransformUtil,1904,1904
btTypedConstraint,1896,1896
_ecdsa_* (library),1881,1881
_dmModelDDF_* (library),1881,1760
_idct_* (library),1872,1872
__glfwInitCocoa,1824,1824
_glfwGetGamepadState,1824,1824
_mapping_* (library),1824,1824
_cconv_* (library),1808,1808
_global_* (library),1792,1792
btTranslationalLimitMotor,1776,1776
_resample_* (library),1776,1776
__glfwSetWindowMonitorCocoa,1728,1728
btPerturbedContactResult,1720,1720
btManifoldResult,1720,1720
__glfwInitEGL,1696,1696
CProfileManager,1696,1624
b2TimeOfImpact(),1680,1680
b2ChainShape,1664,1664
btCollisionObject,1560,1560
_adler32_* (library),1552,1552
-[GLFWApplicationDelegate applicationWillFinishLaunching:],1520,1520
_cpcparser,1520,1520
_bcemit_* (library),1520,1520
_dmLiveUpdateDDF_* (library),1510,1496
__glfwRefreshContextAttribs,1504,1504
btConvexInternalShape,1480,1480
_fetch_* (library),1472,1472
_dmHttpDDF_* (library),1458,1376
dmHashFinal64(),1456,1456
_static_* (library),1448,1448
dmResourceProvider,1448,1448
_findValidMapping,1440,1440
dmHashFinal32(),1408,1408
_strbuf_* (library),1408,1408
_auxiliar_* (library),1408,1408
btGjkConvexCast,1384,1384
btMatrix3x3,1384,1384
_ccm_* (library),1378,1378
dmVMath,1376,1376
dmBlockAllocator,1376,1376
_luaJIT_* (library),1376,1376
btUnionFind,1376,1376
dmURI,1376,1376
btPolyhedralConvexAabbCachingShape,1376,1264
btConvexInternalAabbCachingShape,1368,1256
b2ContactManager,1360,1360
__glfwDefaultMappings,1352,1352
_send_* (library),1344,1344
btPolyhedralConvexShape,1344,1344
_compute_* (library),1328,1328
dmTransform,1328,1328
_get_* (library),1322,1322
dmHashClone32(),1296,1296
dmHashClone64(),1296,1296
btSphereTriangleCollisionAlgorithm,1296,1296
b2BroadPhase,1280,1280
btPairCachingGhostObject,1272,1272
_tremolo_* (library),1264,1264
dmHashRelease32(),1264,1264
dmHashRelease64(),1264,1264
mz_crc32(),1264,1264
Vectormath,1264,1264
_debug_* (library),1264,1264
btSphereSphereCollisionAlgorithm,1264,1264
btBoxBoxCollisionAlgorithm,1248,1248
_pem_* (library),1242,1242
_ctype_* (library),1200,1200
_aa_* (library),1200,1200
btCollisionShape,1192,1192
__glfwInputError,1184,1184
_ffi_* (library),1168,1168
_dmSystemDDF_* (library),1168,888
_oggpack_* (library),1152,1152
_camellia_* (library),1141,1141
_glfwUpdateGamepadMappings,1136,1136
_timeout_* (library),1120,1120
__glfwCreateContextNSGL,1104,1104
_compress_* (library),1104,1104
_glfwSetGamma,1104,1104
btRotationalLimitMotor,1104,1104
dmImage,1104,1104
dmFileDescriptor,1104,1104
dmHashUpdateBuffer64(),1088,1088
dmHashInit32(),1072,1072
dmHashInit64(),1072,1072
btTriangleRaycastCallback,1072,1072
_gola_* (library),1072,1072
DebugDrawcallback,1064,1064
_dmHashReverseErase64,1056,1056
_K,1040,1040
__glfwMainThreadError,1040,0
_fill_* (library),1040,1040
btJacobianEntry,1040,1040
dmHashUpdateBuffer32(),1040,1040
_INVSQ_* (library),1040,1040
dmMutex,1040,1040
dmExtension,1040,1040
_supported_* (library),1032,448
_FLOOR_* (library),1024,1024
_FT0,1024,0
_FT1,1024,0
_FT2,1024,0
_FT3,1024,0
_RT0,1024,0
_RT1,1024,0
_RT2,1024,0
_RT3,1024,0
_dmHashReverseErase32,1024,1024
_vwin512,1024,1024
btRayAabb(),1024,1024
dmThread,1024,1024
b2Mat33,1024,1024
_oggbyte_* (library),1008,1008
_dmHashBuffer32,992,992
b2WorldManifold,992,992
btBridgedManifoldResult,984,984
_LogInternal,976,976
_auxsort,976,976
_b2Vec2_* (library),964,964
__glfwGetGammaRampNull,960,960
dmZlib,960,960
_floor0_* (library),960,960
b2Joint,944,944
dmResourceProviderFile,944,816
_aes_* (library),933,917
b2EdgeShape,928,928
_dmGamesysDDF_* (library),914,768
_fwd_* (library),912,912
_tls1_* (library),908,908
dmResourceDDF,904,904
_glfwWindowHint,896,896
dmHashReverse64Alloc(),896,896
_fpconv_* (library),896,896
dmPath,896,896
b2GridAndCircleContact,888,888
b2GridAndPolygonContact,888,888
b2CollideEdgeAndCircle(),880,880
dmHashReverse32Alloc(),880,880
_decompress_* (library),880,880
__glfwInitJoysticksCocoa,864,864
b2ChainAndCircleContact,856,856
b2ChainAndPolygonContact,856,856
btSphereShape,856,856
_release_* (library),848,848
btTriangleConvexcastCallback,848,848
_tcp_* (library),848,848
b2CircleShape,848,848
_block_* (library),844,844
_dmHashReverse64,832,832
mz_inflate(),832,832
_dmHashReverse32,816,816
__glfwInitVulkan,800,800
_dmPropertiesDDF_* (library),788,784
_propagatemark,784,784
b2PositionSolverManifold,784,784
cullPoints2(),784,784
insertleaf(),784,784
b2StackAllocator,784,784
b2CircleContact,776,776
b2EdgeAndCircleContact,776,776
b2EdgeAndPolygonContact,776,776
b2PolygonAndCircleContact,776,776
b2PolygonContact,776,776
_dmBufferDDF_* (library),770,768
b2CollidePolygonAndCircle(),768,768
_zbuild_* (library),768,768
dmResourceProviderArchivePrivate,768,768
_err_* (library),768,768
dmGameSystemDDF,752,752
_deflateInit2_* (library),736,736
_dmHashBuffer64,736,736
_udp_* (library),720,720
CProfileNode,720,720
dmConditionVariable,720,720
_chacha20_* (library),705,705
_small_* (library),704,704
_ll_* (library),688,688
