symbol_group_name,vmsize,filesize
[__LINKEDIT],2293760,2290080
dmScript,630440,105792
dmGameSystem,385556,378220
_lj_* (library),247544,247544
basist,175165,160301
"_TEXT,_* (library)",167691,167691
_mbedtls_* (library),131792,131616
dmGui,123472,122496
dmGameObject,119848,119816
dmCrash,110824,6344
dmRender,104056,99264
_LZ4_* (library),93280,93280
dmGraphics,86590,85510
dmParticle,57032,56944
dmHashTable<>,56080,56080
_LZ4HC_* (library),50624,50624
_GLOBAL_* (library),49152,49152
dmPhysics,42492,42376
_ZNSt3_* (library),40928,40928
stbi__process_marker(),38614,38614
btConeTwistConstraint,36168,36168
_recff_* (library),35744,35744
std,33728,33728
dmResource,33408,33408
dmRig,28664,28640
_asm_* (library),27632,27632
_load_* (library),24784,24784
btQuantizedBvh,24616,24616
btCollisionWorld,24136,24128
_zip_* (library),22848,22848
dmSound,22576,22384
btSequentialImpulseConstraintSolver,22176,22176
btDiscreteDynamicsWorld,21712,21712
_lua_* (library),19960,19960
_fold_* (library),19472,19472
_cp_* (library),18384,18384
dmEngine,17768,17760
_parse_* (library),17760,17760
dmInput,16472,15440
_vwin8192,16384,16384
dmLiveUpdate,15612,14516
dmDDF,15336,15272
__glfw,14752,0
_field_* (library),14336,14336
btAxisSweep3Internal<>,13936,13936
_ssl_* (library),13880,13880
_rec_* (library),13296,13296
gjkepa2_impl,13108,13108
btGeneric6DofConstraint,12816,12816
b2World,12560,12560
dmObjectPool<>,12528,12528
_dmGameSystemDDF_* (library),11773,11352
_vorbis_* (library),11392,11392
dmHttpCache,11044,11044
dmEasing,11000,11000
dmResourceMounts,10940,10940
_inflate,10464,10464
_crc_* (library),10240,10240
b2DynamicTree,10208,10208
_luaL_* (library),10192,10192
btDbvt,10016,10016
dmHID,9936,9552
_expr_* (library),9840,9840
tinfl_decompress(),9472,9472
_crec_* (library),9360,9360
dmSocket,8880,8880
_dmRigDDF_* (library),8826,8680
dBoxBox2(),8736,8736
dmHttpClient,8640,8624
"_DATA,_* (library)",8520,8520
_ov_* (library),8480,8480
_sincos_* (library),8208,8208
_vwin4096,8192,8192
_create_* (library),8144,8144
btOptimizedBvh,8144,8144
_dmRenderDDF_* (library),7815,7496
btIDebugDraw,7808,7808
_json_* (library),7696,7680
_ciphersuite_* (library),7680,7680
b2ContactSolver,7520,7520
_x509_* (library),7458,7458
btConvexConvexAlgorithm,7440,7440
btRigidBody,7432,7432
dmBuffer,7432,7424
btGjkEpaSolver2,7296,7296
b2PrismaticJoint,7200,7200
_ogg_* (library),7040,7040
_deflate_* (library),6976,6976
dmConfigFile,6960,6960
_rmtp_* (library),6832,896
_lex_* (library),6704,6704
_ecp_* (library),6369,6321
btVoronoiSimplexSolver,6288,6288
_OBJC_* (library),6112,6112
b2GearJoint,6000,6000
_inflate_* (library),5952,5952
btCompoundCollisionAlgorithm,5848,5848
_mh_* (library),5792,32
_mdct_* (library),5760,5760
_dmPhysicsDDF_* (library),5684,5584
b2GridShape,5596,5596
btCompoundShape,5576,5576
b2SeparationFunction,5440,5440
dmHttpService,5392,5392
_dmGraphics_* (library),5353,5280
dmConnectionPool,5328,5328
topdown(),5224,5168
b2RevoluteJoint,5184,5184
btConvexConcaveCollisionAlgorithm,5088,5088
btDbvtBroadphase,5008,5008
b2Body,4976,4976
dmSys,4960,4880
_dmInputDDF_* (library),4944,4928
dmResourceArchive,4928,4928
_opt_* (library),4928,4928
_do_* (library),4912,4912
btMinkowskiPenetrationDepthSolver,4808,3808
btHashedOverlappingPairCache,4808,4808
_dmGuiDDF_* (library),4743,4552
btConvexPlaneCollisionAlgorithm,4704,4704
b2Island,4688,4688
_process_* (library),4672,4672
dmSoundCodec,4624,4592
b2EPCollider,4608,4608
b2WheelJoint,4608,4608
_snap_* (library),4448,4448
btBvhTriangleMeshShape,4440,4440
_trace_* (library),4432,4432
_dmGameObjectDDF_* (library),4381,4048
dmMessage,4376,4336
_socket_* (library),4336,4336
_meth_* (library),4288,4288
