symbol_group_name,vmsize,filesize
[__LINKEDIT],2207744,2205304
dmScript,624784,100176
dmGameSystem,364876,357620
_lj_* (library),226512,226512
basist,174788,159924
"_TEXT,_* (library)",162414,162414
_mbedtls_* (library),131840,131664
dmGui,121416,120440
dmGameObject,119456,119424
dmCrash,111208,6728
dmRender,99576,95840
_LZ4_* (library),93280,93280
_asm_* (library),71536,71536
dmGraphics,69286,68222
dmParticle,55616,55536
dmHashTable<>,54736,54736
_LZ4HC_* (library),50624,50624
miniz,48776,48776
_GLOBAL_* (library),43264,43264
dmPhysics,42492,42376
stbi__process_marker(),38263,38263
_ZNSt3_* (library),37904,37904
btConeTwistConstraint,36168,36168
_recff_* (library),35744,35744
dmResource,33280,33280
std,31168,31168
dmRig,29064,29040
_load_* (library),24784,24784
btQuantizedBvh,24616,24616
btCollisionWorld,24136,24128
dmSound,22416,22224
btSequentialImpulseConstraintSolver,22176,22176
btDiscreteDynamicsWorld,21712,21712
_lua_* (library),20088,20088
_fold_* (library),19248,19248
_cp_* (library),18752,18752
_parse_* (library),18608,18608
dmEngine,17088,17080
_vwin8192,16384,16384
dmInput,16328,15296
dmLiveUpdate,15612,14516
dmDDF,15336,15272
__glfw,14752,0
btAxisSweep3Internal<>,13936,13936
_ssl_* (library),13880,13880
_expr_* (library),13696,13696
_field_* (library),13136,13136
gjkepa2_impl,13108,13108
btGeneric6DofConstraint,12816,12816
b2World,12560,12560
_dmGameSystemDDF_* (library),11625,11240
_vorbis_* (library),11392,11392
dmHttpCache,11187,11187
dmEasing,11000,11000
dmObjectPool<>,10832,10832
dmResourceMounts,10652,10652
_luaL_* (library),10448,10448
b2DynamicTree,10208,10208
btDbvt,10016,10016
_crec_* (library),9600,9600
dmHID,9472,9088
_inflate,9424,9424
_crc_* (library),9248,9248
dmSocket,8848,8848
dBoxBox2(),8736,8736
dmHttpClient,8496,8480
_ov_* (library),8480,8480
"_DATA,_* (library)",8456,8456
_sincos_* (library),8208,8208
_vwin4096,8192,8192
_create_* (library),8144,8144
btOptimizedBvh,8144,8144
btIDebugDraw,7808,7808
_json_* (library),7696,7680
_ciphersuite_* (library),7680,7680
b2ContactSolver,7520,7520
dmBuffer,7464,7456
_x509_* (library),7458,7458
btConvexConvexAlgorithm,7440,7440
btRigidBody,7432,7432
_dmRenderDDF_* (library),7335,7048
btGjkEpaSolver2,7296,7296
_rec_* (library),7232,7232
b2PrismaticJoint,7200,7200
_ogg_* (library),7040,7040
_mh_* (library),6992,32
dmConfigFile,6960,6960
_lex_* (library),6816,6816
_rmtp_* (library),6728,896
_ecp_* (library),6369,6321
btVoronoiSimplexSolver,6288,6288
_OBJC_* (library),6112,6112
_inflate_* (library),6096,6096
b2GearJoint,6000,6000
_deflate_* (library),5920,5920
btCompoundCollisionAlgorithm,5848,5848
_mdct_* (library),5760,5760
_snap_* (library),5728,5728
_dmPhysicsDDF_* (library),5636,5536
b2GridShape,5596,5596
btCompoundShape,5576,5576
b2SeparationFunction,5440,5440
dmHttpService,5344,5344
dmConnectionPool,5328,5328
topdown(),5224,5168
b2RevoluteJoint,5184,5184
btConvexConcaveCollisionAlgorithm,5088,5088
btDbvtBroadphase,5008,5008
_dmGraphics_* (library),4986,4920
b2Body,4976,4976
dmSys,4960,4880
