compileunits,vmsize,filesize
src/gameobject/gameobject_props.cpp,4956950,4956950
[__LINKEDIT],1080324,1080236
src/zip/zip.cpp,585803,585803
proto/render/render_target_ddf.cpp,526359,1959
src/basis/transcoder/basisu_transcoder.cpp,523588,523588
"[__TEXT,__cstring]",503400,503400
src/gui.cpp,142185,140945
proto/graphics/graphics_ddf.cpp,114092,85368
src/mbedtls/crypto/library/cipher_wrap.c,113687,7967
"[__TEXT,__gcc_except_tab]",106004,106004
src/gameobject/gameobject.cpp,101026,101026
src/vulkan/graphics_vulkan.cpp,96842,96754
src/particle.cpp,90783,90575
src/lz4/lz4.c,80257,80257
src/dlib/image.cpp,71909,71909
"[__TEXT,__unwind_info]",68720,68720
src/gamesys/components/comp_gui.cpp,63850,63722
src/gamesys/components/comp_model.cpp,57419,57243
src/transcoder/graphics_transcoder_basisu.cpp,56619,17675
src/gui_script.cpp,56511,56511
src/lz4/lz4hc.c,55064,55064
src/font_ttf.cpp,52763,52763
src/rig.cpp,46496,46256
src/gamesys/components/comp_sprite.cpp,46149,45861
src/render/render_script.cpp,42156,42124
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,40708,40708
src/script.cpp,40669,40589
src/sound.cpp,37427,37315
src/mbedtls/library/ssl_tls.c,36073,36073
src/gamesys/resources/res_model.cpp,34919,34919
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,34709,34709
src/script_vmath.cpp,34472,34472
src/resource.cpp,34344,34344
src/gamesys/components/comp_mesh.cpp,33889,33633
src/graphics.cpp,33777,32809
src/gamesys/scripts/script_resource.cpp,33003,33003
src/render/render.cpp,32783,32671
src/dlib/hash.cpp,31775,31775
proto/rig/rig_ddf.cpp,29522,29318
src/engine.cpp,29196,29196
src/luasocket/inet.c,28250,28250
src/gamesys/components/comp_tilegrid.cpp,27619,27531
src/gameobject/gameobject_script.cpp,27419,27419
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,26472,26468
src/physics/physics_3d.cpp,26408,26352
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,26302,26298
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,26002,25998
src/input.cpp,24304,24296
src/physics/box2d_defold/box2d_defold_physics.cpp,23735,23679
"[__TEXT,__objc_methname]",21823,21823
src/resource_mounts.cpp,21818,21818
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,21774,21774
src/vulkan/graphics_vulkan_device.cpp,21733,21733
"[__TEXT,__eh_frame]",20560,20560
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,20347,20347
