compileunits,vmsize,filesize
src/gameobject/gameobject_props.cpp,4996475,4996475
[__LINKEDIT],1094575,1091895
src/zip/zip.cpp,585803,585803
proto/render/render_target_ddf.cpp,526359,1959
src/basis/transcoder/basisu_transcoder.cpp,523551,523551
"[__TEXT,__cstring]",500632,500632
src/gui.cpp,142521,141289
proto/graphics/graphics_ddf.cpp,114808,86084
src/mbedtls/crypto/library/cipher_wrap.c,112519,7967
"[__TEXT,__gcc_except_tab]",106004,106004
src/gameobject/gameobject.cpp,101108,101108
src/vulkan/graphics_vulkan.cpp,99816,99728
src/particle.cpp,91254,91046
src/lz4/lz4.c,80257,80257
src/dlib/image.cpp,71909,71909
"[__TEXT,__unwind_info]",68552,68552
src/gamesys/components/comp_gui.cpp,66144,65568
src/gamesys/components/comp_model.cpp,63780,62620
src/transcoder/graphics_transcoder_basisu.cpp,56721,17769
src/gui_script.cpp,56426,56426
src/lz4/lz4hc.c,55064,55064
src/gamesys/components/comp_sprite.cpp,49128,48520
src/rig.cpp,47216,46976
src/render/render_script.cpp,43760,43416
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,40708,40708
src/script.cpp,39143,39063
src/sound.cpp,38212,38100
src/gamesys/components/comp_mesh.cpp,36770,36194
src/mbedtls/library/ssl_tls.c,36174,36174
src/gamesys/gamesys.cpp,35032,31176
src/gamesys/resources/res_model.cpp,34770,34770
src/resource.cpp,34745,34745
src/render/render.cpp,34715,34395
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,34709,34709
src/script_vmath.cpp,34472,34472
src/graphics.cpp,33122,32210
src/gamesys/scripts/script_resource.cpp,32941,32941
src/gamesys/scripts/script_physics.cpp,32515,30315
src/dlib/hash.cpp,31775,31775
src/engine.cpp,31722,31722
src/gamesys/components/comp_tilegrid.cpp,30244,29828
proto/rig/rig_ddf.cpp,29522,29318
src/luasocket/inet.c,28250,28250
src/gameobject/gameobject_script.cpp,27374,27374
src/physics/physics_3d.cpp,26691,26635
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,26472,26468
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,26302,26298
src/gamesys/resources/res_texture.cpp,26209,23385
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,26002,25998
src/input.cpp,24373,24365
src/physics/box2d_defold/box2d_defold_physics.cpp,24030,23974
"[__TEXT,__objc_methname]",21823,21823
src/resource_mounts.cpp,21818,21818
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,21786,21786
src/vulkan/graphics_vulkan_device.cpp,21733,21733
src/gamesys/components/comp_label.cpp,21121,20417
"[__TEXT,__eh_frame]",20560,20560
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,20347,20347
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,20301,20301
"[__DATA_CONST,__const]",20080,20080
src/gamesys/components/comp_particlefx.cpp,20044,19548
