symbol_group_name,vmsize,filesize
[__LINKEDIT],1998848,1995512
dmScript,619812,95204
dmGameSystem,335593,331521
_lj_* (library),205796,205796
"_TEXT,_* (library)",141195,141195
dmCrash,111452,5948
dmGui,106210,105242
_mbedtls_* (library),103004,103000
dmGameObject,100220,100188
basist,99061,84203
dmRender,87564,84884
dmGraphics,69359,68278
_GLOBAL_* (library),47212,47212
dmHashTable<>,41636,41636
_ZNSt3_* (library),34968,34968
_cp_* (library),34720,34720
dmParticle,33728,33648
dmPhysics,33412,33300
stbi__process_marker(),31802,31802
std,30804,30804
dmResource,27308,27308
dmSound,20464,20272
_lua_* (library),19272,19272
_load_* (library),17804,17804
btCollisionWorld,16572,16568
_vwin8192,16388,16388
_mh_* (library),16384,32
dmLiveUpdate,16072,14976
dmRig,15608,15584
btDiscreteDynamicsWorld,14436,14436
dmEngine,14404,14396
_lex_* (library),14288,14288
_OBJC_* (library),14068,14068
_ssl_* (library),13864,13864
btSequentialImpulseConstraintSolver,13860,13860
dmDDF,12416,12352
dmInput,12412,11392
_parse_* (library),11800,11800
_dmGameSystemDDF_* (library),11269,10848
dmObjectPool<>,10832,10832
dmEasing,10820,10820
_crc_* (library),10402,10402
_vorbis_* (library),10264,10264
_luaL_* (library),9964,9964
b2World,9924,9924
_serialize_* (library),9780,9780
gjkepa2_impl,9060,9060
dmHttpCache,9023,9023
_dmRigDDF_* (library),8610,8464
dmHID,8568,8200
_gc_* (library),8244,8244
_sincos_* (library),8200,8200
_vwin4096,8192,8192
dmResourceMounts,8164,8164
_zip_* (library),8156,8156
_expr_* (library),7996,7996
_inflate,7992,7992
_json_* (library),7972,7956
_ciphersuite_* (library),7736,7736
_dmRenderDDF_* (library),7647,7328
btAxisSweep3Internal<>,7040,7040
dmHttpClient,7032,7016
_deflate_* (library),6936,6936
_bcemit_* (library),6724,6724
_rmtp_* (library),6720,784
[__TEXT],6686,22966
tinfl_decompress(),6498,6498
btIDebugDraw,6352,6352
_strscan_* (library),6280,6280
dmBuffer,6264,6256
dmSocket,6136,6136
dmConfigFile,6112,6112
dBoxBox2(),6092,6092
"_DATA,_* (library)",6080,6080
_bcwrite_* (library),6012,6012
b2DynamicTree,5856,5856
_ecp_* (library),5712,5664
_x509_* (library),5596,5596
_dmPhysicsDDF_* (library),5588,5488
_carith_* (library),5580,5580
_bcread_* (library),5544,5544
_create_* (library),5528,5528
b2ContactSolver,5376,5376
_fs_* (library),5276,5276
_ov_* (library),5268,5268
_objc_* (library),5152,5152
_ogg_* (library),5124,5124
_ccall_* (library),5048,5048
_io_* (library),5008,5008
[__DATA],5000,20
_dmGraphics_* (library),4969,4896
_inflate_* (library),4888,4888
btConvexConvexAlgorithm,4768,4768
dmHttpService,4748,4748
_dmGuiDDF_* (library),4727,4536
_opt_* (library),4652,4652
dmConnectionPool,4620,4620
b2PrismaticJoint,4540,4540
_mdct_* (library),4516,4516
btRigidBody,4516,4516
_cconv_* (library),4472,4472
btVoronoiSimplexSolver,4288,4288
_meth_* (library),4272,4272
btMinkowskiPenetrationDepthSolver,4180,3180
_dmGameObjectDDF_* (library),4173,3840
btDbvt,4164,4164
_do_* (library),4144,4144
_vwin2048,4096,4096
btHashedOverlappingPairCache,4084,4084
_ffi_* (library),4080,4080
b2Body,4052,4052
dmMessage,4044,4012
dmSoundCodec,4040,4008
dmHttpDDF,4036,4036
b2GearJoint,4012,4012
_tmalloc_* (library),3984,3984
dmSys,3904,3812
_process_* (library),3880,3880
