symbol_group_name,vmsize,filesize
[__LINKEDIT],1884160,1869880
dmScript,618528,93924
dmGameSystem,335961,330129
_lj_* (library),205664,205664
"_TEXT,_* (library)",144383,144383
dmCrash,111560,6048
_mbedtls_* (library),102232,102228
basist,94653,79795
dmGameObject,93284,93252
dmGui,87338,86370
dmRender,86700,80060
dmGraphics,71511,70526
_pfb,65552,65552
_GLOBAL_* (library),58652,58652
_cp_* (library),34720,34720
dmPhysics,32996,32884
_ZNSt3_* (library),32840,32840
stbi__process_marker(),32291,32291
std,30800,30800
dmParticle,29728,29560
dmResource,27852,27852
dmHashTable<>,21040,21040
_lua_* (library),19284,19284
_load_* (library),18836,18836
dmSound,18828,18692
dmEngine,16636,16628
btCollisionWorld,16572,16568
_vwin8192,16388,16388
_mh_* (library),16384,32
dmLiveUpdate,16280,15184
dmRig,14828,14804
_OBJC_* (library),14740,14740
btDiscreteDynamicsWorld,14436,14436
_lex_* (library),14288,14288
btSequentialImpulseConstraintSolver,13860,13860
_ssl_* (library),13704,13704
dmInput,12244,11224
dmDDF,11840,11776
_parse_* (library),11808,11808
_dmGameSystemDDF_* (library),11269,10848
dmEasing,10824,10824
_crc_* (library),10402,10402
_zip_* (library),10348,10348
_vorbis_* (library),10240,10240
_luaL_* (library),9984,9984
_serialize_* (library),9780,9780
[__TEXT],9723,26003
b2World,9564,9564
gjkepa2_impl,9052,9052
dmHttpCache,8773,8773
_dmRigDDF_* (library),8610,8464
dmHID,8548,8180
_sincos_* (library),8200,8200
_vwin4096,8192,8192
_gc_* (library),8180,8180
_expr_* (library),7996,7996
_json_* (library),7860,7844
dmResourceMounts,7836,7836
_inflate,7832,7832
_ciphersuite_* (library),7800,7800
_dmRenderDDF_* (library),7756,7424
dmHttpClient,7648,7632
_create_* (library),7124,7124
btAxisSweep3Internal<>,7040,7040
dmSoundCodec,7008,6976
_deflate_* (library),6892,6892
_bcemit_* (library),6724,6724
tinfl_decompress(),6434,6434
btIDebugDraw,6308,6308
_strscan_* (library),6280,6280
"_DATA,_* (library)",6208,6208
dBoxBox2(),6092,6092
dmSocket,6040,6040
_bcwrite_* (library),6012,6012
_dmPhysicsDDF_* (library),5748,5648
_ecp_* (library),5704,5656
b2DynamicTree,5676,5676
_bcread_* (library),5656,5656
_carith_* (library),5580,5580
_x509_* (library),5552,5552
dmConfigFile,5428,5428
_dmGraphics_* (library),5426,5344
b2ContactSolver,5376,5376
dmBuffer,5332,5324
_fs_* (library),5276,5276
_objc_* (library),5152,5152
_ccall_* (library),5048,5048
_ogg_* (library),5008,5008
_io_* (library),5008,5008
_inflate_* (library),4896,4896
btConvexConvexAlgorithm,4768,4768
_dmGuiDDF_* (library),4727,4536
dmHttpService,4568,4568
dmObjectPool<>,4552,4552
b2PrismaticJoint,4524,4524
_mdct_* (library),4516,4516
btRigidBody,4516,4516
_cconv_* (library),4472,4472
_opt_* (library),4444,4444
btVoronoiSimplexSolver,4288,4288
[__DATA],4272,12
_meth_* (library),4272,4272
btMinkowskiPenetrationDepthSolver,4180,3180
_dmGameObjectDDF_* (library),4173,3840
btDbvt,4164,4164
dmSys,4140,4040
_vwin2048,4096,4096
btHashedOverlappingPairCache,4084,4084
_ffi_* (library),4080,4080
dmMessage,4068,4036
_do_* (library),4056,4056
b2Body,4048,4048
dmHttpDDF,4036,4036
dmConnectionPool,4016,4016
_tmalloc_* (library),3984,3984
b2GearJoint,3984,3984
_process_* (library),3860,3860
_inet_* (library),3784,3784
btDbvtBroadphase,3708,3708
b2GridShape,3708,3708
b2RevoluteJoint,3656,3656
btCompoundCollisionAlgorithm,3648,3648
dmResourceProviderArchiveMutable,3620,3492
dmSSLSocket,3604,3596
_deflate,3524,3524
b2Island,3508,3508
_luaopen_* (library),3504,3504
_socket_* (library),3448,3448
_callback_* (library),3384,3384
dmLog,3364,3068
btCompoundShape,3348,3348
dmPlatform,3268,3260
_ctype_* (library),3264,3264
_ov_* (library),3172,3172
b2SeparationFunction,3128,3128
_dmMath_* (library),3094,2872
_debug_* (library),3088,3088
_tr_* (library),3060,3060
btConvexPlaneCollisionAlgorithm,3036,3036
dmResourceArchive,3032,3032
btSimulationIslandManager,2972,2972
b2EPCollider,2960,2960
b2WheelJoint,2928,2928
b2Fixture,2880,2880
btConvexConcaveCollisionAlgorithm,2752,2752
_nd_* (library),2740,2740
btGjkEpaSolver2,2704,2704
btGjkPairDetector,2696,2696
dmResourceProviderZip,2684,2556
_res_* (library),2636,2636
_dmParticleDDF_* (library),2628,2528
b2WeldJoint,2612,2612
_add_* (library),2560,2560
_floor1_* (library),2556,2556
_make_* (library),2492,2492
b2PulleyJoint,2480,2480
btBoxShape,2464,2464
btCapsuleShape,2440,2440
dmDeviceOpenAL,2436,2436
_mpi_* (library),2416,2416
btQuantizedBvh,2408,2408
__packetout,2376,2376
_build_* (library),2332,2332
_LZ4_* (library),2328,2328
_prepend_* (library),2316,2316
b2PolygonShape,2280,2280
b2DistanceJoint,2192,2192
btConvexHullShape,2168,2168
SphereTriangleDetector,2164,2164
b2Contact,2132,1528
btCollisionDispatcher,2072,2072
b2RopeJoint,2056,2056
_char2escape,2048,2048
_fixedtables.lenfix,2048,2048
_vwin1024,2048,2048
dmArray<>,2032,2032
_clib_* (library),2028,2028
_buffer_* (library),2012,2012
_decode_* (library),1992,1992
dmJobThread,1988,1972
_gola_* (library),1940,1940
btSubsimplexConvexCast,1916,1916
_crc32_* (library),1908,1908
_err_* (library),1908,1908
_oid_* (library),1896,1896
_rsa_* (library),1892,1892
btDefaultCollisionConfiguration,1884,1884
dmResourceProviderArchive,1880,1752
dmCrypt,1876,1876
_dmModelDDF_* (library),1873,1752
_release_* (library),1840,1840
dmLoadQueue,1828,1828
_dmInputDDF_* (library),1824,1808
b2Distance(),1808,1808
btConvexTriangleCallback,1804,1804
_mapping_* (library),1804,1804
_pk_* (library),1788,1788
btContinuousConvexCollision,1784,1784
ReverseHashContainer,1776,1776
b2BlockAllocator,1764,1116
btConvexShape,1736,1736
_jpeg_* (library),1707,1707
btAlignedObjectArray<>,1704,1704
btCompoundLeafCallback,1692,1692
basisu,1681,1681
_global_* (library),1664,1664
b2Simplex,1640,1640
btPersistentManifold,1628,1628
_ecdsa_* (library),1612,1612
btTriangleShape,1604,1604
b2FrictionJoint,1592,1592
_resample_* (library),1592,1592
b2MouseJoint,1588,1588
_jmp_* (library),1572,1572
_var_* (library),1564,1564
_strfmt_* (library),1532,1532
_match,1516,1516
_alloc_* (library),1472,1472
_luaJIT_* (library),1460,1460
_dmHttpDDF_* (library),1458,1376
btHashMap<>,1432,1432
_static_* (library),1368,1368
dmBlockAllocator,1352,1352
_get_* (library),1344,1344
btTransformUtil,1340,1340
btConvexInternalShape,1312,1312
dmResourceProvider,1312,1312
_auxiliar_* (library),1312,1312
_pem_* (library),1308,1308
_ccm_* (library),1304,1304
btBvhTriangleMeshShape,1288,1288
_g_* (library),1280,0
_fetch_* (library),1272,1272
dmIntersection,1252,1252
btPolyhedralConvexShape,1244,1244
b2CollidePolygons(),1240,1240
b2BroadPhase,1240,1240
_dmLiveUpdateDDF_* (library),1230,1216
dmHashFinal64(),1212,1212
dmVMath,1212,1212
b2TimeOfImpact(),1196,1196
_send_* (library),1188,1188
mz_crc32(),1188,1188
b2ContactManager,1172,1172
dmHashFinal32(),1168,1168
_ll_* (library),1164,1164
_dmSystemDDF_* (library),1160,880
dmTransform,1144,1144
_oggpack_* (library),1132,1132
_ffh_* (library),1120,1120
btPolyhedralConvexAabbCachingShape,1120,1016
btManifoldResult,1108,1108
dmExtension,1088,1088
_camellia_* (library),1088,1088
_str_* (library),1080,1080
_chacha20_* (library),1080,1080
btSphereSphereCollisionAlgorithm,1080,1080
_hash_* (library),1056,1056
_idct_* (library),1044,1044
btPerturbedContactResult,1044,1044
_INVSQ_* (library),1032,1032
_auxsort,1028,1028
btCollisionObject,1028,1028
_FLOOR_* (library),1024,1024
_FT0,1024,0
_FT1,1024,0
_FT2,1024,0
_FT3,1024,0
_K,1024,1024
_RT0,1024,0
_RT1,1024,0
_RT2,1024,0
_RT3,1024,0
_vwin512,1024,1024
btSphereTriangleCollisionAlgorithm,1024,1024
_glfwOpenWindow,1008,1008
_compute_* (library),992,992
btBoxBoxCollisionAlgorithm,992,992
btCollisionShape,988,988
_lib_* (library),984,984
_compress_* (library),968,968
dmMutex,948,948
dmResourceProviderFile,944,816
btGjkConvexCast,940,940
Vectormath,928,928
_oggbyte_* (library),928,928
_timeout_* (library),924,924
dmHashUpdateBuffer64(),912,912
_aes_* (library),908,904
_fill_* (library),904,904
_dmGamesysDDF_* (library),898,752
_cpparser,892,892
DebugDrawcallback,888,888
dmPath,888,888
dmHashClone64(),884,884
_dmHashBuffer32,876,876
_tcp_* (library),872,872
_floor0_* (library),868,868
dmHashUpdateBuffer32(),856,856
dmImage,856,856
dmHashClone32(),852,852
_LogInternal,832,832
__glfwInput,832,0
_tls1_* (library),820,820
dmHashRelease64(),820,820
_adler32_* (library),816,816
dmZlib,816,816
btSphereShape,816,816
_dmHashReverseErase64,804,804
_dmPropertiesDDF_* (library),788,784
