compileunits,vmsize,filesize
[__LINKEDIT],904852,904612
../src/gameobject/comp_anim.cpp,602841,602841
../src/script.cpp,560281,35809
../src/gui.cpp,240822,132254
../src/basis/transcoder/basisu_transcoder.cpp,171558,171558
"[__TEXT,__cstring]",149199,149199
../src/opengl/graphics_opengl.cpp,94924,94844
../src/gameobject/gameobject.cpp,85563,85211
../src/particle.cpp,59909,59829
../src/gamesys/components/comp_gui.cpp,59835,59595
../src/gamesys/components/comp_model.cpp,51240,49768
../src/dlib/image.cpp,50618,50618
../src/gui_script.cpp,49259,49259
../src/gamesys/components/comp_sprite.cpp,41610,41162
../src/gamesys/components/comp_tilegrid.cpp,41185,40737
../src/render/render_script.cpp,40858,40738
../src/gamesys/components/comp_mesh.cpp,35307,34843
../src/gamesys/resources/res_texture.cpp,35096,30800
../src/script_vmath.cpp,32516,32516
../src/gamesys/resources/res_model.cpp,30931,30931
[__TEXT],30144,30040
../src/render/render.cpp,29633,29281
../src/mbedtls/library/ssl_tls.c,29407,29407
../src/rig.cpp,29043,28803
../src/resource.cpp,28815,28815
../src/gamesys/scripts/script_resource.cpp,28726,28726
../src/resource_preloader.cpp,27906,27906
proto/graphics/graphics_ddf.cpp,27298,13366
proto/rig/rig_ddf.cpp,27107,26907
../src/gameobject/gameobject_script.cpp,26541,26541
../src/sound.cpp,26473,26433
../src/zip/zip.cpp,25475,25475
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,24985,24985
../src/render/font_renderer.cpp,24578,24098
../src/dlib/hash.cpp,24146,24146
../src/gamesys/components/comp_collision_object.cpp,22981,22869
../src/graphics.cpp,22721,22721
../src/physics/physics_3d.cpp,21874,21818
../src/physics/physics_2d.cpp,20525,20469
../src/engine.cpp,20502,20270
../src/input.cpp,19576,19568
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,19375,19371
../src/gamesys/components/comp_label.cpp,19018,18906
"[__DATA,__const]",17584,17584
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,17338,17334
../src/resource_mounts.cpp,16852,16852
../src/gameobject/comp_script.cpp,16586,16586
../src/gamesys/components/comp_sound.cpp,16040,15816
../src/luasocket/inet.c,15940,15940
../src/mbedtls/crypto/library/bignum.c,15583,15583
