compileunits,vmsize,filesize
[__LINKEDIT],717436,706708
src/gameobject/gameobject_props.cpp,560613,560613
proto/render/render_target_ddf.cpp,526002,1618
src/basis/transcoder/basisu_transcoder.cpp,231867,231867
"[__TEXT,__cstring]",155108,155108
src/gameobject/gameobject.cpp,124221,124221
src/dlib/configfile.cpp,114055,8327
src/gameobject/comp_anim.cpp,108115,108115
src/gui.cpp,92570,90314
src/opengl/graphics_opengl.cpp,92354,92274
src/dlib/image.cpp,53010,53010
src/particle.cpp,48510,48510
src/gui_script.cpp,48371,48371
src/gamesys/components/comp_gui.cpp,47739,47611
src/engine.cpp,45415,45415
src/gamesys/components/comp_model.cpp,35174,35174
src/render/render_script.cpp,33832,33832
src/script_vmath.cpp,32708,32708
src/script.cpp,31946,31946
src/gamesys/scripts/script_resource.cpp,30825,30825
src/resource.cpp,30113,30113
src/gamesys/resources/res_model.cpp,29841,29841
src/zip/zip.cpp,29693,29693
src/mbedtls/library/ssl_tls.c,29373,29373
src/gamesys/components/comp_sprite.cpp,29282,29282
proto/graphics/graphics_ddf.cpp,27769,13829
src/gamesys/components/comp_mesh.cpp,27312,27184
proto/rig/rig_ddf.cpp,27107,26907
[__TEXT],25815,25711
src/render/render.cpp,25103,25103
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,24985,24985
src/gameobject/gameobject_script.cpp,24254,24254
src/sound.cpp,24074,23946
src/graphics.cpp,23744,22808
src/physics/physics_3d.cpp,20331,20331
src/font_ttf.cpp,20177,20177
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,19375,19371
src/physics/box2d_defold/box2d_defold_physics.cpp,19181,19181
src/rig.cpp,18636,18636
src/dlib/hash.cpp,18597,18597
"[__DATA,__const]",17896,17896
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,17338,17334
src/gamesys/scripts/script_physics.cpp,17058,17058
src/gameobject/comp_script.cpp,16711,16711
src/gamesys/components/comp_tilegrid.cpp,16079,16079
src/luasocket/inet.c,15958,15958
src/input.cpp,15878,15878
src/resource_preloader.cpp,15628,15628
src/mbedtls/crypto/library/bignum.c,15627,15627
src/luacjson/lua_cjson.c,15326,15326
src/gamesys/components/box2d/comp_collision_object_box2d.cpp,15016,15016
src/resource_mounts.cpp,14213,14213
src/zlib/deflate.c,14033,14033
src/mbedtls/crypto/library/aes.c,13947,6647
