compileunits,vmsize,filesize
[__LINKEDIT],740298,726482
src/gameobject/gameobject_props.cpp,603544,603544
proto/render/render_target_ddf.cpp,526002,1618
src/basis/transcoder/basisu_transcoder.cpp,231814,231814
"[__TEXT,__cstring]",153493,153493
src/gameobject/gameobject.cpp,125388,125388
src/dlib/configfile.cpp,112887,8327
src/gameobject/comp_anim.cpp,107926,107926
src/gui.cpp,93826,91570
src/opengl/graphics_opengl.cpp,92634,92554
src/dlib/image.cpp,53010,53010
src/gamesys/components/comp_gui.cpp,49796,49668
src/particle.cpp,48866,48658
src/gui_script.cpp,48271,48271
src/engine.cpp,46414,46414
src/gamesys/components/comp_model.cpp,41502,40358
src/render/render_script.cpp,36790,36446
src/gamesys/gamesys.cpp,34618,30850
src/script_vmath.cpp,32708,32708
src/gamesys/components/comp_sprite.cpp,31885,31885
src/gamesys/scripts/script_physics.cpp,31880,29696
src/gamesys/scripts/script_resource.cpp,30825,30825
src/script.cpp,30501,30421
src/resource.cpp,30401,30401
src/gamesys/components/comp_mesh.cpp,30079,29951
src/gamesys/resources/res_model.cpp,29841,29841
src/zip/zip.cpp,29693,29693
src/mbedtls/library/ssl_tls.c,29373,29373
proto/graphics/graphics_ddf.cpp,28485,14545
proto/rig/rig_ddf.cpp,27107,26907
src/render/render.cpp,26987,26667
src/resource_preloader.cpp,26219,26219
src/gamesys/resources/res_texture.cpp,25506,22698
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,24985,24985
src/sound.cpp,24310,24182
src/gameobject/gameobject_script.cpp,24226,24226
src/graphics.cpp,23489,22569
[__TEXT],22354,22250
src/physics/physics_3d.cpp,20483,20427
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,19375,19371
src/physics/box2d_defold/box2d_defold_physics.cpp,19333,19277
src/rig.cpp,18848,18608
src/gamesys/components/comp_tilegrid.cpp,18642,18642
src/dlib/hash.cpp,18597,18597
"[__DATA,__const]",17840,17840
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,17338,17334
src/gameobject/comp_script.cpp,16890,16890
src/luasocket/inet.c,15958,15958
src/input.cpp,15898,15890
src/gamesys/components/comp_label.cpp,15668,15668
src/mbedtls/crypto/library/bignum.c,15627,15627
src/luacjson/lua_cjson.c,15326,15198
src/gamesys/components/box2d/comp_collision_object_box2d.cpp,15120,15120
src/gamesys/components/comp_collection_proxy.cpp,15022,15022
src/resource_mounts.cpp,14213,14213
src/zlib/deflate.c,14033,14033
src/mbedtls/crypto/library/aes.c,13947,5199
src/gamesys/scripts/script_buffer.cpp,13603,13603
../Box2D/Dynamics/b2World.cpp,13533,13533
src/mbedtls/crypto/library/ecp.c,13445,13393
"[__DATA,__objc_const]",13200,13200
src/gamesys/scripts/box2d/script_box2d_body_defold.cpp,13096,13096
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,13018,13018
src/gamesys/components/comp_particlefx.cpp,12979,12979
src/gamesys/components/comp_collision_object.cpp,12553,12553
src/mbedtls/library/x509_crt.c,12497,12497
src/script_table.cpp,11630,11630
proto/gamesys/physics_ddf.cpp,11576,11444
src/script_sys.cpp,11567,11535
src/zlib/crc32.c,11402,11402
src/zlib/inflate.c,11359,11359
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,11302,11302
proto/gamesys/gamesys_ddf.cpp,11146,10974
src/gamesys/components/comp_sound.cpp,11051,10923
src/zlib/trees.c,10993,10993
src/render/font.cpp,10399,10399
src/mbedtls/library/ssl_cli.c,10394,10394
src/script_timer.cpp,10272,10192
proto/gamesys/gui_ddf.cpp,10258,10046
proto/gameobject/gameobject_ddf.cpp,10163,9783
src/render/material.cpp,10026,10026
../Box2D/Dynamics/b2ContactManager.cpp,10007,10007
src/dlib/http_cache.cpp,9973,9973
src/mbedtls/library/ssl_ciphersuites.c,9872,9216
src/mbedtls/crypto/library/rsa.c,9822,9822
src/gamesys/components/bullet3d/comp_collision_object_bullet3d.cpp,9670,9670
"[__TEXT,__objc_methname]",9577,9577
src/liveupdate.cpp,9521,9385
src/dlib/http_client.cpp,9495,9495
src/gamesys/components/comp_collection_factory.cpp,9229,9229
../package/bullet-2.77/src/LinearMath/btQuickprof.cpp,8909,7933
src/gamesys/scripts/script_sys_gamesys.cpp,8878,8878
../lib/ios/app/BaseView.m,8840,8824
src/ddf/ddf_math.cpp,8823,7495
src/physics/debug_draw_3d.cpp,8783,8783
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConcaveCollisionAlgorithm.cpp,8650,8650
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvtBroadphase.cpp,8590,8590
src/render/font_renderer.cpp,8532,8188
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btBoxBoxDetector.cpp,7768,7768
src/mbedtls/crypto/library/cipher_wrap.c,7608,7608
../Box2D/Collision/b2Distance.cpp,7518,7506
src/mbedtls/crypto/library/ecp_curves.c,7421,7421
proto/render/font_ddf.cpp,7408,7128
src/dlib/message.cpp,7255,7191
src/dlib/buffer.cpp,7247,7247
proto/gamesys/tile_ddf.cpp,7195,6859
../Box2D/Dynamics/Contacts/b2ContactSolver.cpp,7161,7157
src/mbedtls/crypto/library/des.c,7134,7134
src/gamesys/gamesys_private.cpp,7057,7057
src/ddf/ddf_message.cpp,6902,6902
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btOverlappingPairCache.cpp,6791,6775
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConvexAlgorithm.cpp,6743,6739
../Box2D/Collision/b2TimeOfImpact.cpp,6606,5334
src/render/program_utils.cpp,6534,6534
src/platform_window_glfw.cpp,6394,6394
src/gamesys/components/comp_factory.cpp,6382,6382
src/http_service.cpp,6236,6236
src/script_liveupdate.cpp,6193,6193
../Box2D/Collision/b2DynamicTree.cpp,6055,6055
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btDefaultCollisionConfiguration.cpp,6028,6028
../package/bullet-2.77/src/BulletDynamics/Dynamics/btRigidBody.cpp,6017,6005
src/gamesys/components/comp_private.cpp,5985,5985
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCompoundCollisionAlgorithm.cpp,5931,5931
../Box2D/Dynamics/Joints/b2PrismaticJoint.cpp,5911,5911
src/script_msg.cpp,5877,5877
src/dlib/connection_pool.cpp,5851,5851
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btMinkowskiPenetrationDepthSolver.cpp,5806,4806
src/gamesys/resources/res_gui.cpp,5758,5630
src/hid.cpp,5731,5355
../Box2D/Dynamics/b2Body.cpp,5643,5643
src/luasocket/options.c,5632,5632
src/script/sys_ddf.cpp,5613,4281
src/mbedtls/crypto/library/sha1.c,5506,5506
src/gamesys/components/comp_camera.cpp,5503,5503
proto/render/render_ddf.cpp,5303,5263
src/gamesys/scripts/script_tilemap.cpp,5294,5294
src/dlib/socket_posix.cpp,5242,5242
../Box2D/Collision/Shapes/b2GridShape.cpp,5223,5223
"[__TEXT,__objc_methtype]",5178,5178
"[__TEXT,__objc_stubs]",5152,5152
proto/particle/particle_ddf.cpp,5143,5027
src/render/font_renderer_default.cpp,5133,5117
proto/gamesys/model_ddf.cpp,5126,4854
src/gamesys/scripts/script_model.cpp,5126,5126
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btVoronoiSimplexSolver.cpp,5099,5099
src/render/constant.cpp,5057,5057
src/script_hash.cpp,5029,5029
src/gamesys/scripts/script_http.cpp,4996,4996
src/script_ddf.cpp,4919,4887
"[__TEXT,__unwind_info]",4808,4808
src/native/hid_native.cpp,4779,4779
src/ddf/ddf.cpp,4767,4767
../Box2D/Dynamics/Joints/b2RevoluteJoint.cpp,4758,4758
src/mbedtls/crypto/library/camellia.c,4714,4714
src/gamesys/resources/res_mesh.cpp,4711,4711
../Box2D/Dynamics/Joints/b2GearJoint.cpp,4678,4678
src/providers/provider_archive_mutable.cpp,4658,4658
src/resource_archive.cpp,4655,4655
src/gamesys/resources/res_render_target.cpp,4652,4652
src/gamesys/scripts/script_sound.cpp,4635,4635
src/decoders/decoder_wav.cpp,4632,4624
