compileunits,vmsize,filesize
[section .debug_loc],0,2592868
../src/script_sys.cpp,533360,26936
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/cxa_demangle.cpp,34819,411281
../src/common/main.cpp,4,407224
../src/gui.cpp,92866,372762
[section .rodata],369716,369716
../src/basis/transcoder/basisu_transcoder.cpp,104812,364543
../src/gameobject/gameobject.cpp,58872,295252
../src/opengl/graphics_opengl.cpp,107968,277257
[section .debug_frame],0,252136
../src/particle.cpp,48808,238709
[section .text],223472,223472
../src/gamesys/components/comp_gui.cpp,39520,203862
../src/gamesys/components/comp_sprite.cpp,32424,179889
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/src/algorithm.cpp,26952,178691
../src/lz4/lz4hc.c,63365,177095
../src/gamesys/components/comp_model.cpp,34288,175169
../src/lz4/lz4.c,53362,167181
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,19860,160076
../src/render/render.cpp,20292,150727
../src/script_vmath.cpp,31588,149055
../src/physics/physics_3d.cpp,17853,139026
../src/gamesys/components/comp_mesh.cpp,22800,132542
../src/rig.cpp,19856,131517
../src/gui_script.cpp,38832,130151
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,16900,128612
../src/zip/zip.cpp,44948,127294
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,18896,127195
../src/dlib/image.cpp,42898,124278
../src/physics/physics_2d.cpp,14888,114434
../src/render/render_script.cpp,29064,107337
../src/crash.cpp,104809,11589
[section .symtab],0,104592
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,18896,103926
../src/mbedtls/library/ssl_tls.c,27868,99405
../src/gamesys/components/comp_collision_object.cpp,20104,98840
../src/engine.cpp,19808,96655
../src/render/font_renderer.cpp,19788,96591
../src/resource.cpp,21480,95857
../src/gamesys/resources/res_model.cpp,20348,94775
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,15436,94376
../src/graphics.cpp,12368,93573
../src/dlib/hash.cpp,27754,90419
../src/script.cpp,25443,88697
../src/input.cpp,17557,87782
../src/gamesys/components/comp_tilegrid.cpp,13412,86461
../src/gamesys/components/comp_label.cpp,13804,85251
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,15540,81484
../src/gameobject/gameobject_script.cpp,21904,79226
../src/gamesys/scripts/script_resource.cpp,27120,78243
../src/sound.cpp,18128,77153
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,13756,76914
[section .strtab],0,76108
[section .rel.dyn],72032,72032
../src/resource_mounts.cpp,13884,70870
../src/gamesys/components/comp_particlefx.cpp,10752,70277
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,13260,67333
../src/gamesys/scripts/box2d/script_box2d_body.cpp,13296,66213
../src/box2d/Box2D/Dynamics/b2World.cpp,13468,65925
../src/render/material.cpp,9256,62143
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvt.cpp,9568,60622
[section .ARM.exidx],57784,57784
../src/physics/debug_draw_3d.cpp,8340,54039
[section .debug_str],0,51633
../src/gamesys/scripts/script_physics.cpp,15289,50393
../src/gamesys/components/comp_sound.cpp,8784,49366
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConvexAlgorithm.cpp,6245,49235
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConcaveCollisionAlgorithm.cpp,5932,48626
../lib/android/android_init.c,9461,47748
../src/gamesys/scripts/script_buffer.cpp,12888,47256
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btOverlappingPairCache.cpp,5664,47179
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvtBroadphase.cpp,6660,46434
../package/bullet-2.77/src/BulletDynamics/Dynamics/btRigidBody.cpp,3485,45827
../src/dlib/sys_posix.cpp,5704,45760
../src/resource_preloader.cpp,9640,45497
