compileunits,vmsize,filesize
[section .debug_loc],0,2647299
../src/script_sys.cpp,533368,26945
../src/common/main.cpp,4,418291
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/cxa_demangle.cpp,34819,411281
[section .rodata],374186,374186
../src/gui.cpp,91878,371991
../src/basis/transcoder/basisu_transcoder.cpp,104812,364539
../src/opengl/graphics_opengl.cpp,112920,308439
../src/gameobject/gameobject.cpp,58884,295518
[section .debug_frame],0,257840
../src/particle.cpp,49480,242313
[section .text],224540,224540
../src/gamesys/components/comp_gui.cpp,39932,206583
../src/gamesys/components/comp_sprite.cpp,32424,179909
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/src/algorithm.cpp,26952,178691
../src/lz4/lz4hc.c,63365,177095
../src/gamesys/components/comp_model.cpp,34168,174662
../src/lz4/lz4.c,53362,167181
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,19860,160076
../src/script_vmath.cpp,32268,154158
../src/render/render.cpp,20628,152340
../src/physics/physics_3d.cpp,17857,139032
../src/gamesys/components/comp_mesh.cpp,22812,132797
../src/rig.cpp,19856,131517
../src/gui_script.cpp,39304,131147
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,16900,128607
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,18896,127195
../src/dlib/image.cpp,42898,124278
../src/physics/physics_2d.cpp,14892,114451
../src/zip/zip.cpp,36066,111777
../src/render/render_script.cpp,29524,109032
[section .symtab],0,104976
../src/crash.cpp,104809,11589
../src/graphics.cpp,15264,104122
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,18896,103926
../src/engine.cpp,21708,103177
../src/resource.cpp,22368,100609
../src/mbedtls/library/ssl_tls.c,27868,99405
../src/gamesys/resources/res_model.cpp,20348,94935
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,15436,94376
../src/dlib/hash.cpp,27402,90972
../src/script.cpp,25439,89280
../src/input.cpp,17553,88133
../src/gamesys/components/comp_tilegrid.cpp,13412,86461
../src/gamesys/components/comp_label.cpp,13824,85379
../src/sound.cpp,20028,82870
../src/gamesys/scripts/script_resource.cpp,28416,82017
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,15540,81484
../src/gameobject/gameobject_script.cpp,21968,79329
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,13756,76914
[section .strtab],0,76500
../src/gamesys/components/comp_particlefx.cpp,11884,74034
[section .rel.dyn],73000,73000
../src/resource_mounts.cpp,13504,69917
../src/gamesys/components/box2d/comp_collision_object_box2d.cpp,11600,69075
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,13260,67333
../src/gamesys/scripts/box2d/script_box2d_body.cpp,13296,66213
../src/box2d/Box2D/Dynamics/b2World.cpp,13468,65925
../src/render/material.cpp,9216,61951
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvt.cpp,9568,60622
[section .ARM.exidx],58888,58888
../src/gamesys/components/comp_collision_object.cpp,8268,54901
../src/physics/debug_draw_3d.cpp,8340,54035
../src/gamesys/components/comp_sound.cpp,10008,53079
[section .debug_str],0,52539
../src/gamesys/scripts/script_physics.cpp,15301,50596
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConvexAlgorithm.cpp,6245,49235
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConcaveCollisionAlgorithm.cpp,5932,48626
../src/gamesys/scripts/script_buffer.cpp,13196,48387
../lib/android/android_init.c,9461,47748
../src/gamesys/components/bullet3d/comp_collision_object_bullet3d.cpp,8340,47582
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btOverlappingPairCache.cpp,5664,47179
../src/render/font.cpp,8700,46944
../src/dlib/sys_posix.cpp,6092,46809
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvtBroadphase.cpp,6660,46430
../src/resource_preloader.cpp,9776,45932
../package/bullet-2.77/src/BulletDynamics/Dynamics/btRigidBody.cpp,3485,45827
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCompoundCollisionAlgorithm.cpp,4044,45253
../src/gameobject/comp_anim.cpp,10432,45152
../src/gamesys/resources/res_gui.cpp,4636,44961
../src/gamesys/components/comp_collection_proxy.cpp,8528,44772
../src/script_timer.cpp,8063,44002
../src/devices/device_opensl.cpp,4176,43519
../src/mbedtls/crypto/library/bignum.c,16856,43294
../src/gameobject/comp_script.cpp,11424,43125
../src/gamesys/scripts/window/script_window_android.cpp,1312,43124
../src/render/program_utils.cpp,6532,42810
../src/gamesys/gamesys_private.cpp,8364,42779
../src/gamesys/components/comp_camera.cpp,7776,41176
[section .debug_ranges],0,40944
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCompoundShape.cpp,6164,40882
../src/zlib/deflate.c,20126,40462
../src/gamesys/components/comp_collection_factory.cpp,5784,40315
../src/script_table.cpp,10677,39907
../src/box2d/Box2D/Dynamics/Joints/b2PrismaticJoint.cpp,5284,39650
../src/box2d/Box2D/Dynamics/Contacts/b2ContactSolver.cpp,6120,39530
../src/gamesys/resources/res_font.cpp,6960,39417
../src/dlib/http_cache.cpp,10165,39156
../src/gamesys/components/comp_private.cpp,5884,38440
../src/mbedtls/crypto/library/ecp.c,13688,38088
../src/render/constant.cpp,6072,37653
../src/box2d/Box2D/Dynamics/b2ContactManager.cpp,6744,37132
proto/rig/rig_ddf.cpp,5761,36860
../src/box2d/Box2D/Collision/b2DynamicTree.cpp,8116,36795
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/private_typeinfo.cpp,3317,36688
../src/render/font_renderer.cpp,6588,36664
../src/mbedtls/library/ssl_cli.c,10108,36405
../lib/android/android_util.c,10580,35825
../src/gamesys/components/comp_factory.cpp,6040,34850
../lib/android/android_window.c,6011,34534
../src/dlib/http_client.cpp,9620,34490
../src/mbedtls/library/x509_crt.c,12388,34376
../src/platform_window_glfw.cpp,3632,34316
../src/dlib/configfile.cpp,7084,33885
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btGhostObject.cpp,3532,33532
../src/dlib/message.cpp,6897,33433
../src/dlib/buffer.cpp,6604,32493
../src/transcoder/graphics_transcoder_basisu.cpp,3120,31815
../src/gameobject/gameobject_props.cpp,6836,31780
../src/box2d/Box2D/Dynamics/Joints/b2RevoluteJoint.cpp,4160,31709
../src/render/camera.cpp,3832,30840
../src/liveupdate.cpp,9272,30805
../src/box2d/Box2D/Collision/b2TimeOfImpact.cpp,4844,30338
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionDispatcher.cpp,2104,30191
../src/render/compute.cpp,2492,29812
../src/box2d/Box2D/Dynamics/Joints/b2GearJoint.cpp,4248,29675
../src/box2d/Box2D/Dynamics/b2Body.cpp,4800,29582
../src/mbedtls/crypto/library/rsa.c,11452,29366
../src/box2d/Box2D/Dynamics/Joints/b2WheelJoint.cpp,3408,29043
