compileunits,vmsize,filesize
[section .debug_loc],0,2760274
src/script_sys.cpp,533368,26557
src/common/main.cpp,4,419420
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/cxa_demangle.cpp,34819,411295
[section .rodata],380733,380733
src/gui.cpp,92662,371156
src/basis/transcoder/basisu_transcoder.cpp,104812,361273
src/opengl/graphics_opengl.cpp,115220,314451
src/gameobject/gameobject.cpp,60200,295914
[section .debug_frame],0,264308
src/particle.cpp,49860,240670
[section .text],224496,224496
src/gamesys/components/comp_gui.cpp,38420,200738
src/gamesys/components/comp_model.cpp,37164,188041
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/src/algorithm.cpp,26952,178691
src/lz4/lz4hc.c,63365,177121
src/gamesys/components/comp_sprite.cpp,31600,174015
src/lz4/lz4.c,53362,167204
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionWorld.cpp,19860,160076
src/sound.cpp,86156,157470
src/script_vmath.cpp,32268,153653
src/render/render.cpp,21136,152238
src/rig.cpp,21664,141806
src/physics/physics_3d.cpp,18021,141301
src/font_ttf.cpp,39540,132841
src/gui_script.cpp,39728,131913
../package/bullet-2.77/src/BulletDynamics/Dynamics/btDiscreteDynamicsWorld.cpp,16900,128603
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btConeTwistConstraint.cpp,18896,127195
src/gamesys/components/comp_mesh.cpp,21752,127098
src/dlib/image.cpp,42898,123970
src/physics/box2d_defold/box2d_defold_physics.cpp,15140,111479
src/zip/zip.cpp,36066,111451
src/render/render_script.cpp,29164,106744
[section .symtab],0,106160
src/crash.cpp,105965,12340
src/graphics.cpp,15940,105383
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btQuantizedBvh.cpp,18896,103926
src/engine.cpp,22248,101755
src/resource.cpp,22736,100083
src/mbedtls/library/ssl_tls.c,27868,99496
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btSequentialImpulseConstraintSolver.cpp,15436,94369
src/script.cpp,27326,92506
src/dlib/hash.cpp,27402,90692
src/input.cpp,18417,89556
src/gamesys/resources/res_model.cpp,19056,87863
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btAxisSweep3.cpp,15540,81484
src/gamesys/components/comp_tilegrid.cpp,12392,80435
[section .strtab],0,78911
src/gamesys/components/comp_label.cpp,12336,78077
src/gamesys/scripts/script_resource.cpp,27584,78055
src/gameobject/gameobject_script.cpp,21048,77334
../package/bullet-2.77/src/BulletDynamics/ConstraintSolver/btGeneric6DofConstraint.cpp,13756,76906
[section .rel.dyn],73352,73352
src/gamesys/components/comp_particlefx.cpp,10888,68671
src/resource_mounts.cpp,13504,68306
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btGjkEpa2.cpp,13260,67327
src/gamesys/components/box2d/comp_collision_object_box2d.cpp,10256,66446
../Box2D/Dynamics/b2World.cpp,13468,65875
src/gamesys/scripts/box2d/script_box2d_body_defold.cpp,11756,63392
src/gamesys/resources/res_font.cpp,11448,61226
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvt.cpp,9568,60617
src/render/material.cpp,9376,60500
[section .ARM.exidx],60240,60240
src/gamesys/components/comp_collision_object.cpp,8844,57472
[section .debug_str],0,54314
src/physics/debug_draw_3d.cpp,8340,53500
src/gamesys/scripts/script_physics.cpp,16241,52816
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConvexAlgorithm.cpp,6245,49231
src/render/font.cpp,9216,48701
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexConcaveCollisionAlgorithm.cpp,5932,48626
../lib/android/android_init.c,9461,47744
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btOverlappingPairCache.cpp,5664,47179
src/gamesys/components/comp_sound.cpp,8688,46757
../package/bullet-2.77/src/BulletCollision/BroadphaseCollision/btDbvtBroadphase.cpp,6660,46422
src/gamesys/scripts/script_buffer.cpp,12764,46221
src/dlib/sys_posix.cpp,6092,45902
src/resource_preloader.cpp,9996,45894
../package/bullet-2.77/src/BulletDynamics/Dynamics/btRigidBody.cpp,3485,45827
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCompoundCollisionAlgorithm.cpp,4044,45253
src/gameobject/comp_anim.cpp,10580,44511
src/gamesys/components/bullet3d/comp_collision_object_bullet3d.cpp,6940,43546
src/mbedtls/crypto/library/bignum.c,16856,43317
src/devices/device_opensl.cpp,4232,43259
src/script_timer.cpp,8247,43258
src/gameobject/comp_script.cpp,11792,42885
src/gamesys/scripts/window/script_window_android.cpp,1312,42870
src/gamesys/resources/res_gui.cpp,4204,42707
src/render/program_utils.cpp,6252,41627
[section .debug_ranges],0,40944
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btCompoundShape.cpp,6164,40882
src/script_table.cpp,11105,40741
src/zlib/deflate.c,20126,40456
../Box2D/Dynamics/Joints/b2PrismaticJoint.cpp,5284,39630
../Box2D/Dynamics/Contacts/b2ContactSolver.cpp,6120,39491
src/gamesys/components/comp_collection_proxy.cpp,7328,38813
src/dlib/http_cache.cpp,10165,38657
src/mbedtls/crypto/library/ecp.c,13688,38111
../Box2D/Dynamics/b2ContactManager.cpp,6744,37095
../Box2D/Collision/b2DynamicTree.cpp,8116,36774
/buildbot/src/android/ndk-r25-release/toolchain/llvm-project/libcxx/../../../toolchain/llvm-project/libcxxabi/src/private_typeinfo.cpp,3317,36688
proto/rig/rig_ddf.cpp,5761,36603
src/gamesys/gamesys_private.cpp,6720,36510
src/mbedtls/library/ssl_cli.c,10108,36489
src/gamesys/components/comp_private.cpp,5452,36295
src/render/constant.cpp,5740,36127
../lib/android/android_util.c,10580,35830
src/render/font_renderer.cpp,6568,34836
src/gamesys/components/comp_camera.cpp,6280,34570
src/platform_window_glfw.cpp,3656,34543
../lib/android/android_window.c,6007,34523
src/mbedtls/library/x509_crt.c,12388,34396
src/dlib/http_client.cpp,9620,33996
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btGhostObject.cpp,3532,33532
src/dlib/configfile.cpp,7084,33412
src/gamesys/components/comp_collection_factory.cpp,4380,32975
src/dlib/message.cpp,7157,32877
src/dlib/buffer.cpp,6604,31835
../Box2D/Dynamics/Joints/b2RevoluteJoint.cpp,4160,31689
src/gameobject/gameobject_props.cpp,6836,31456
src/liveupdate.cpp,9288,30425
../Box2D/Collision/b2TimeOfImpact.cpp,4844,30319
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btCollisionDispatcher.cpp,2104,30187
../Box2D/Dynamics/b2Body.cpp,4800,29685
../Box2D/Dynamics/Joints/b2GearJoint.cpp,4248,29656
src/mbedtls/crypto/library/rsa.c,11452,29389
proto/graphics/graphics_ddf.cpp,3739,29183
../Box2D/Dynamics/Joints/b2WheelJoint.cpp,3408,29023
src/zlib/inflate.c,14506,28916
src/transcoder/graphics_transcoder_basisu.cpp,3160,28905
src/render/camera.cpp,3400,28742
src/gamesys/components/comp_factory.cpp,4516,28701
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btConvexShape.cpp,3716,28652
../lib/android/android_native_app_glue.c,4785,28524
src/providers/provider_archive_mutable.cpp,5436,28269
../package/bullet-2.77/src/BulletCollision/CollisionDispatch/btConvexPlaneCollisionAlgorithm.cpp,2816,27908
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btBvhTriangleMeshShape.cpp,3840,27854
src/render/compute.cpp,2060,27759
../Box2D/Collision/Shapes/b2GridShape.cpp,3808,27642
../package/bullet-2.77/src/BulletCollision/CollisionShapes/btOptimizedBvh.cpp,3012,27572
src/dlib/log.cpp,6032,27523
proto/gameobject/gameobject_ddf.cpp,3288,27083
../package/bullet-2.77/src/BulletCollision/NarrowPhaseCollision/btVoronoiSimplexSolver.cpp,5256,27016
