filename,compressed,uncompressed
JDK,65109992,65109992
libexec/bundletool-all.jar,30633323,32505571
com/sun/*.*,8555766,21136690
clojure/*.*,6992038,15504831
lib/android.jar,10833398,14664759
libexec/x86_64-macos/tint,3437044,14286792
com/ibm/*.*,6146730,13876950
_unpack/x86_64-macos/bin/dmengine,4450692,12626144
com/dynamo/*.*,4231256,11862196
editor/gui,5336178,11273855
libexec/x86_64-macos/dmengine,3849260,8829568
libexec/x86_64-win32/dmengine.exe,3279291,8710656
libexec/x86_64-macos/dmengine_release,3394433,8201448
libexec/arm64-macos/dmengine,3491789,7893920
libexec/x86_64-win32/dmengine_release.exe,2788612,7855104
javafx/*.*,3438482,7629541
libexec/arm64-macos/dmengine_release,3041515,7265208
lib/x86_64-linux/libtexc_shared.so,3015318,7246320
lib/arm64-linux/libtexc_shared.so,2993761,7183616
lib/x86_64-win32/shaderc_shared.dll,1635429,6902784
libexec/x86_64-macos/aapt2,2722463,6881808
lib/x86_64-linux/libc++.so,1498484,6457600
libexec/x86_64-macos/glslang,2251465,6438168
libexec/x86_64-linux/dmengine,2740545,5614600
com/jogamp/*.*,2060879,5301844
jogamp/*.*,1994042,5001762
libexec/x86_64-linux/dmengine_release,2285806,4981592
libexec/arm64-linux/dmengine,2487738,4955776
lib/x86_64-linux/libshaderc_shared.so,1682197,4852712
libexec/arm64-android/libdmengine.so,2361749,4663632
libexec/x86_64-macos/lipo,2497607,4491120
com/google/protobuf/*.*,1515935,4466162
lib/arm64-linux/libshaderc_shared.so,1566247,4460032
org/apache/commons/*.*,1826544,4341676
libexec/arm64-linux/dmengine_release,2034257,4323672
org/eclipse/jgit/*.*,1849713,4164787
libexec/x86_64-macos/spirv-opt,1404216,4087360
libexec/arm64-android/libdmengine_release.so,1904749,4027160
libexec/x86_64-ios/dmengine,2073505,4006856
com/fasterxml/jackson/*.*,1401584,3932759
lib/x86_64-win32/texc_shared.dll,1327409,3763712
lib/x86_64-macos/libshaderc_shared.dylib,1125524,3581944
libexec/arm64-ios/dmengine,1868671,3557064
libexec/x86_64-macos/strip_android,1356258,3507824
libexec/x86_64-ios/dmengine_release,1614535,3361920
cljfx/*.*,1568354,3267061
com/amazonaws/*.*,1271062,3207351
lib/arm64-macos/libshaderc_shared.dylib,1016751,3174696
libexec/wasm_pthread-web/dmengine.wasm,1490616,3165920
libexec/wasm-web/dmengine.wasm,1486774,3149241
builtins/assets/images/logo/logo_blue_1024.bmp,184045,3147874
libexec/arm64-ios/dmengine_release,1423561,2932728
editor/code/view,1401074,2857684
libexec/wasm_pthread-web/dmengine_release.wasm,1076763,2600629
libexec/wasm-web/dmengine_release.wasm,1073969,2586196
org/eclipse/jetty/*.*,1135632,2573055
editor/particlefx,1176447,2503651
editor/app_view,1226350,2466399
lib/x86_64-macos/libtexc_shared.dylib,1011258,2446640
org/apache/http/*.*,1040887,2407275
org/codehaus/jackson/*.*,857085,2288635
cognitect/*.*,653153,2242901
editor/scene,1024166,2099907
lib/arm64-macos/libtexc_shared.dylib,917427,2097800
_unpack/x86_64-macos/lib/libjogl_desktop.dylib,310722,1900424
editor/collection,856416,1823243
lib/arm64-linux/libmodelc_shared.so,667280,1740000
lib/x86_64-linux/libmodelc_shared.so,659051,1698104
com/github/benmanes/caffeine/*.*,608969,1671617
libgstreamer-lite.dylib,735788,1668736
editor/collision_object,767424,1653355
editor/atlas,764009,1592609
editor/tile_source,704740,1497810
ch/qos/*.*,650229,1442658
editor/font,658015,1395615
editor/tile_map,663479,1376150
javassist/*.*,639452,1371253
_unpack/x86_64-macos/bin/lsp/lua/meta/spell/dictionary.txt,628004,1332879
lib/x86_64-win32/modelc_shared.dll,394713,1267712
schema/*.*,577642,1266387
libglib-lite.dylib,518380,1231904
_unpack/x86_64-macos/bin/lsp/lua/bin/lua-language-server,533711,1208480
editor/game_object,564854,1200591
editor/gui__init,137207,1182662
com/defold/*.*,393766,1101827
org/joda/*.*,493748,1046729
_unpack/x86_64-macos/lib/libjogl_mobile.dylib,186734,1045160
editor/ui,560590,1043767
editor/app_manifest,446619,941423
org/openmali/*.*,371153,900682
editor/curve_view,429697,896919
lib/builtins.zip,840628,860430
editor/model,379740,799580
editor/code/data,391025,763312
editor/sprite,351220,744871
Defold.app/Contents/Resources/logo.icns,736074,736074
Defold.app/Contents/Resources/Assets.car,732632,732632
editor/defold_project,355265,729859
org/jsoup/*.*,330403,705826
reitit/*.*,315989,676860
org/antlr/*.*,292308,649333
editor/game_object_non_editable,288565,631208
org/luaj/*.*,290099,622154
editor/debug_view,301025,615978
welcome/*.*,559211,598903
editor/camera,285971,593762
META-INF/*.*,171637,586889
editor/cubemap,276757,585622
editor/code/script,275907,582927
editor/workspace,282246,582803
libexec/x86_64-macos/luajit-64,286878,575936
editor/scene_visibility,276715,572710
editor/cljfx_form_view,280988,572471
editor/label,270914,571087
editor/mesh,277963,569428
editor/scene_tools,281877,567190
org/yaml/snakeyaml/*.*,248795,565020
editor/lsp,291893,564943
Defold.app/Contents/MacOS/Defold,561360,561360
editor/asset_browser,278479,557552
lib/report_template.html,154755,547951
org/msgpack/*.*,237819,547298
editor/settings,259377,546416
editor/material,257936,546147
editor/sound,250436,531318
net/jpountz/util/win32/amd64/liblz4-java.so,175313,520219
lib/x86_64-macos/libmodelc_shared.dylib,156089,499536
com/jcraft/*.*,253422,498410
builtins/input/default.gamepads,8444,498409
org/snakeyaml/engine/*.*,207355,494337
editor/code/transpilers,230982,489586
editor/properties_view,239637,484559
editor/fxui,222613,483496
editor/outline_view,235360,478724
org/commonmark/*.*,209968,468111
lib/arm64-macos/libmodelc_shared.dylib,137858,465016
editor/collection_non_editable,196368,432563
editor/camera_editor,198999,429391
editor/markdown,189418,425535
editor/properties,209833,411127
editor/console,200612,409064
editor/resource_node,189620,402077
editor/editor_extensions/ui_components,196483,399521
libglass.dylib,131780,386368
editor/model_scene,170104,386301
internal/graph/*.*,183876,384685
editor/render_pb,172253,359549
editor/lsp/server,184870,357916
editor/geom,178707,354477
editor/display_profiles,163398,349270
editor/types,175855,343721
editor/editor_extensions,168531,341290
DejaVuSansMono.ttf,201912,340712
editor/protobuf,174277,337587
editor/buffer,163400,336378
DejaVuSansMono-Bold.ttf,199505,331992
_unpack/x86_64-macos/lib/libparticle_shared.dylib,109275,328784
editor/breakpoints_view,158008,325176
libjavafx_iio.dylib,146597,323024
editor/code/resource,150487,316400
editor/code/shader,147899,314188
editor/resource,161122,307932
editor/render_target,141416,304702
Defold.app/Contents/Resources/document_legacy.icns,302560,302560
lib/time_report_template.html,92651,297825
editor/script_api,139211,297107
editor/search_results_view,145282,296797
SourceSansPro-Regular.ttf,129096,293956
SourceSansPro-Light.ttf,127919,292680
SourceSansPro-Semibold.ttf,128416,292404
editor/factory,135367,289478
editor/animation_set,135166,287984
libexec/wasm-web/dmengine.js,65134,284093
builtins/assets/images/logo/logo_blue_1024.png,246149,276899
editor/editor_extensions/graph,137717,276266
libexec/wasm-web/dmengine_release.js,63827,273993
libexec/wasm_pthread-web/dmengine.js,62872,272857
editor/editor_localization,123409,269941
editor/editor_script,123565,266679
editor/game_properties,122806,266017
editor/placeholder_resource,120283,263044
libexec/wasm_pthread-web/dmengine_release.js,61586,262693
editor/compute,123880,262275
org/checkerframework/*.*,133894,258994
editor/code/text_file,120424,257710
libexec/x86_64-macos/strip,93554,257296
editor/html,119916,254759
DejaVuSansMono-BoldOblique.ttf,151366,253580
DejaVuSansMono-Oblique.ttf,150034,251932
editor/collection_proxy,116060,249605
editor/game_project,115786,246178
editor/protobuf_types,113798,244722
editor/scene_selection,111545,235336
editor/dialogs,116558,235232
editor/prefs,121797,234518
editor/image,111017,234409
editor/debugging/mobdebug,95749,230501
editor/welcome,108785,227921
_unpack/x86_64-macos/lib/libnewt_head.dylib,53522,225168
libjfxmedia.dylib,86583,223856
icons/app.iconset/icon_512x512@2x.png,218168,221004
OpenSans-Regular.ttf,113969,217360
editor/targets,112565,216215
editor/graphics/types,108395,214755
builtins/ca-certificates/cacert.pem,122479,214279
editor/gl,112254,212074
net/jpountz/util/linux/aarch64/liblz4-java.so,93938,209176
net/jpountz/util/linux/ppc64le/liblz4-java.so,65770,209096
editor/live_update_settings,97463,208901
editor/grid,102206,207380
net/jpountz/util/darwin/x86_64/liblz4-java.dylib,87820,205112
editor/graphics,98284,204674
editor/gl/shader,100332,199519
editor/image_util,92618,192151
editor/pipeline/fontc,91718,191826
editor/changes_view,91481,188359
libexec/x86_64-macos/codesign_allocate,60717,187600
mozilla/public-suffix-list.txt,59250,180498
editor/gl/attribute,87042,177959
net/jpountz/util/darwin/aarch64/liblz4-java.dylib,73578,173886
editor/outline,88692,173711
editor/settings_core,89930,171604
editor.css,20783,171591
editor/particlefx__init,38582,169733
editor/localization,83709,164769
editor/buffers,85501,163360
editor/binary_file,75706,161535
editor/handler,83296,161491
localization/ru.editor_localization,34995,160526
_unpack/x86_64-macos/lib/libnativewindow_macosx.dylib,26881,155504
net/jpountz/util/linux/amd64/liblz4-java.so,70811,154886
editor/editor_extensions/coerce,75090,154306
